capture_order,pair_index,branch,complete,failure_reason,roster_spend,nominal_lineup_ppg,qb_count,rb_count,wr_count,te_count,starters,roster,salary_map
30,15,buy,True,,290.0,108.74932485133613,1,5,6,1,Brock Purdy | Jahmyr Gibbs | Bijan Robinson | Quentin Johnston | Jordan Addison | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Dalton Kincaid | Deebo Samuel Sr. | Dylan Sampson | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Khalil Shakir | Quentin Johnston,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 1.0, ""Deebo Samuel Sr."": 2.0, ""Dylan Sampson"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Khalil Shakir"": 4.0, ""Quentin Johnston"": 6.0}"
31,15,pass,True,,227.0,103.00828289539179,1,5,6,1,Dak Prescott | Jahmyr Gibbs | Chase Brown | Christian Watson | DK Metcalf | Kyle Pitts | Bhayshul Tuten | Tony Pollard,Adonai Mitchell | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Dak Prescott | Deebo Samuel Sr. | Jahmyr Gibbs | Jakobi Meyers | Jordan Addison | Kyle Pitts | Tony Pollard,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 11.0, ""Dak Prescott"": 9.0, ""Deebo Samuel Sr."": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 4.0, ""Jordan Addison"": 5.0, ""Kyle Pitts"": 4.0, ""Tony Pollard"": 12.0}"
32,16,buy,True,,298.0,107.41086197037228,1,4,6,2,Justin Herbert | Jahmyr Gibbs | Bijan Robinson | Quentin Johnston | Michael Wilson | Mark Andrews | Chase Brown | Bhayshul Tuten,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Caleb Douglas | Chase Brown | Jahmyr Gibbs | Justin Herbert | KC Concepcion | Mark Andrews | Michael Wilson | Pat Freiermuth | Quentin Johnston | Romeo Doubs,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Justin Herbert"": 6.0, ""KC Concepcion"": 3.0, ""Mark Andrews"": 8.0, ""Michael Wilson"": 8.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Romeo Doubs"": 2.0}"
33,16,pass,True,,247.0,103.8611849537388,1,4,6,2,Dak Prescott | Jahmyr Gibbs | Chase Brown | Jameson Williams | Marvin Harrison Jr. | Sam LaPorta | Bhayshul Tuten | Rico Dowdle,Adonai Mitchell | Bhayshul Tuten | Caleb Douglas | Chase Brown | DK Metcalf | Dak Prescott | Jahmyr Gibbs | Jameson Williams | Marvin Harrison Jr. | Pat Freiermuth | Quentin Johnston | Rico Dowdle | Sam LaPorta,"{""Adonai Mitchell"": 3.0, ""Bhayshul Tuten"": 11.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 10.0, ""Dak Prescott"": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 28.0, ""Marvin Harrison Jr."": 11.0, ""Pat Freiermuth"": 2.0, ""Quentin Johnston"": 4.0, ""Rico Dowdle"": 16.0, ""Sam LaPorta"": 11.0}"
34,17,buy,True,,297.0,105.06362416088983,1,5,6,1,Matthew Stafford | Jahmyr Gibbs | Bijan Robinson | Jordan Addison | Jordyn Tyson | Dalton Schultz | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Schultz | De'Zhaun Stribling | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jordan Addison | Jordyn Tyson | Matthew Golden | Matthew Stafford | Sean Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Schultz"": 2.0, ""De'Zhaun Stribling"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 10.0, ""Jalen Coker"": 3.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 4.0, ""Matthew Golden"": 4.0, ""Matthew Stafford"": 4.0, ""Sean Tucker"": 2.0}"
35,17,pass,True,,249.0,104.08251523892059,1,5,5,2,Matthew Stafford | Jahmyr Gibbs | Chase Brown | Jameson Williams | Christian Watson | Sam LaPorta | Bhayshul Tuten | Jadarian Price,Alec Pierce | Bhayshul Tuten | Blake Corum | Chase Brown | Christian Watson | DK Metcalf | Dalton Schultz | Jadarian Price | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Matthew Stafford | Sam LaPorta,"{""Alec Pierce"": 6.0, ""Bhayshul Tuten"": 11.0, ""Blake Corum"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 19.0, ""DK Metcalf"": 16.0, ""Dalton Schultz"": 2.0, ""Jadarian Price"": 19.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 15.0, ""Jordan Addison"": 5.0, ""Matthew Stafford"": 4.0, ""Sam LaPorta"": 4.0}"
36,18,buy,True,,287.0,108.78407633649616,1,5,5,2,Jaxson Dart | Jahmyr Gibbs | Bijan Robinson | Chris Godwin Jr. | Jordan Addison | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Kenyon Sadiq | Makai Lemon | Matthew Golden | Nicholas Singleton,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 5.0, ""Nicholas Singleton"": 2.0}"
37,18,pass,True,,221.0,102.71955235060389,1,4,6,2,Jaxson Dart | Jahmyr Gibbs | Chase Brown | Christian Watson | Alec Pierce | Harold Fannin Jr. | Bhayshul Tuten | Rico Dowdle,Alec Pierce | Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | Harold Fannin Jr. | Jahmyr Gibbs | Jakobi Meyers | Jaxson Dart | Jordan Addison | Kenyon Sadiq | Makai Lemon | Rico Dowdle,"{""Alec Pierce"": 10.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Christian Watson"": 10.0, ""Harold Fannin Jr."": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 3.0, ""Jaxson Dart"": 2.0, ""Jordan Addison"": 3.0, ""Kenyon Sadiq"": 2.0, ""Makai Lemon"": 4.0, ""Rico Dowdle"": 17.0}"
38,19,buy,False,market_slots,295.0,100.56654790259489,1,5,6,0,Brock Purdy | Jahmyr Gibbs | Bijan Robinson | DK Metcalf | Jordan Addison | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Caleb Douglas | Chase Brown | DK Metcalf | Jahmyr Gibbs | Jauan Jennings | Jordan Addison | Jordyn Tyson | MarShawn Lloyd | Omar Cooper Jr.,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Caleb Douglas"": 2.0, ""Chase Brown"": 34.0, ""DK Metcalf"": 9.0, ""Jahmyr Gibbs"": 110.0, ""Jauan Jennings"": 2.0, ""Jordan Addison"": 9.0, ""Jordyn Tyson"": 5.0, ""MarShawn Lloyd"": 2.0, ""Omar Cooper Jr."": 2.0}"
39,19,pass,True,,261.0,102.83883953671905,1,4,6,2,Jared Goff | Jahmyr Gibbs | Chase Brown | DJ Moore | Christian Watson | Harold Fannin Jr. | Bhayshul Tuten | Rico Dowdle,Adonai Mitchell | Bhayshul Tuten | Cade Otton | Chase Brown | Christian Watson | DJ Moore | DK Metcalf | Harold Fannin Jr. | Jahmyr Gibbs | Jared Goff | Jordyn Tyson | Michael Wilson | Rico Dowdle,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Cade Otton"": 4.0, ""Chase Brown"": 34.0, ""Christian Watson"": 21.0, ""DJ Moore"": 29.0, ""DK Metcalf"": 9.0, ""Harold Fannin Jr."": 8.0, ""Jahmyr Gibbs"": 110.0, ""Jared Goff"": 1.0, ""Jordyn Tyson"": 5.0, ""Michael Wilson"": 9.0, ""Rico Dowdle"": 18.0}"
40,20,buy,True,,298.0,108.27850682419283,1,5,6,1,Dak Prescott | Jahmyr Gibbs | Bijan Robinson | Michael Wilson | Wan'Dale Robinson | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Dalton Kincaid | Dylan Sampson | Jahmyr Gibbs | Jalen Coker | Michael Wilson | Pat Bryant | Tre Tucker | Wan'Dale Robinson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Kincaid"": 5.0, ""Dylan Sampson"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Coker"": 3.0, ""Michael Wilson"": 10.0, ""Pat Bryant"": 2.0, ""Tre Tucker"": 2.0, ""Wan'Dale Robinson"": 3.0, ""Xavier Worthy"": 2.0}"
41,20,pass,True,,236.0,100.92892240092478,1,5,5,2,Dak Prescott | Jahmyr Gibbs | Chase Brown | Marvin Harrison Jr. | Alec Pierce | Sam LaPorta | Bhayshul Tuten | Michael Wilson,Alec Pierce | Bhayshul Tuten | Chase Brown | Dak Prescott | Dalton Schultz | Jahmyr Gibbs | Jayden Reed | Marvin Harrison Jr. | Michael Wilson | Mike Washington Jr. | Rachaad White | Sam LaPorta | Xavier Worthy,"{""Alec Pierce"": 11.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 8.0, ""Dalton Schultz"": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 5.0, ""Marvin Harrison Jr."": 20.0, ""Michael Wilson"": 10.0, ""Mike Washington Jr."": 3.0, ""Rachaad White"": 5.0, ""Sam LaPorta"": 13.0, ""Xavier Worthy"": 2.0}"
42,21,buy,True,,296.0,104.85918383816953,1,4,6,2,Jordan Love | Jahmyr Gibbs | Bijan Robinson | Chris Godwin Jr. | Makai Lemon | Kenyon Sadiq | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Dalton Schultz | Deebo Samuel Sr. | Jahmyr Gibbs | Jordan Love | Josh Downs | Kenyon Sadiq | Makai Lemon | Matthew Golden | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Dalton Schultz"": 2.0, ""Deebo Samuel Sr."": 5.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Love"": 2.0, ""Josh Downs"": 7.0, ""Kenyon Sadiq"": 8.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0, ""Tre Tucker"": 2.0}"
43,21,pass,True,,244.0,103.4703095167627,1,4,6,2,Jaxson Dart | Jahmyr Gibbs | Chase Brown | Christian Watson | DK Metcalf | Sam LaPorta | Bhayshul Tuten | Jadarian Price,Bhayshul Tuten | Chase Brown | Chris Godwin Jr. | Christian Watson | DK Metcalf | Jadarian Price | Jahmyr Gibbs | Jaxson Dart | Kenyon Sadiq | Makai Lemon | Matthew Golden | Ryan Flournoy | Sam LaPorta,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 3.0, ""Christian Watson"": 20.0, ""DK Metcalf"": 13.0, ""Jadarian Price"": 20.0, ""Jahmyr Gibbs"": 110.0, ""Jaxson Dart"": 3.0, ""Kenyon Sadiq"": 8.0, ""Makai Lemon"": 4.0, ""Matthew Golden"": 3.0, ""Ryan Flournoy"": 2.0, ""Sam LaPorta"": 13.0}"
44,22,buy,True,,296.0,108.25046018785855,1,5,5,2,Dak Prescott | Jahmyr Gibbs | Bijan Robinson | Jayden Reed | Jordan Addison | Mark Andrews | Chase Brown | Bhayshul Tuten,Adonai Mitchell | Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | Dalton Schultz | Jahmyr Gibbs | Jayden Reed | Jordan Addison | Makai Lemon | Mark Andrews | Nicholas Singleton | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 7.0, ""Dalton Schultz"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 7.0, ""Jordan Addison"": 5.0, ""Makai Lemon"": 5.0, ""Mark Andrews"": 3.0, ""Nicholas Singleton"": 2.0, ""Wan'Dale Robinson"": 3.0}"
45,22,pass,True,,260.0,104.22956993975083,1,5,6,1,Dak Prescott | Jahmyr Gibbs | Chase Brown | Christian Watson | Marvin Harrison Jr. | Harold Fannin Jr. | Bhayshul Tuten | Jadarian Price,Adonai Mitchell | Bhayshul Tuten | Chase Brown | Christian Watson | Dak Prescott | Harold Fannin Jr. | Jadarian Price | Jahmyr Gibbs | Jaylen Warren | Jordan Addison | Jordyn Tyson | Marvin Harrison Jr. | Wan'Dale Robinson,"{""Adonai Mitchell"": 2.0, ""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 16.0, ""Dak Prescott"": 7.0, ""Harold Fannin Jr."": 7.0, ""Jadarian Price"": 22.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Warren"": 14.0, ""Jordan Addison"": 5.0, ""Jordyn Tyson"": 15.0, ""Marvin Harrison Jr."": 14.0, ""Wan'Dale Robinson"": 3.0}"
46,23,buy,True,,294.0,108.48840566770556,1,5,6,1,Dak Prescott | Jahmyr Gibbs | Bijan Robinson | Josh Downs | Jakobi Meyers | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dak Prescott | George Kittle | Jahmyr Gibbs | Jakobi Meyers | Jalen McMillan | Josh Downs | Kaytron Allen | Omar Cooper Jr. | Stefon Diggs | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dak Prescott"": 7.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen McMillan"": 2.0, ""Josh Downs"": 9.0, ""Kaytron Allen"": 2.0, ""Omar Cooper Jr."": 2.0, ""Stefon Diggs"": 3.0, ""Xavier Worthy"": 2.0}"
47,23,pass,True,,272.0,105.19918240936224,1,5,6,1,Jalen Hurts | Jahmyr Gibbs | Chase Brown | Luther Burden III | Christian Watson | Kyle Pitts | Bhayshul Tuten | Jaylen Warren,Bhayshul Tuten | Chase Brown | Christian Watson | DK Metcalf | Jahmyr Gibbs | Jakobi Meyers | Jalen Hurts | Jaylen Warren | Kyle Pitts | Luther Burden III | Omar Cooper Jr. | Rico Dowdle | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 17.0, ""DK Metcalf"": 15.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 5.0, ""Jalen Hurts"": 15.0, ""Jaylen Warren"": 15.0, ""Kyle Pitts"": 5.0, ""Luther Burden III"": 23.0, ""Omar Cooper Jr."": 2.0, ""Rico Dowdle"": 17.0, ""Stefon Diggs"": 3.0}"
48,24,buy,True,,293.0,103.81115313082272,1,5,6,1,Jordan Love | Jahmyr Gibbs | Bijan Robinson | Makai Lemon | Jakobi Meyers | Terrance Ferguson | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Demond Claiborne | Germie Bernard | Jahmyr Gibbs | Jakobi Meyers | Jalen Coker | Jauan Jennings | Jordan Love | Makai Lemon | Terrance Ferguson | Xavier Worthy,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Demond Claiborne"": 2.0, ""Germie Bernard"": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jakobi Meyers"": 7.0, ""Jalen Coker"": 2.0, ""Jauan Jennings"": 2.0, ""Jordan Love"": 2.0, ""Makai Lemon"": 3.0, ""Terrance Ferguson"": 2.0, ""Xavier Worthy"": 10.0}"
49,24,pass,True,,272.0,104.93905999196602,1,5,5,2,Jordan Love | Jahmyr Gibbs | Chase Brown | Jameson Williams | Christian Watson | Hunter Henry | Kyren Williams | Bhayshul Tuten,Bhayshul Tuten | Chase Brown | Christian Watson | Germie Bernard | Hunter Henry | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Jordan Love | Kenny Gainwell | Kyren Williams | Makai Lemon | Terrance Ferguson,"{""Bhayshul Tuten"": 11.0, ""Chase Brown"": 34.0, ""Christian Watson"": 15.0, ""Germie Bernard"": 3.0, ""Hunter Henry"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 18.0, ""Jordan Addison"": 5.0, ""Jordan Love"": 2.0, ""Kenny Gainwell"": 18.0, ""Kyren Williams"": 49.0, ""Makai Lemon"": 3.0, ""Terrance Ferguson"": 2.0}"
50,25,buy,True,,289.0,109.56840508783897,1,6,5,1,Brock Purdy | Jahmyr Gibbs | Bijan Robinson | DK Metcalf | Chris Godwin Jr. | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Chris Godwin Jr. | DK Metcalf | George Kittle | Jahmyr Gibbs | Jalen McMillan | Jordan Addison | Kaytron Allen | Rashid Shaheed | Seth McGowan,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""DK Metcalf"": 8.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jalen McMillan"": 2.0, ""Jordan Addison"": 5.0, ""Kaytron Allen"": 2.0, ""Rashid Shaheed"": 2.0, ""Seth McGowan"": 2.0}"
51,25,pass,True,,271.0,107.25359467750415,1,6,5,1,Brock Purdy | Jahmyr Gibbs | Chase Brown | Malik Nabers | Jameson Williams | George Kittle | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brock Purdy | Chase Brown | Christian Watson | George Kittle | Jahmyr Gibbs | Jameson Williams | Jordan Addison | Keaton Mitchell | Malik Nabers | RJ Harvey | Rashid Shaheed | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brock Purdy"": 2.0, ""Chase Brown"": 34.0, ""Christian Watson"": 12.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jameson Williams"": 17.0, ""Jordan Addison"": 5.0, ""Keaton Mitchell"": 2.0, ""Malik Nabers"": 39.0, ""RJ Harvey"": 6.0, ""Rashid Shaheed"": 2.0, ""TreVeyon Henderson"": 29.0}"
52,26,buy,True,,287.0,107.78416352846122,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Bijan Robinson | Jayden Reed | Chris Godwin Jr. | Mark Andrews | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chris Godwin Jr. | Jahmyr Gibbs | Jayden Reed | Jordan Addison | KC Concepcion | Keaton Mitchell | Mark Andrews | Patrick Mahomes | Stefon Diggs | Zach Charbonnet,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chris Godwin Jr."": 4.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""Jordan Addison"": 5.0, ""KC Concepcion"": 1.0, ""Keaton Mitchell"": 2.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Stefon Diggs"": 6.0, ""Zach Charbonnet"": 2.0}"
53,26,pass,True,,269.0,105.71947935890418,1,6,5,1,Patrick Mahomes | Jahmyr Gibbs | Chase Brown | Zay Flowers | Tee Higgins | Mark Andrews | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Jacory Croskey-Merritt | Jahmyr Gibbs | Jayden Reed | KC Concepcion | Keaton Mitchell | Mark Andrews | Patrick Mahomes | Tee Higgins | TreVeyon Henderson | Zay Flowers,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Jacory Croskey-Merritt"": 7.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Reed"": 3.0, ""KC Concepcion"": 1.0, ""Keaton Mitchell"": 2.0, ""Mark Andrews"": 2.0, ""Patrick Mahomes"": 2.0, ""Tee Higgins"": 22.0, ""TreVeyon Henderson"": 30.0, ""Zay Flowers"": 31.0}"
54,27,buy,True,,293.0,107.04491774952274,1,6,5,1,Trevor Lawrence | Jahmyr Gibbs | Bijan Robinson | Makai Lemon | KC Concepcion | Dalton Kincaid | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | KC Concepcion | Keaton Mitchell | Keenan Allen | Kyle Monangai | Makai Lemon | Rashid Shaheed | Tre Harris | Trevor Lawrence,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""KC Concepcion"": 3.0, ""Keaton Mitchell"": 2.0, ""Keenan Allen"": 2.0, ""Kyle Monangai"": 5.0, ""Makai Lemon"": 8.0, ""Rashid Shaheed"": 2.0, ""Tre Harris"": 3.0, ""Trevor Lawrence"": 6.0}"
55,27,pass,True,,236.0,101.6044782824341,1,6,5,1,Jayden Daniels | Jahmyr Gibbs | Chase Brown | Brian Thomas Jr. | Jayden Reed | Dalton Kincaid | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Dalton Kincaid | Jahmyr Gibbs | Jayden Daniels | Jayden Reed | Josh Downs | Keaton Mitchell | Rachaad White | Rashid Shaheed | Tre Harris | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 10.0, ""Chase Brown"": 34.0, ""Dalton Kincaid"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jayden Daniels"": 13.0, ""Jayden Reed"": 6.0, ""Josh Downs"": 7.0, ""Keaton Mitchell"": 2.0, ""Rachaad White"": 6.0, ""Rashid Shaheed"": 2.0, ""Tre Harris"": 3.0, ""TreVeyon Henderson"": 30.0}"
56,28,buy,True,,292.0,108.78949101116969,1,6,4,2,Dak Prescott | Jahmyr Gibbs | Bijan Robinson | Makai Lemon | Jordyn Tyson | George Kittle | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jordyn Tyson | Khalil Shakir | Makai Lemon | Pat Bryant | Woody Marks,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Khalil Shakir"": 5.0, ""Makai Lemon"": 8.0, ""Pat Bryant"": 2.0, ""Woody Marks"": 3.0}"
57,28,pass,True,,229.0,101.77726034456688,1,6,4,2,Dak Prescott | Jahmyr Gibbs | Chase Brown | Brian Thomas Jr. | Jordyn Tyson | George Kittle | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brian Thomas Jr. | Chase Brown | Chig Okonkwo | Chris Rodriguez Jr. | Dak Prescott | George Kittle | Jahmyr Gibbs | Jordyn Tyson | Pat Bryant | Tony Pollard | TreVeyon Henderson | Wan'Dale Robinson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 14.0, ""Chase Brown"": 34.0, ""Chig Okonkwo"": 2.0, ""Chris Rodriguez Jr."": 2.0, ""Dak Prescott"": 3.0, ""George Kittle"": 2.0, ""Jahmyr Gibbs"": 110.0, ""Jordyn Tyson"": 5.0, ""Pat Bryant"": 2.0, ""Tony Pollard"": 16.0, ""TreVeyon Henderson"": 23.0, ""Wan'Dale Robinson"": 5.0}"
58,29,buy,True,,296.0,105.23185181773688,1,6,4,2,Brock Purdy | Jahmyr Gibbs | Bijan Robinson | Deebo Samuel Sr. | Tre Tucker | Mark Andrews | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Brock Purdy | Chase Brown | Deebo Samuel Sr. | Emanuel Wilson | Isaiah Likely | Jahmyr Gibbs | Jalen Nailor | Mark Andrews | Rachaad White | Tre Harris | Tre Tucker,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Deebo Samuel Sr."": 4.0, ""Emanuel Wilson"": 2.0, ""Isaiah Likely"": 11.0, ""Jahmyr Gibbs"": 110.0, ""Jalen Nailor"": 2.0, ""Mark Andrews"": 4.0, ""Rachaad White"": 4.0, ""Tre Harris"": 3.0, ""Tre Tucker"": 2.0}"
59,29,pass,True,,265.0,105.87150234304414,1,6,5,1,Brock Purdy | Jahmyr Gibbs | Chase Brown | Malik Nabers | Jaylen Waddle | Mark Andrews | Bhayshul Tuten | TreVeyon Henderson,Bhayshul Tuten | Brian Thomas Jr. | Brock Purdy | Chase Brown | Jahmyr Gibbs | Jaylen Waddle | Josh Downs | Keaton Mitchell | Malik Nabers | Mark Andrews | Quentin Johnston | Rachaad White | TreVeyon Henderson,"{""Bhayshul Tuten"": 11.0, ""Brian Thomas Jr."": 8.0, ""Brock Purdy"": 4.0, ""Chase Brown"": 34.0, ""Jahmyr Gibbs"": 110.0, ""Jaylen Waddle"": 26.0, ""Josh Downs"": 5.0, ""Keaton Mitchell"": 2.0, ""Malik Nabers"": 35.0, ""Mark Andrews"": 4.0, ""Quentin Johnston"": 4.0, ""Rachaad White"": 4.0, ""TreVeyon Henderson"": 18.0}"
60,30,buy,True,,289.0,107.12368035329386,1,6,4,2,Matthew Stafford | Jahmyr Gibbs | Bijan Robinson | Quentin Johnston | Jordan Addison | Mark Andrews | Chase Brown | Bhayshul Tuten,Bhayshul Tuten | Bijan Robinson | Cade Otton | Chase Brown | Chris Rodriguez Jr. | Jahmyr Gibbs | Jordan Addison | Makai Lemon | Mark Andrews | Matthew Stafford | Mike Washington Jr. | Quentin Johnston | Stefon Diggs,"{""Bhayshul Tuten"": 11.0, ""Bijan Robinson"": 105.0, ""Cade Otton"": 5.0, ""Chase Brown"": 34.0, ""Chris Rodriguez Jr."": 3.0, ""Jahmyr Gibbs"": 110.0, ""Jordan Addison"": 4.0, ""Makai Lemon"": 4.0, ""Mark Andrews"": 2.0, ""Matthew Stafford"": 2.0, ""Mike Washington Jr."": 2.0, ""Quentin Johnston"": 5.0, ""Stefon Diggs"": 2.0}"
