rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
881,26013,Nick Emmanwori,SEA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.9,31.8
882,23646,Jake Hummel,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.9,31.7
883,20899,Josh Oliver,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,14.4,157.2,1.5,0.0,0.0,0.0,0.0,1.9,31.7
884,24241,Chamarri Conner,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.2,0.1,1.9,31.7
885,25991,Shemar Stewart,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.9,31.6
886,24288,Luke Schoonmaker,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,17.5,156.4,1.2,0.0,0.0,0.0,0.0,1.9,31.6
887,21120,Cole Holcomb,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1,1.9,31.6
888,21332,Troy Reeder,LAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.9,31.6
889,23010,Brock Wright,DET,TE,17,0.0,0.0,0.0,0.0,0.0,14.4,128.4,1.9,0.0,0.0,0.0,0.0,1.8,31.4
890,20967,Jerry Tillery,KC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.2,1.8,31.4
891,26105,Savion Williams,GB,WR,17,0.0,0.0,0.0,22.7,0.2,12.2,152.1,1.1,0.0,0.0,0.0,0.0,1.8,31.4
892,16678,Jimmie Ward,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.8,31.4
893,22072,Noah Igbinoghene,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.8,31.1
894,24782,Trevor Nowaske,DET,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.2,0.1,1.8,31.1
895,26028,Chris Paul Jr.,LAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.8,31.1
896,26051,Tyrion Ingram-Dawkins,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.8,31.1
897,26220,Ty Hamilton,LAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.8,31.1
898,22774,Jay Tufele,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.1,1.8,31.0
899,26049,Shemar James,DAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.8,30.9
900,24121,Derius Davis,LAC,WR,17,0.0,0.0,0.0,47.0,0.2,12.7,128.8,1.0,0.0,0.0,0.0,0.0,1.8,30.9
901,25280,Ruke Orhorhoro,ATL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.3,0.2,1.8,30.9
902,19049,Anthony Walker,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.1,1.8,30.8
903,18926,Zay Jones,ARI,WR,17,0.0,0.0,0.0,1.3,0.0,15.4,165.6,1.1,0.0,0.0,0.0,0.0,1.8,30.8
904,26256,Dan Jackson,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.8,30.6
905,22778,Khyiris Tonga,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.3,0.1,1.8,30.6
906,25016,JT Tuimoloau,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.8,30.6
907,20269,Daniel Ekuale,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.2,1.8,30.6
908,24642,Ethan Bonner,MIA,CB,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.2,3.8,30.5
909,17968,Andrew Billings,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.3,0.2,1.8,30.4
910,23136,Darnell Washington,PIT,TE,17,0.0,0.0,0.0,0.0,0.0,16.2,162.5,1.0,0.0,0.0,0.0,0.0,1.8,30.4
911,25962,Gunnar Helm,TEN,TE,17,0.0,0.0,0.0,0.0,0.0,16.0,169.1,1.0,0.0,0.0,0.0,0.0,1.8,30.3
912,25903,Jordan James,SF,RB,17,0.0,0.0,0.0,176.1,1.3,3.8,31.3,0.0,0.0,0.0,0.0,0.0,1.8,30.2
913,26164,Teddye Buchanan,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.8,30.2
914,25349,Jonah Laulu,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.1,1.8,30.2
915,26198,Jamaree Caldwell,LAC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.8,30.1
916,22506,Brevin Jordan,HOU,TE,17,0.0,0.0,0.0,0.0,0.0,15.9,155.1,1.1,0.0,0.0,0.0,0.0,1.8,30.1
917,19034,Damontae Kazee,CLE,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,1.8,30.0
918,26154,Jamon Johnson,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.8,30.0
919,19065,Jeremy McNichols,WAS,RB,17,0.0,0.0,0.0,153.9,1.6,4.6,22.7,0.1,0.0,0.0,0.0,0.0,1.8,29.8
920,24003,Jack Gibbens,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,1.7,29.7
921,20748,Mike Edwards,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,1.7,29.6
922,25771,Joe Andreessen,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.7,29.5
923,25934,Tez Johnson,TB,WR,17,0.0,0.0,0.0,1.9,0.0,14.2,162.2,1.0,0.0,0.0,0.0,0.0,1.7,29.5
924,20894,Anthony Nelson,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.3,0.1,1.7,29.4
925,26043,Kobe King,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.7,29.3
926,23119,Treylon Burks,TEN,WR,17,0.0,0.0,0.0,4.9,0.0,13.0,170.5,0.9,0.0,0.0,0.0,0.0,1.7,29.2
927,20931,Drew Sample,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,18.4,134.4,1.1,0.0,0.0,0.0,0.0,1.7,29.2
928,20679,KhaDarel Hodge,ATL,WR,17,0.0,0.0,0.0,0.0,0.0,12.3,172.1,1.0,0.0,0.0,0.0,0.0,1.7,29.2
929,21894,James Lynch,TEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.7,29.2
930,24959,Javon Bullard,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,1.7,29.0
931,25174,Jordan Jefferson,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.7,29.0
932,23635,Nazeeh Johnson,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.1,1.7,28.9
933,19930,Bilal Nichols,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.1,1.7,28.9
934,24099,Clark Phillips III,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,1.7,28.8
935,24125,Jalin Hyatt,NYG,WR,17,0.0,0.0,0.0,0.0,0.0,13.8,172.4,0.8,0.0,0.0,0.0,0.0,1.7,28.7
936,24799,Claudin Cherelus,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.7,28.7
937,25876,Oronde Gadsden,LAC,TE,17,0.0,0.0,0.0,0.0,0.0,14.0,151.1,1.1,0.0,0.0,0.0,0.0,1.7,28.7
938,23237,Chris Rodriguez Jr.,WAS,RB,17,0.0,0.0,0.0,173.3,1.5,2.0,15.5,0.0,0.0,0.0,0.0,0.0,1.7,28.7
939,21379,Darius Harris,DAL,LB,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,3.6,28.6
940,20903,Amani Oruwariye,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,1.7,28.5
941,23961,C.J. Brewer,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.2,0.1,1.7,28.5
942,23513,Matthew Butler,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.3,0.1,1.7,28.5
943,15150,Cordarrelle Patterson,PIT,RB,17,0.0,0.0,0.0,122.1,0.8,9.0,61.4,0.2,0.0,0.0,0.0,0.0,1.7,28.5
944,25277,Justin Rogers,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.3,0.1,1.7,28.4
945,23384,Josh Paschal,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.2,0.1,1.7,28.4
946,24249,Derick Hall,SEA,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.1,0.2,0.1,1.7,28.4
947,25243,Darius Muasau,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.7,28.3
948,23375,Zach Carter,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.1,1.7,28.3
949,26215,Shemar Turner,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.7,28.2
950,22928,Roy Lopez,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,1.6,27.9
951,23160,John Metchie III,HOU,WR,17,0.0,0.0,0.0,0.5,0.0,14.0,155.9,0.9,0.0,0.0,0.0,0.0,1.6,27.8
952,26053,T.J. Sanders,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,1.6,27.8
953,22948,Devon Key,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,1.6,27.5
954,22926,Nick Niemann,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,1.6,27.5
955,24929,Trevin Wallace,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,1.6,27.5
956,19867,Michael Gallup,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,12.1,154.4,1.0,0.0,0.0,0.0,0.0,1.6,27.5
957,21852,Ty Chandler,MIN,RB,17,0.0,0.0,0.0,145.8,0.9,6.0,43.0,0.1,0.0,0.0,0.0,0.0,1.6,27.5
958,26057,Arian Smith,NYJ,WR,17,0.0,0.0,0.0,3.2,0.0,13.1,159.5,0.8,0.0,0.0,0.0,0.0,1.6,27.4
959,23784,Josh Ross,SEA,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,1.6,27.3
960,25899,Brashard Smith,KC,RB,17,0.0,0.0,0.0,92.8,0.6,8.2,67.2,0.6,0.0,0.0,0.0,0.0,1.6,27.3
961,24267,Owen Pappoe,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.6,27.2
962,19012,Carlos Watkins,TEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.2,0.1,1.6,27.2
963,24463,Julian Hill,MIA,TE,17,0.0,0.0,0.0,0.0,0.0,15.6,139.5,1.0,0.0,0.0,0.0,0.0,1.6,27.2
964,24219,Drew Sanders,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,1.6,27.1
965,26183,R.J. Mickens,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.6,27.1
966,25882,Jalen Milroe,SEA,QB,17,245.6,1.5,1.1,103.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,26.9
967,24978,Devontez Walker,BAL,WR,17,0.0,0.0,0.0,1.1,0.0,10.7,156.5,1.0,0.0,0.0,0.0,0.0,1.6,26.9
968,26021,Trey Amos,WAS,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.6,26.9
969,24258,Adetomiwa Adebawore,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.2,0.1,1.6,26.9
970,19626,Dare Ogunbowale,HOU,RB,17,0.0,0.0,0.0,46.9,0.1,13.0,110.5,0.7,0.0,0.0,0.0,0.0,1.6,26.8
971,23603,Eric Johnson II,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,1.6,26.7
972,23199,Sincere McCormick,LV,RB,17,0.0,0.0,0.0,141.5,0.7,7.0,46.1,0.1,0.0,0.0,0.0,0.0,1.6,26.7
973,21117,E.J. Speed,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.6,26.6
974,26076,Omar Norman-Lott,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.6,26.6
975,23486,Grant Calcaterra,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,13.0,144.6,0.9,0.0,0.0,0.0,0.0,1.6,26.4
976,24988,Chris Braswell,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.3,0.1,1.5,26.3
977,23545,Baylon Spector,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,1.5,26.3
978,21786,Adam Trautman,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,12.3,129.2,1.2,0.0,0.0,0.0,0.0,1.5,26.3
979,26493,Amar Johnson,GB,RB,17,0.0,0.0,0.0,165.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,1.5,26.1
980,23644,Stone Smartt,NYJ,TE,17,0.0,0.0,0.0,0.0,0.0,12.9,148.0,0.9,0.0,0.0,0.0,0.0,1.5,26.1
981,22521,Jeremy Ruckert,NYJ,TE,17,0.0,0.0,0.0,0.0,0.0,15.9,132.5,0.8,0.0,0.0,0.0,0.0,1.5,26.0
982,24339,Jake Bobo,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,12.3,139.4,1.0,0.0,0.0,0.0,0.0,1.5,25.9
983,19922,Justin Watson,HOU,WR,17,0.0,0.0,0.0,0.0,0.0,10.5,148.4,1.0,0.0,0.0,0.0,0.0,1.5,25.9
984,23341,Tyler Goodson,IND,RB,17,0.0,0.0,0.0,102.9,0.7,8.1,51.0,0.4,0.0,0.0,0.0,0.0,1.5,25.8
985,22869,Levi Onwuzurike,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.5,25.8
986,18986,Shaq Griffin,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,1.5,25.8
987,25409,Mason Tipton,NO,WR,17,0.0,0.0,0.0,0.0,0.0,10.2,151.3,0.9,0.0,0.0,0.0,0.0,1.5,25.6
988,26259,Jacory Croskey-Merritt,WAS,RB,17,0.0,0.0,0.0,147.9,1.0,3.2,26.3,0.1,0.0,0.0,0.0,0.0,1.5,25.6
989,22870,Azeez Ojulari,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.2,0.1,1.5,25.6
990,25079,Kimani Vidal,LAC,RB,17,0.0,0.0,0.0,123.1,0.9,5.2,42.0,0.2,0.0,0.0,0.0,0.0,1.5,25.3
991,23260,Kayvon Thibodeaux,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.1,0.2,0.1,1.5,25.3
992,23549,Percy Butler,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.5,25.3
993,26170,Yahya Black,PIT,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.5,25.2
994,26047,Nick Martin,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.5,25.2
995,26131,Darius Alexander,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.5,25.2
996,26144,Francisco Mauigoa,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.5,25.2
997,25904,Kalel Mullings,TEN,RB,17,0.0,0.0,0.0,140.3,0.9,4.4,31.6,0.1,0.0,0.0,0.0,0.0,1.5,25.2
998,21888,K'Lavon Chaisson,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.1,0.1,1.5,25.1
999,22881,Israel Mukuamu,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.1,1.5,25.1
1000,26460,Branson Combs,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.5,25.1
1001,21111,Ugo Amadi,NO,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.1,1.5,25.0
1002,26073,Jack Kiser,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.5,24.9
1003,20157,Jalen Davis,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.5,24.9
1004,26126,Sai'vion Jones,DEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,1.5,24.9
1005,25997,Jihaad Campbell,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.5,24.9
1006,24557,Dyontae Johnson,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.5,24.9
1007,24272,DJ Johnson,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,1.5,24.9
1008,23681,Darrell Baker Jr.,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.5,24.8
1009,24176,Tank Dell,HOU,WR,17,0.0,0.0,0.0,2.6,0.0,11.6,147.4,1.0,0.0,0.0,0.0,0.0,1.5,24.8
1010,23446,D'Marco Jackson,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.5,24.7
1011,22330,Michael Hoecht,BUF,DE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,2.2,24.4
1012,24231,Kaevon Merriweather,TB,S,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.3,0.1,2.7,24.3
1013,23426,Joshua Williams,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,1.4,24.3
1014,24182,Alex Austin,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,1.4,24.2
1015,24997,Brandon Dorlus,ATL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.2,0.1,1.4,24.2
1016,18953,Chidobe Awuzie,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.4,24.1
1017,22905,Cameron McGrone,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.2,0.1,1.4,24.1
1018,24439,Terell Smith,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,1.4,24.1
1019,19165,Johnny Mundt,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,13.8,117.8,0.9,0.0,0.0,0.0,0.0,1.4,24.1
1020,25926,Xavier Restrepo,TEN,WR,17,0.0,0.0,0.0,1.4,0.0,11.0,130.0,0.9,0.0,0.0,0.0,0.0,1.4,24.0
1021,25875,Mitchell Evans,CAR,TE,17,0.0,0.0,0.0,0.0,0.0,12.2,124.7,0.9,0.0,0.0,0.0,0.0,1.4,24.0
1022,25014,Tanner McLachlan,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,12.2,122.9,0.9,0.0,0.0,0.0,0.0,1.4,23.8
1023,25702,Swayze Bozeman,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,1.4,23.8
1024,26644,Easton Mascarenas-Arnold,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.4,23.8
1025,20506,Tanner Hudson,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,13.7,116.9,0.9,0.0,0.0,0.0,0.0,1.4,23.7
1026,26207,Oluwafemi Oladejo,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.4,23.7
1027,24092,BJ Ojulari,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.4,23.7
1028,17961,Sterling Shepard,TB,WR,17,0.0,0.0,0.0,8.9,0.0,11.8,123.0,0.8,0.0,0.0,0.0,0.0,1.4,23.7
1029,23161,Jonathan Mingo,DAL,WR,17,0.0,0.0,0.0,0.2,0.0,11.6,130.6,0.8,0.0,0.0,0.0,0.0,1.4,23.7
1030,18857,Deshaun Watson,CLE,QB,17,332.4,2.0,1.2,29.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,23.6
1031,24482,Jerrick Reed II,SEA,FS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.4,23.6
1032,24364,Jalen Graham,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,1.4,23.4
1033,26063,Jaylen Reed,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.4,23.4
1034,23148,David Bell,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,12.8,128.9,0.7,0.0,0.0,0.0,0.0,1.4,23.3
1035,19304,Pharaoh Brown,MIA,TE,17,0.0,0.0,0.0,0.0,0.0,11.3,121.7,0.9,0.0,0.0,0.0,0.0,1.4,23.2
1036,25024,Barrett Carter,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.4,23.2
1037,26039,Joshua Farmer,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.4,23.1
1038,25253,Tommy Eichenberg,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.4,23.0
1039,23192,Chris Brooks,GB,RB,17,0.0,0.0,0.0,130.5,0.7,4.6,30.6,0.1,0.0,0.0,0.0,0.0,1.4,23.0
1040,26224,Tyleik Williams,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,22.9
1041,20816,Lil'Jordan Humphrey,NYG,WR,17,0.0,0.0,0.0,0.0,0.0,12.2,127.3,1.0,0.0,0.0,0.0,0.0,1.3,22.8
1042,24259,Cam Jones,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.2,0.1,1.3,22.8
1043,22820,Chauncey Golston,NYG,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.2,0.1,1.3,22.8
1044,20788,Mecole Hardman,GB,WR,17,0.0,0.0,0.0,5.1,0.0,9.6,113.2,1.0,0.0,0.0,0.0,0.0,1.3,22.6
1045,25263,Tatum Bethune,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,1.3,22.6
1046,19949,Avonte Maddox,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,22.5
1047,24952,Ja'Lynn Polk,NE,WR,17,0.0,0.0,0.0,0.0,0.0,10.9,118.4,0.9,0.0,0.0,0.0,0.0,1.3,22.5
1048,25154,Nehemiah Pritchett,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.3,22.3
1049,23611,Theo Jackson,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.1,1.3,22.3
1050,19850,Mason Rudolph,PIT,QB,17,331.3,2.2,1.1,21.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,22.2
1051,23538,Jake Hansen,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,1.3,22.2
1052,21807,Colby Parkinson,LAR,TE,17,0.0,0.0,0.0,0.0,0.0,11.6,115.7,0.8,0.0,0.0,0.0,0.0,1.3,22.2
1053,26029,Damien Martinez,SEA,RB,17,0.0,0.0,0.0,116.7,0.8,4.1,30.4,0.1,0.0,0.0,0.0,0.0,1.3,22.2
1054,12831,Tyrod Taylor,NYJ,QB,17,287.8,1.8,0.9,53.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,22.0
1055,20959,Jahlani Tavai,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,1.3,22.0
