player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Jalen McMillan,131905,WR,TB,4,11.8,1,80.0,100.0,2,2,0,14.3,2,0.07,8,30,0,46.0,72.5,66.3,,67.5,0.0,0,1,33,0.0,0,86,0,50.6,12,96.5,83,19.8,17,88.3,15,0,80.2,69,178,58,4.8,14.8,2.14
Tyler Johnson,48054,WR,NYJ,11,13.4,2,80.0,66.7,2,3,0,14.3,2,-0.23,8,22,0,45.7,71.9,58.4,24.4,60.0,0.0,0,0,35,1.1,2,176,1,39.6,12,95.5,168,40.9,72,141.0,15,1,59.1,104,197,66,5.5,16.4,1.17
Luke McCaffrey,101634,WR,WAS,7,15.0,0,73.3,100.0,2,2,0,0.0,0,-0.04,6,32,0,80.6,82.6,72.4,,71.9,0.0,0,0,50,0.0,0,120,1,48.6,11,89.2,107,44.2,53,154.9,15,3,55.8,67,203,73,6.6,18.5,1.9
Zavier Scott,55123,HB,MIN,9,0.3,2,93.3,100.0,1,1,0,0.0,0,-0.02,7,18,0,81.1,24.5,71.4,74.3,85.0,1.4,1,1,20,16.2,12,74,0,47.1,14,78.4,58,16.2,12,88.3,15,1,10.8,8,98,107,7.6,7.0,1.69
Arian Smith,124039,WR,NYJ,16,14.7,1,46.7,16.7,1,6,1,0.0,0,-0.14,4,22,0,76.5,74.2,48.4,65.6,48.8,0.0,0,1,23,0.4,1,258,2,40.2,7,95.0,245,42.6,110,27.6,15,0,57.0,147,52,30,4.3,7.4,0.21
John Bates,42275,TE,WAS,15,4.7,0,78.6,0.0,0,2,0,8.3,1,0.05,6,32,0,60.2,71.5,57.4,61.8,55.5,76.1,159,0,22,33.0,69,209,2,50.3,11,62.7,131,12.0,25,121.1,14,1,5.3,11,103,69,6.3,9.4,0.79
Blake Corum,129574,HB,LA,17,1.4,1,57.1,,0,0,0,27.3,3,0.26,2,26,0,28.8,90.4,78.2,48.4,32.3,0.0,0,0,14,30.3,54,178,0,56.3,8,65.2,116,7.9,14,62.2,14,0,1.7,3,36,38,4.8,4.5,0.31
J.K. Dobbins,57366,HB,DEN,10,-2.3,1,78.6,0.0,0,1,0,15.4,2,0.0,0,10,0,43.8,90.2,76.8,60.3,46.6,0.0,0,0,9,22.8,36,158,1,46.2,11,72.2,114,1.3,2,79.2,14,0,0.6,1,37,56,5.1,3.4,0.32
Ben Sinnott,122616,TE,WAS,15,7.4,2,78.6,100.0,1,1,0,0.0,0,0.12,5,32,0,78.7,71.5,62.9,41.1,62.9,53.9,69,0,36,11.7,15,128,3,51.3,11,82.0,105,31.3,40,124.4,14,1,7.8,10,114,63,5.7,10.4,1.09
Trey Benson,131705,HB,ARZ,4,0.3,4,92.9,,0,0,0,0.0,0,0.16,2,1,0,80.0,80.8,62.3,57.0,62.7,0.0,0,1,12,8.3,7,84,0,50.0,13,85.7,72,6.0,5,56.0,14,0,9.5,8,64,72,5.5,4.9,0.89
Jalin Hyatt,124282,WR,NYG,7,20.0,0,35.7,25.0,1,4,0,16.7,1,-0.25,2,21,0,46.3,72.7,46.5,,47.3,0.0,0,3,14,0.0,0,118,0,39.1,5,93.2,110,18.6,22,4.8,14,0,81.4,96,35,2,0.4,7.0,0.32
Gage Larvadain,150169,WR,CLV,13,9.4,2,53.8,0.0,0,2,1,22.2,2,-0.08,3,8,0,32.2,54.0,50.6,,52.3,0.0,0,1,14,0.0,0,137,2,42.0,7,94.9,130,44.5,61,37.7,13,0,55.5,76,71,30,4.3,10.1,0.55
Ian Thomas,42130,TE,LV,14,2.9,1,100.0,,0,0,0,0.0,0,-0.23,5,23,0,80.0,72.3,63.8,58.7,67.1,80.4,127,0,20,43.0,68,158,0,46.1,13,55.7,88,12.0,19,103.2,13,0,7.0,11,114,76,5.8,8.8,1.3
Audric Estime,147476,HB,NO,5,-0.2,4,92.3,,0,0,0,0.0,0,0.15,3,20,0,79.4,83.1,75.8,63.4,69.2,0.0,0,0,19,14.3,17,119,0,42.6,12,82.4,98,1.7,2,99.7,13,0,5.9,7,103,108,9.0,8.6,1.05
Ray-Ray McCloud III,47895,WR,NYG,6,6.3,3,53.8,100.0,1,1,0,12.5,1,-0.06,4,21,0,52.1,76.3,49.6,65.1,53.9,0.0,0,1,24,0.7,1,141,2,44.5,7,96.5,136,34.0,48,37.0,13,0,66.0,93,69,43,6.1,9.9,0.51
Charlie Kolar,60917,TE,BLT,17,9.5,0,76.9,50.0,1,2,1,0.0,0,0.08,9,3,0,78.0,71.1,77.5,48.4,75.0,85.8,109,1,23,17.3,22,127,3,50.0,10,80.3,102,8.7,11,119.2,13,2,3.9,5,142,51,5.1,14.2,1.39
Jimmy Horn Jr.,144483,WR,CAR,13,6.8,2,84.6,,0,0,0,8.3,1,-0.25,4,5,0,62.1,75.8,65.2,,64.5,1.1,1,0,34,0.0,0,87,0,36.6,11,94.3,82,67.8,59,101.3,13,0,25.3,22,108,67,6.1,9.8,1.32
Dare Ogunbowale,12329,HB,HST,15,1.7,1,76.9,33.3,1,3,0,9.1,1,-0.2,3,13,1,58.5,25.3,48.6,52.5,46.3,0.8,1,0,18,42.4,50,118,0,36.9,10,55.9,66,6.8,8,90.5,13,0,3.4,4,76,57,5.7,7.6,1.15
Bhayshul Tuten,150568,HB,JAX,13,0.2,3,76.9,0.0,0,2,0,0.0,0,0.18,3,15,0,78.7,46.0,65.0,52.1,59.5,0.0,0,0,24,13.6,15,110,0,56.4,10,80.0,88,7.3,8,131.1,13,2,7.3,8,79,83,8.3,7.9,0.9
Casey Washington,101710,WR,ATL,6,18.2,0,46.2,25.0,1,4,0,14.3,1,0.24,6,2,0,49.2,68.8,58.5,,57.2,0.0,0,0,25,0.0,0,109,0,52.5,6,92.7,101,35.8,39,70.7,13,0,64.2,70,94,12,2.0,15.7,0.93
Gunner Olszewski,95015,WR,NYG,10,11.2,0,76.9,100.0,2,2,0,0.0,0,0.2,7,21,0,78.0,61.9,76.7,,78.2,0.0,0,0,28,0.0,0,79,1,48.6,10,88.6,70,51.9,41,138.3,13,1,48.1,38,145,74,7.4,14.5,2.07
Ray Davis,101072,HB,BUF,17,0.1,2,76.9,0.0,0,1,0,9.1,1,0.35,7,4,0,58.5,88.7,71.2,51.8,69.9,0.0,0,0,21,17.9,14,78,0,54.2,10,76.9,60,5.1,4,133.3,13,2,0.0,0,86,100,10.0,8.6,1.43
Malachi Corley,66272,WR,CLV,13,0.4,4,84.6,100.0,1,1,0,0.0,0,-0.26,4,8,0,78.7,82.9,70.3,,65.1,0.0,0,1,19,0.0,0,82,0,35.5,11,92.7,76,62.2,51,59.9,13,0,34.1,28,79,71,6.5,7.2,1.04
Brevyn Spann-Ford,84006,TE,DAL,17,9.1,0,69.2,25.0,1,4,0,0.0,0,0.08,4,9,0,78.0,71.1,73.0,53.8,72.4,72.9,78,1,31,30.8,33,107,0,47.1,9,65.4,70,24.3,26,82.2,13,1,1.9,2,90,34,3.8,10.0,1.29
Jamari Thrash,97399,WR,CLV,9,8.2,1,76.9,0.0,0,1,0,0.0,0,-0.41,5,8,0,78.0,71.1,57.5,,57.7,0.0,0,0,23,0.0,0,147,0,32.4,10,92.5,136,55.8,82,100.5,13,0,44.2,65,107,41,4.1,10.7,0.79
Brian Robinson,57120,HB,SF,17,0.0,3,66.7,0.0,0,3,0,0.0,0,0.17,1,28,0,76.5,88.8,69.9,41.3,63.0,0.0,0,0,6,7.8,6,77,0,51.4,8,84.4,65,6.5,5,70.1,12,0,2.6,2,25,34,4.3,3.1,0.38
Grant Calcaterra,60997,TE,PHI,15,5.9,0,75.0,50.0,1,2,0,10.0,1,0.08,4,24,0,57.0,70.6,49.8,68.7,51.7,55.8,86,0,16,21.4,33,154,0,45.0,9,77.3,119,34.4,53,118.8,12,1,6.5,10,76,32,3.6,8.4,0.64
KeAndre Lambert-Smith,129789,WR,LAC,10,17.6,1,41.7,100.0,1,1,0,16.7,1,-0.13,3,27,0,46.3,79.7,56.0,,58.6,0.0,0,1,18,0.0,0,79,2,46.1,5,96.2,76,12.7,10,47.6,12,1,87.3,69,51,21,4.2,10.2,0.67
Raheem Mostert,9783,HB,LV,12,-1.3,2,100.0,,0,0,0,0.0,0,-0.2,6,23,0,79.4,84.5,56.9,45.9,66.8,0.9,1,0,18,21.8,24,110,0,42.2,12,73.6,81,3.6,4,91.0,12,0,0.0,0,70,86,7.2,5.8,0.86
Xavier Weaver,101130,WR,ARZ,9,16.0,1,58.3,33.3,1,3,0,12.5,1,0.06,2,1,0,54.9,72.1,49.2,,49.8,0.0,0,1,23,0.0,0,211,0,47.5,7,93.8,198,20.9,44,39.2,12,0,79.1,167,67,21,3.0,9.6,0.34
Keaton Mitchell,123826,HB,BLT,12,-3.0,0,75.0,,0,0,0,10.0,1,-0.16,2,3,0,38.4,70.6,57.5,22.2,53.4,3.5,2,1,17,10.5,6,57,0,40.7,9,84.2,48,12.3,7,51.7,12,0,1.8,1,63,87,9.7,7.0,1.31
Scott Miller,47481,WR,PIT,12,5.6,1,75.0,100.0,1,1,0,0.0,0,-0.01,4,25,0,78.0,74.7,58.3,,60.8,0.0,0,0,15,0.0,0,109,0,39.0,9,96.3,105,23.9,26,86.1,12,0,76.1,83,62,32,3.6,6.9,0.59
Luke Farrell,42353,TE,SF,17,3.3,1,91.7,100.0,2,2,0,0.0,0,0.08,6,28,1,78.7,20.4,65.2,43.5,53.7,80.1,133,0,11,19.9,33,166,1,56.3,11,77.1,128,11.4,19,135.8,12,2,7.8,13,85,55,5.0,7.7,0.66
Rasheen Ali,121717,HB,BLT,9,0.1,2,81.8,,0,0,0,10.0,1,-0.24,2,3,0,58.5,84.0,58.3,31.0,58.2,6.9,7,1,30,24.8,25,101,0,40.6,9,72.3,73,2.0,2,84.8,11,1,1.0,1,68,84,9.3,7.6,0.93
Alec Ingold,34934,FB,MIA,17,3.7,0,72.7,0.0,0,1,1,11.1,1,0.04,4,17,0,54.5,71.5,50.1,68.7,46.0,21.2,36,0,22,25.9,44,170,2,47.2,8,71.8,122,18.2,31,82.4,11,0,7.6,13,52,45,5.6,6.5,0.43
Darius Cooper,136866,WR,PHI,13,9.7,1,81.8,50.0,1,2,0,0.0,0,-0.17,6,24,0,77.3,70.6,61.1,66.2,63.5,0.9,1,0,19,0.9,1,108,2,41.7,9,94.4,102,41.7,45,101.5,11,0,57.4,62,92,24,2.7,10.2,0.9
Sean Tucker,123056,HB,TB,14,-0.6,1,72.7,0.0,0,1,0,11.1,1,0.19,1,30,0,56.7,50.1,66.2,23.0,50.3,0.0,0,0,28,20.0,15,75,0,37.0,8,78.7,59,4.0,3,105.9,11,1,10.7,8,34,48,6.0,4.3,0.58
LeQuint Allen,158290,HB,JAX,17,-1.5,0,90.9,,0,0,0,0.0,0,0.07,0,15,0,78.0,84.7,58.8,80.8,50.3,0.5,1,0,10,28.2,61,216,0,46.3,10,67.6,146,8.3,18,87.1,11,0,2.3,5,54,62,6.2,5.4,0.37
Jacory Croskey-Merritt,102382,HB,WAS,17,-1.4,0,81.8,,0,0,0,0.0,0,0.17,3,32,1,78.0,33.3,69.6,44.3,43.4,0.0,0,0,28,20.5,39,190,0,52.3,9,73.7,140,8.4,16,92.4,11,0,1.6,3,68,79,8.8,7.6,0.49
Dante Pettis,48113,WR,NO,7,8.9,4,81.8,0.0,0,1,0,0.0,0,-0.04,4,20,1,77.3,47.5,65.7,,67.0,0.0,0,0,32,0.0,0,83,2,33.3,9,94.0,78,39.8,33,114.8,11,0,60.2,50,127,86,9.6,14.1,1.63
Bo Melton,61610,WR,GB,9,18.5,0,36.4,33.3,1,3,1,33.3,2,-0.27,4,12,0,28.6,80.9,62.6,68.8,60.5,1.9,1,1,45,1.9,1,53,1,39.2,4,94.3,50,50.9,27,65.3,11,1,47.2,25,107,6,1.5,26.8,2.14
Dylan Drummond,78187,WR,ATL,7,7.8,1,63.6,33.3,2,6,0,12.5,1,-0.27,2,2,0,52.5,73.4,47.5,,50.8,0.0,0,0,15,0.0,0,82,1,38.2,7,92.7,76,31.7,26,71.0,11,0,68.3,56,42,17,2.4,6.0,0.55
Tyler Conklin,47124,TE,LAC,8,4.4,2,70.0,0.0,0,1,1,22.2,2,-0.01,3,27,1,35.3,19.3,43.3,73.6,44.7,42.3,41,0,33,6.2,6,97,1,43.5,7,88.7,86,42.3,41,102.5,10,0,14.4,14,101,59,8.4,14.4,1.17
Theo Wease Jr.,98005,WR,MIA,3,14.2,0,60.0,33.3,1,3,0,0.0,0,-0.25,6,17,0,74.6,68.8,80.1,,79.8,0.0,0,2,63,0.0,0,41,1,41.0,6,95.1,39,17.1,7,97.9,10,1,82.9,34,139,60,10.0,23.2,3.56
Savion Williams,123101,WR,GB,11,1.2,2,100.0,100.0,1,1,0,0.0,0,0.68,3,12,1,78.0,45.2,60.2,,62.5,4.5,2,0,33,0.0,0,44,0,60.5,10,97.7,43,54.5,24,132.5,10,1,31.8,14,78,66,6.6,7.8,1.81
James Proche II,48037,WR,TEN,9,16.1,0,60.0,66.7,2,3,1,0.0,0,-0.3,2,31,0,76.5,70.1,54.5,,55.8,0.0,0,0,23,0.0,0,120,2,34.5,6,94.2,113,26.7,32,79.2,10,0,73.3,88,65,3,0.5,10.8,0.58
Foster Moreau,47043,TE,NO,11,2.6,2,70.0,,0,0,0,12.5,1,-0.13,2,20,0,52.1,69.5,51.7,70.7,55.5,78.2,79,1,16,28.7,29,101,1,47.4,7,69.3,70,14.9,15,45.4,10,0,5.0,5,59,42,6.0,8.4,0.84
Jack Stoll,42058,TE,NO,14,4.8,0,60.0,100.0,2,2,0,0.0,0,-0.44,2,20,0,74.6,68.8,57.6,68.9,59.0,63.8,51,1,13,37.5,30,80,0,40.5,6,58.8,47,20.0,16,65.0,10,1,2.5,2,46,18,3.0,7.7,0.98
Ashton Dulin,91479,WR,IND,11,16.0,1,50.0,33.3,1,3,0,0.0,0,0.05,4,14,0,73.4,80.0,62.8,65.7,61.5,1.2,1,0,48,1.2,1,83,0,48.0,5,89.2,74,22.9,19,87.9,10,0,74.7,62,106,52,10.4,21.2,1.43
Nate Adkins,87625,TE,DEN,9,4.0,0,60.0,0.0,0,1,0,33.3,3,0.15,3,10,0,27.9,68.8,52.0,73.5,41.2,67.1,57,0,16,17.6,15,85,0,46.2,6,76.5,65,23.5,20,105.4,10,1,7.1,6,48,25,4.2,8.0,0.74
Jahdae Walker,175944,WR,CHI,6,14.2,0,60.0,0.0,0,1,0,14.3,1,0.19,4,6,0,49.2,68.8,67.3,,66.7,0.0,0,0,25,0.0,0,67,0,51.6,6,95.5,64,34.3,23,127.9,10,2,65.7,44,87,9,1.5,14.5,1.36
Noah Brown,11993,WR,WAS,4,15.2,1,50.0,40.0,2,5,0,16.7,1,-0.45,3,32,0,49.2,68.8,58.8,,61.5,0.0,0,0,28,0.0,0,77,1,35.7,5,90.9,70,19.5,15,78.3,10,0,80.5,62,83,10,2.0,16.6,1.19
KhaDarel Hodge,26104,WR,ATL,6,15.0,1,30.0,0.0,0,2,0,25.0,1,-0.33,2,2,0,36.2,65.8,52.6,,55.8,0.0,0,0,16,0.0,0,41,0,40.0,3,97.6,40,22.0,9,40.0,10,0,78.0,32,31,9,3.0,10.3,0.78
Will Shipley,144138,HB,PHI,15,-0.6,0,90.0,,0,0,0,10.0,1,-0.31,2,24,0,56.7,46.8,54.7,37.2,62.9,0.0,0,0,12,16.5,16,97,0,33.0,9,79.4,77,11.3,11,90.0,10,0,8.2,8,56,66,7.3,6.2,0.73
Andrew Beck,47121,FB,NYJ,14,4.7,0,66.7,0.0,0,2,0,14.3,1,0.14,4,22,0,49.7,69.8,66.1,20.3,72.5,27.8,10,0,17,16.7,6,36,0,62.9,6,80.6,29,22.2,8,118.1,9,2,8.3,3,45,20,3.3,7.5,1.55
Austin Trammell,52195,WR,JAX,6,15.6,0,33.3,100.0,1,1,0,25.0,1,-0.23,2,15,0,36.2,73.3,58.5,,56.5,0.0,0,2,18,0.0,0,51,0,42.9,3,96.1,49,51.0,26,11.6,9,0,49.0,25,46,0,0.0,15.3,0.94
Ollie Gordon II,157792,HB,MIA,17,-2.4,4,77.8,,0,0,0,0.0,0,-0.01,1,17,0,75.6,85.5,62.4,23.6,53.0,0.0,0,0,20,23.8,30,126,1,42.5,7,73.8,93,3.2,4,118.5,9,1,3.2,4,32,55,7.9,4.6,0.34
James Conner,11860,HB,ARZ,3,-0.8,4,88.9,0.0,0,1,1,0.0,0,0.0,4,1,0,76.5,36.5,63.7,29.2,73.4,0.0,0,0,18,16.4,9,55,1,41.7,8,74.5,41,0.0,0,121.3,9,1,5.5,3,38,70,8.8,4.8,0.93
Cedrick Wilson Jr.,48170,WR,MIA,10,10.2,2,55.6,50.0,1,2,0,0.0,0,-0.18,3,17,0,73.4,69.5,58.6,,56.6,2.4,2,0,16,0.0,0,84,1,38.3,5,96.4,81,29.8,25,68.8,9,0,66.7,56,44,27,5.4,8.8,0.54
Kylen Granson,40630,TE,PHI,15,7.6,0,77.8,0.0,0,1,0,12.5,1,-0.1,3,24,0,52.1,69.5,43.2,74.3,43.2,57.7,60,0,12,12.5,13,104,0,46.0,7,83.7,87,30.8,32,85.2,9,0,8.7,9,40,12,1.7,5.7,0.46
Stone Smartt,60492,TE,NYJ,7,4.8,0,77.8,60.0,3,5,0,0.0,0,-0.6,3,22,0,75.6,69.5,56.0,22.4,60.3,34.9,22,0,17,11.1,7,63,0,25.4,7,88.9,56,49.2,31,90.7,9,0,14.3,9,52,26,3.7,7.4,0.93
Robbie Chosen,11254,WR,WAS,3,14.2,1,55.6,25.0,1,4,0,0.0,0,0.03,2,32,0,73.4,68.0,62.3,,62.1,0.0,0,0,17,0.0,0,48,0,53.5,5,89.6,43,12.5,6,72.9,9,0,87.5,42,53,6,1.2,10.6,1.23
Curtis Samuel,11795,WR,BUF,6,15.9,0,77.8,100.0,1,1,0,0.0,0,0.37,5,4,0,75.6,76.7,61.0,,61.8,1.1,1,0,21,0.0,0,95,1,53.8,7,95.8,91,40.0,38,141.2,9,1,58.9,56,81,27,3.9,11.6,0.89
Anthony Firkser,51837,TE,DET,7,4.8,0,88.9,100.0,2,2,0,0.0,0,0.19,4,11,0,76.5,70.1,54.2,65.9,56.3,32.2,39,0,18,11.6,14,121,0,53.8,8,86.0,104,42.1,51,91.2,9,0,19.8,24,53,14,1.8,6.6,0.51
Jaylen Wright,146934,HB,MIA,9,-3.3,1,62.5,0.0,0,1,0,28.6,2,-0.07,2,17,0,29.2,29.5,69.4,5.3,39.5,0.0,0,0,18,2.3,1,44,0,43.9,5,90.9,40,20.5,9,77.1,8,0,2.3,1,44,59,11.8,8.8,1.1
Miles Sanders,40555,HB,DAL,4,-1.6,3,100.0,,0,0,0,0.0,0,0.15,0,9,0,77.3,29.2,66.7,36.8,76.3,0.0,0,0,9,33.3,14,42,0,50.0,8,59.5,25,0.0,0,82.3,8,0,2.4,1,30,43,5.4,3.8,1.2
Tylan Wallace,61577,WR,BLT,11,14.9,1,50.0,0.0,0,2,0,0.0,0,-0.1,3,3,0,41.6,73.2,49.5,,54.3,0.0,0,0,15,0.0,0,94,2,46.6,4,93.6,88,38.3,36,106.8,8,1,61.7,58,45,17,4.3,11.3,0.51
Trayveon Williams,45775,HB,CLV,5,-3.8,0,100.0,,0,0,0,0.0,0,-0.36,2,8,0,76.5,79.1,59.7,50.1,63.5,7.6,5,0,26,18.2,12,66,0,39.1,8,78.8,52,3.0,2,95.3,8,0,6.1,4,55,85,10.6,6.9,1.06
Devontez Walker,145773,WR,BLT,9,27.0,0,75.0,0.0,0,1,0,0.0,0,0.5,5,3,0,74.6,68.8,76.3,,77.6,0.0,0,0,38,0.0,0,67,1,55.7,6,91.0,61,17.9,12,156.3,8,3,82.1,55,136,23,3.8,22.7,2.23
Braxton Berrios,47961,WR,HST,2,2.9,3,75.0,0.0,0,1,0,0.0,0,0.35,3,13,0,74.6,74.9,60.9,,63.6,0.0,0,0,14,0.0,0,47,1,57.1,6,89.4,42,66.0,31,83.9,8,0,31.9,15,37,18,3.0,6.2,0.88
Charlie Woerner,42257,TE,ATL,17,1.4,3,100.0,100.0,1,1,1,0.0,0,0.18,2,2,0,76.5,70.1,56.4,58.3,47.6,49.8,113,0,18,41.0,93,227,1,53.1,8,55.5,126,7.9,18,91.7,8,0,4.4,10,48,37,4.6,6.0,0.38
Skyy Moore,97116,WR,SF,13,16.0,2,71.4,100.0,1,1,0,0.0,0,-0.09,5,28,0,73.4,89.7,67.5,,66.9,0.0,0,0,23,0.0,0,72,0,54.4,5,94.4,68,27.8,20,113.4,7,0,72.2,52,87,27,5.4,17.4,1.28
Quintin Morris,61182,TE,JAX,9,7.7,0,85.7,,0,0,0,0.0,0,-0.12,4,15,0,49.7,68.8,54.3,46.0,54.9,62.1,59,0,14,16.8,16,95,1,50.0,6,75.8,72,22.1,21,139.0,7,1,14.7,14,55,21,3.5,9.2,0.76
Austin Ekeler,12164,HB,WAS,2,1.4,2,71.4,0.0,0,1,0,0.0,0,-0.13,2,32,0,74.6,76.3,56.2,67.0,59.5,0.0,0,0,15,19.2,10,52,1,46.0,5,76.9,40,26.9,14,84.2,7,0,1.9,1,38,50,10.0,7.6,0.95
Jawhar Jordan,99595,HB,HST,4,-1.0,2,100.0,,0,0,0,0.0,0,0.09,2,13,0,75.6,82.3,79.2,80.5,74.5,0.0,0,0,14,20.6,7,34,0,48.4,7,73.5,25,8.8,3,86.9,7,0,8.8,3,34,41,5.9,4.9,1.36
Malik Heath,124173,WR,ATL,11,9.3,2,85.7,100.0,1,1,0,14.3,1,0.25,4,2,0,49.7,68.8,60.6,54.0,61.0,4.7,5,0,37,1.9,2,107,2,52.4,6,94.4,101,33.6,36,117.9,7,0,61.7,66,86,29,4.8,14.3,0.85
Adam Prentice,35639,FB,DEN,15,2.0,0,85.7,,0,0,0,14.3,1,0.12,3,10,0,49.2,74.9,51.4,89.8,54.8,13.9,11,0,14,26.6,21,79,0,51.9,6,72.2,57,6.3,5,98.2,7,0,16.5,13,53,44,7.3,8.8,0.93
Xavier Restrepo,122220,WR,TEN,2,13.3,0,50.0,0.0,0,2,0,0.0,0,-0.1,3,31,0,73.4,68.0,71.5,,70.9,0.0,0,0,15,0.0,0,24,0,31.8,3,91.7,22,70.8,17,72.2,6,0,29.2,7,41,8,2.7,13.7,1.86
Durham Smythe,47257,TE,CHI,17,3.5,0,66.7,0.0,0,1,0,20.0,1,0.26,1,6,0,41.6,67.0,43.8,58.3,37.4,58.1,68,0,11,28.2,33,117,1,56.4,4,68.4,80,11.1,13,75.0,6,0,8.5,10,25,15,3.8,6.3,0.31
D'Wayne Eskridge,29573,WR,MIA,12,13.0,0,66.7,100.0,2,2,0,0.0,0,-0.29,3,17,0,72.1,31.6,68.1,,65.4,0.0,0,0,40,0.0,0,61,0,29.3,4,95.1,58,32.8,20,100.7,6,0,67.2,41,62,8,2.0,15.5,1.07
Ben Skowronek,27948,WR,PIT,14,11.2,0,66.7,,0,0,0,0.0,0,0.35,4,25,0,72.1,67.0,67.4,76.0,61.9,0.0,0,0,22,6.5,4,62,0,58.3,4,90.3,56,46.8,29,145.1,6,1,53.2,33,69,25,6.3,17.3,1.23
Andrew Ogletree,138351,TE,IND,15,7.7,0,66.7,50.0,1,2,0,0.0,0,-0.08,2,14,0,72.1,67.0,58.2,85.4,55.5,67.7,67,0,11,40.4,40,99,0,49.4,4,52.5,52,17.2,17,116.0,6,1,11.1,11,27,8,2.0,6.8,0.52
Beaux Collins,144112,WR,NYG,7,12.5,0,33.3,,0,0,0,0.0,0,-0.08,1,21,0,68.3,64.0,47.6,,50.3,0.0,0,1,18,0.0,0,56,1,39.6,2,85.7,48,30.4,17,7.6,6,0,69.6,39,25,7,3.5,12.5,0.52
Zamir White,83665,HB,LV,5,-1.5,0,66.7,,0,0,0,0.0,0,0.15,0,23,0,72.1,79.8,51.6,57.7,58.4,0.0,0,0,9,25.5,12,47,0,43.9,4,63.8,30,0.0,0,74.3,6,0,2.1,1,24,28,7.0,6.0,0.8
Jalen Brooks,111284,WR,ARZ,6,10.8,2,50.0,100.0,1,1,0,25.0,1,-0.27,3,1,0,36.2,23.0,59.7,,59.6,0.0,0,0,20,0.0,0,77,0,32.9,3,94.8,73,24.7,19,79.2,6,0,75.3,58,51,18,6.0,17.0,0.7
Josh Whyle,54037,TE,GB,8,3.3,1,83.3,,0,0,0,0.0,0,0.33,2,12,0,73.4,68.0,56.1,60.3,57.1,61.5,56,0,21,15.4,14,91,1,58.8,5,79.1,72,18.7,17,131.3,6,1,16.5,15,36,23,4.6,7.2,0.5
Kameron Johnson,165866,WR,TB,10,11.7,0,66.7,,0,0,0,20.0,1,0.0,3,30,0,41.6,90.0,56.1,,55.8,0.0,0,1,34,0.0,0,44,0,41.9,4,97.7,43,40.9,18,102.1,6,1,59.1,26,64,19,4.8,16.0,1.49
Albert Okwuegbunam,41933,TE,LV,1,3.8,2,83.3,0.0,0,1,0,0.0,0,0.23,2,23,0,73.4,68.0,72.2,,72.7,52.0,13,0,16,0.0,0,25,0,54.2,5,96.0,24,48.0,12,91.7,6,0,0.0,0,36,34,6.8,7.2,1.5
Blake Whiteheart,77881,TE,CLV,14,7.4,0,40.0,0.0,0,2,0,0.0,0,-0.44,0,8,1,68.3,13.3,44.8,59.3,38.8,57.6,72,0,4,18.4,23,125,1,30.3,2,77.6,97,28.0,35,47.9,5,0,8.8,11,4,1,0.5,2.0,0.04
Sal Cannella,60853,TE,CLV,2,11.8,0,40.0,0.0,0,1,0,33.3,1,-0.34,1,8,0,29.9,64.0,51.3,71.6,51.8,50.0,11,1,6,4.5,1,22,0,38.1,2,90.9,20,31.8,7,8.3,5,0,18.2,4,11,5,2.5,5.5,0.55
Malik Davis,57196,HB,DAL,9,3.6,0,40.0,0.0,0,1,0,33.3,1,0.2,0,9,0,36.2,83.3,60.3,50.0,43.0,0.0,0,0,10,35.2,31,88,0,54.8,2,60.2,53,2.3,2,48.8,5,0,1.1,1,16,6,3.0,8.0,0.3
Jaleel McLaughlin,138346,HB,DEN,8,-4.0,1,80.0,,0,0,0,20.0,1,-0.04,2,10,0,41.6,81.4,70.7,77.1,53.1,0.0,0,0,17,8.1,3,37,0,45.9,4,91.9,34,2.7,1,89.2,5,0,5.4,2,27,41,10.3,6.8,0.79
Devin Duvernay,40006,WR,CHI,6,16.2,0,40.0,66.7,2,3,0,0.0,0,0.26,1,6,0,70.5,90.1,68.7,,69.4,3.8,1,0,24,0.0,0,26,0,44.0,2,96.2,25,38.5,10,57.1,5,0,53.8,14,26,0,0.0,13.0,1.04
Eric Saubert,11929,TE,SEA,11,6.0,0,80.0,,0,0,0,0.0,0,0.56,2,29,0,73.4,68.0,64.8,79.0,63.1,78.1,75,0,12,31.3,30,96,2,60.4,4,64.6,62,14.6,14,92.5,5,0,1.0,1,31,16,4.0,7.8,0.5
Tip Reiman,129423,TE,ARZ,4,4.8,1,60.0,0.0,0,2,0,25.0,1,-0.06,1,1,0,36.8,65.8,45.8,46.9,44.4,81.3,39,0,10,20.8,10,48,1,44.4,3,72.9,35,6.3,3,67.1,5,0,8.3,4,18,9,3.0,6.0,0.51
