player,player_key,pos,raw_nominal_salary,salary_source_matched,year,normalized_nominal_salary,actual_salary,actual_salary_matched
Elijah Higgins,elijahhiggins,TE,2.0,False,2023,2.1468096,1.0,False
Elijah Moore,elijahmoore,WR,2.0,True,2023,2.1468096,4.0,True
Eric Gray,ericgray,RB,2.0,False,2023,2.1468096,1.0,False
Evan Engram,evanengram,TE,3.0,True,2023,3.293619,3.0,True
Evan Hull,evanhull,RB,2.0,False,2023,2.1468096,1.0,False
Ezekiel Elliott,ezekielelliott,RB,7.0,True,2023,7.880857,7.0,True
Foster Moreau,fostermoreau,TE,2.0,False,2023,2.1468096,1.0,False
Gabriel Davis,gabrieldavis,WR,2.0,False,2023,2.1468096,5.0,True
Geno Smith,genosmith,QB,1.0,True,2023,1.0,1.0,False
George Kittle,georgekittle,TE,11.0,True,2023,12.468095,35.0,True
George Pickens,georgepickens,WR,10.0,True,2023,11.321285,19.0,True
Gerald Everett,geraldeverett,TE,1.0,True,2023,1.0,1.0,False
Grant Dubose,grantdubose,WR,2.0,False,2023,2.1468096,1.0,False
Greg Dortch,gregdortch,WR,2.0,False,2023,2.1468096,1.0,False
Greg Dulcich,gregdulcich,TE,1.0,True,2023,1.0,1.0,False
Gus Edwards,gusedwards,RB,1.0,True,2023,1.0,2.0,True
Hayden Hurst,haydenhurst,TE,2.0,False,2023,2.1468096,1.0,False
Hendon Hooker,hendonhooker,QB,2.0,False,2023,2.1468096,1.0,False
Hunter Henry,hunterhenry,TE,2.0,False,2023,2.1468096,1.0,False
Hunter Renfrow,hunterrenfrow,WR,1.0,True,2023,1.0,1.0,False
Isaiah Hodgins,isaiahhodgins,WR,1.0,True,2023,1.0,1.0,False
Isaiah Likely,isaiahlikely,TE,2.0,False,2023,2.1468096,1.0,False
Isiah Pacheco,isiahpacheco,RB,18.0,True,2023,20.49576,17.0,True
Israel Abanikanda,israelabanikanda,RB,2.0,False,2023,2.1468096,1.0,False
Jacoby Brissett,jacobybrissett,QB,2.0,False,2023,2.1468096,1.0,False
Jahan Dotson,jahandotson,WR,6.0,True,2023,6.7340474,12.0,True
Jahmyr Gibbs,jahmyrgibbs,RB,55.0,True,2023,62.92771,58.0,True
Jake Ferguson,jakeferguson,TE,2.0,False,2023,2.1468096,1.0,False
Jake Haener,jakehaener,QB,2.0,False,2023,2.1468096,1.0,False
Jakobi Meyers,jakobimeyers,WR,3.0,True,2023,3.293619,2.0,True
Jalen Brooks,jalenbrooks,WR,2.0,False,2023,2.1468096,1.0,False
Jalin Hyatt,jalinhyatt,WR,2.0,False,2023,2.1468096,2.0,True
Jamaal Williams,jamaalwilliams,RB,7.0,True,2023,7.880857,4.0,True
James Cook,jamescook,RB,22.0,True,2023,25.082998,30.0,True
Jameson Williams,jamesonwilliams,WR,1.0,True,2023,1.0,2.0,True
Jared Goff,jaredgoff,QB,1.0,True,2023,1.0,1.0,True
Jaren Hall,jarenhall,QB,2.0,False,2023,2.1468096,1.0,False
Jaxon Smith Njigba,jaxonsmithnjigba,WR,13.0,True,2023,14.761714,24.0,True
Jayden Reed,jaydenreed,WR,2.0,False,2023,2.1468096,1.0,False
Jaylen Warren,jaylenwarren,RB,3.0,True,2023,3.293619,2.0,True
Jeff Wilson,jeffwilson,RB,2.0,True,2023,2.1468096,3.0,True
Jelani Woods,jelaniwoods,TE,1.0,True,2023,1.0,1.0,False
Jerick Mckinnon,jerickmckinnon,RB,7.0,True,2023,7.880857,1.0,True
Jerry Jeudy,jerryjeudy,WR,15.0,True,2023,17.055332,8.0,True
Jimmy Garoppolo,jimmygaroppolo,QB,2.0,False,2023,2.1468096,1.0,False
Joe Burrow,joeburrow,QB,33.0,True,2023,37.697903,15.0,True
Joe Mixon,joemixon,RB,53.0,True,2023,60.63409,66.0,True
Jonathan Mingo,jonathanmingo,WR,2.0,False,2023,2.1468096,1.0,False
Jonathan Taylor,jonathantaylor,RB,61.0,True,2023,69.80857,78.0,True
Jordan Addison,jordanaddison,WR,11.0,True,2023,12.468095,16.0,True
Josh Allen,joshallen,QB,48.0,True,2023,54.900043,50.0,True
Josh Downs,joshdowns,WR,2.0,False,2023,2.1468096,1.0,False
Josh Jacobs,joshjacobs,RB,64.0,True,2023,73.24899,69.0,True
Josh Reynolds,joshreynolds,WR,2.0,False,2023,2.1468096,1.0,False
Joshua Kelley,joshuakelley,RB,2.0,False,2023,2.1468096,1.0,False
Joshua Palmer,joshuapalmer,WR,2.0,False,2023,2.1468096,1.0,False
Josh Whyle,joshwhyle,TE,2.0,False,2023,2.1468096,1.0,False
Juju Smith Schuster,jujusmithschuster,WR,4.0,True,2023,4.4404283,5.0,True
Justin Fields,justinfields,QB,18.0,True,2023,20.49576,20.0,True
Justin Herbert,justinherbert,QB,18.0,True,2023,20.49576,25.0,True
Justin Shorter,justinshorter,WR,2.0,False,2023,2.1468096,1.0,False
Juwan Johnson,juwanjohnson,TE,2.0,False,2023,2.1468096,1.0,False
Kadarius Toney,kadariustoney,WR,1.0,True,2023,1.0,3.0,True
Kayshon Boutte,kayshonboutte,WR,2.0,False,2023,2.1468096,1.0,False
Keaontay Ingram,keaontayingram,RB,2.0,False,2023,2.1468096,1.0,False
Keaton Mitchell,keatonmitchell,RB,2.0,False,2023,2.1468096,1.0,False
Keenan Allen,keenanallen,WR,36.0,True,2023,41.138332,37.0,True
Kendre Miller,kendremiller,RB,2.0,False,2023,2.1468096,1.0,False
Kendrick Bourne,kendrickbourne,WR,2.0,False,2023,2.1468096,1.0,False
Kenneth Gainwell,kennethgainwell,RB,2.0,True,2023,2.1468096,3.0,True
Kenny Mcintosh,kennymcintosh,RB,2.0,False,2023,2.1468096,1.0,False
Kenny Pickett,kennypickett,QB,1.0,True,2023,1.0,1.0,False
Kenyan Drake,kenyandrake,RB,2.0,False,2023,2.1468096,1.0,False
Khalil Herbert,khalilherbert,RB,15.0,True,2023,17.055332,17.0,True
Khalil Shakir,khalilshakir,WR,2.0,False,2023,2.1468096,1.0,False
Kirk Cousins,kirkcousins,QB,2.0,True,2023,2.1468096,2.0,True
Kj Osborn,kjosborn,WR,1.0,True,2023,1.0,1.0,False
Kyle Pitts,kylepitts,TE,8.0,True,2023,9.027666,14.0,True
Kyler Murray,kylermurray,QB,2.0,False,2023,2.1468096,1.0,False
Kyren Williams,kyrenwilliams,RB,1.0,True,2023,1.0,1.0,True
Lamar Jackson,lamarjackson,QB,33.0,True,2023,37.697903,32.0,True
Latavius Murray,lataviusmurray,RB,2.0,False,2023,2.1468096,1.0,False
Laviska Shenault,laviskashenault,WR,2.0,False,2023,2.1468096,1.0,False
Lew Nichols,lewnichols,RB,2.0,False,2023,2.1468096,1.0,False
Logan Thomas,loganthomas,TE,2.0,False,2023,2.1468096,1.0,False
Luke Musgrave,lukemusgrave,TE,2.0,False,2023,2.1468096,1.0,False
Luke Schoonmaker,lukeschoonmaker,TE,2.0,False,2023,2.1468096,1.0,False
Mac Jones,macjones,QB,2.0,False,2023,2.1468096,1.0,False
Mack Hollins,mackhollins,WR,2.0,False,2023,2.1468096,1.0,False
Malik Davis,malikdavis,RB,2.0,False,2023,2.1468096,1.0,False
Marcus Mariota,marcusmariota,QB,2.0,False,2023,2.1468096,1.0,False
Mark Andrews,markandrews,TE,32.0,True,2023,36.551094,43.0,True
Marquez Valdes Scantling,marquezvaldesscantling,WR,1.0,True,2023,1.0,1.0,False
Marquise Brown,marquisebrown,WR,11.0,True,2023,12.468095,7.0,True
Marvin Jones,marvinjones,WR,2.0,False,2023,2.1468096,1.0,False
Marvin Mims,marvinmims,WR,1.0,True,2023,1.0,1.0,True
Matt Breida,mattbreida,RB,2.0,False,2023,2.1468096,1.0,False
Matthew Stafford,matthewstafford,QB,1.0,True,2023,1.0,1.0,True
Michael Carter,michaelcarter,RB,2.0,False,2023,2.1468096,1.0,False
Michael Gallup,michaelgallup,WR,1.0,True,2023,1.0,1.0,True
Michael Mayer,michaelmayer,TE,2.0,False,2023,2.1468096,1.0,False
Michael Pittman,michaelpittman,WR,11.0,True,2023,12.468095,10.0,True
Michael Thomas,michaelthomas,WR,6.0,True,2023,6.7340474,8.0,True
Michael Wilson,michaelwilson,WR,2.0,False,2023,2.1468096,1.0,False
Mike Evans,mikeevans,WR,19.0,True,2023,21.64257,22.0,True
Mike Gesicki,mikegesicki,TE,1.0,True,2023,1.0,1.0,False
Mike Williams,mikewilliams,WR,18.0,True,2023,20.49576,17.0,True
Miles Sanders,milessanders,RB,28.0,True,2023,31.963856,29.0,True
Mohamed Ibrahim,mohamedibrahim,RB,2.0,False,2023,2.1468096,1.0,False
Najee Harris,najeeharris,RB,52.0,True,2023,59.48728,66.0,True
Nathaniel Dell,nathanieldell,WR,2.0,False,2023,2.1468096,1.0,False
Nick Westbrook Ikhine,nickwestbrookikhine,WR,2.0,False,2023,2.1468096,1.0,False
Nico Collins,nicocollins,WR,1.0,True,2023,1.0,2.0,True
Noah Fant,noahfant,TE,2.0,False,2023,2.1468096,1.0,False
Noah Gray,noahgray,TE,2.0,False,2023,2.1468096,1.0,False
Parker Washington,parkerwashington,WR,2.0,False,2023,2.1468096,1.0,False
Parris Campbell,parriscampbell,WR,1.0,True,2023,1.0,1.0,True
Pat Freiermuth,patfreiermuth,TE,1.0,True,2023,1.0,5.0,True
Pierre Strong,pierrestrong,RB,2.0,False,2023,2.1468096,1.0,False
Puka Nacua,pukanacua,WR,2.0,False,2023,2.1468096,1.0,False
Quentin Johnston,quentinjohnston,WR,6.0,True,2023,6.7340474,5.0,True
Rachaad White,rachaadwhite,RB,30.0,True,2023,34.257473,35.0,True
Raheem Mostert,raheemmostert,RB,5.0,True,2023,5.587238,1.0,False
Rashaad Penny,rashaadpenny,RB,5.0,True,2023,5.587238,2.0,True
Rashee Rice,rasheerice,WR,2.0,False,2023,2.1468096,1.0,False
Rashid Shaheed,rashidshaheed,WR,2.0,False,2023,2.1468096,1.0,False
Rashod Bateman,rashodbateman,WR,1.0,True,2023,1.0,1.0,False
Richie James,richiejames,WR,2.0,False,2023,2.1468096,1.0,False
Robert Woods,robertwoods,WR,2.0,False,2023,2.1468096,1.0,False
Romeo Doubs,romeodoubs,WR,1.0,True,2023,1.0,1.0,True
Rondale Moore,rondalemoore,WR,1.0,True,2023,1.0,2.0,True
Ronnie Bell,ronniebell,WR,2.0,False,2023,2.1468096,1.0,False
Roschon Johnson,roschonjohnson,RB,8.0,True,2023,9.027666,1.0,True
Russell Gage,russellgage,WR,2.0,False,2023,2.1468096,1.0,False
Russell Wilson,russellwilson,QB,1.0,True,2023,1.0,1.0,False
Ryan Tannehill,ryantannehill,QB,2.0,False,2023,2.1468096,1.0,False
Samaje Perine,samajeperine,RB,6.0,True,2023,6.7340474,7.0,True
Sam Laporta,samlaporta,TE,2.0,False,2023,2.1468096,1.0,True
Sean Clifford,seanclifford,QB,2.0,False,2023,2.1468096,1.0,False
Sean Tucker,seantucker,RB,2.0,False,2023,2.1468096,1.0,False
Skyy Moore,skyymoore,WR,4.0,True,2023,4.4404283,12.0,True
Stefon Diggs,stefondiggs,WR,74.0,True,2023,84.71709,84.0,True
Stetson Bennett,stetsonbennett,QB,2.0,False,2023,2.1468096,1.0,False
Tank Bigsby,tankbigsby,RB,9.0,True,2023,10.174476,4.0,True
Taylor Heinicke,taylorheinicke,QB,2.0,False,2023,2.1468096,1.0,False
Taysom Hill,taysomhill,TE,2.0,False,2023,2.1468096,1.0,False
Tee Higgins,teehiggins,WR,48.0,True,2023,54.900043,44.0,True
Terrace Marshall,terracemarshall,WR,2.0,False,2023,2.1468096,1.0,False
Terry Mclaurin,terrymclaurin,WR,20.0,True,2023,22.78938,25.0,True
Tiyon Evans,tiyonevans,RB,2.0,False,2023,2.1468096,1.0,False
Tj Hockenson,tjhockenson,TE,18.0,True,2023,20.49576,21.0,True
Travis Etienne,travisetienne,RB,49.0,True,2023,56.046856,69.0,True
Tre Tucker,tretucker,WR,2.0,False,2023,2.1468096,1.0,False
Trevor Lawrence,trevorlawrence,QB,9.0,True,2023,10.174476,6.0,True
Treylon Burks,treylonburks,WR,3.0,True,2023,3.293619,4.0,True
Trey Mcbride,treymcbride,TE,2.0,False,2023,2.1468096,1.0,False
Trey Palmer,treypalmer,WR,2.0,False,2023,2.1468096,1.0,False
Tua Tagovailoa,tuatagovailoa,QB,1.0,True,2023,1.0,15.0,True
Tucker Kraft,tuckerkraft,TE,2.0,False,2023,2.1468096,1.0,False
Tyjae Spears,tyjaespears,RB,2.0,False,2023,2.1468096,1.0,True
Tyler Allgeier,tylerallgeier,RB,1.0,True,2023,1.0,3.0,True
Tyler Boyd,tylerboyd,WR,1.0,True,2023,1.0,3.0,True
Tyler Conklin,tylerconklin,TE,2.0,False,2023,2.1468096,1.0,False
Tyler Higbee,tylerhigbee,TE,1.0,True,2023,1.0,1.0,True
Tyler Lockett,tylerlockett,WR,16.0,True,2023,18.202143,19.0,True
Tyler Scott,tylerscott,WR,2.0,False,2023,2.1468096,1.0,False
Tyquan Thornton,tyquanthornton,WR,2.0,False,2023,2.1468096,1.0,False
Tyreek Hill,tyreekhill,WR,86.0,True,2023,98.478806,88.0,True
Van Jefferson,vanjefferson,WR,1.0,True,2023,1.0,1.0,False
Wandale Robinson,wandalerobinson,WR,2.0,False,2023,2.1468096,1.0,False
Will Levis,willlevis,QB,2.0,False,2023,2.1468096,1.0,False
Will Mallory,willmallory,TE,2.0,False,2023,2.1468096,1.0,False
Xavier Hutchinson,xavierhutchinson,WR,2.0,False,2023,2.1468096,1.0,False
Zach Charbonnet,zachcharbonnet,RB,11.0,True,2023,12.468095,6.0,True
Zach Ertz,zachertz,TE,1.0,True,2023,1.0,1.0,False
Zach Evans,zachevans,RB,2.0,False,2023,2.1468096,1.0,False
Zach Wilson,zachwilson,QB,2.0,False,2023,2.1468096,1.0,False
Zack Kuntz,zackkuntz,TE,2.0,False,2023,2.1468096,1.0,False
Zack Moss,zackmoss,RB,2.0,False,2023,2.1468096,1.0,False
Zay Flowers,zayflowers,WR,7.0,True,2023,7.880857,14.0,True
Zay Jones,zayjones,WR,1.0,True,2023,1.0,1.0,True
Aaron Jones,aaronjones,RB,26.0,True,2024,26.761648,32.0,True
Aaron Rodgers,aaronrodgers,QB,1.0,True,2024,1.0,3.0,True
Adam Thielen,adamthielen,WR,1.0,True,2024,1.0,2.0,True
Adonai Mitchell,adonaimitchell,WR,2.0,True,2024,2.0304658,2.0,True
Ainias Smith,ainiassmith,WR,2.0,False,2024,2.0304658,1.0,False
Aj Brown,ajbrown,WR,82.0,True,2024,84.46774,66.0,True
Alec Pierce,alecpierce,WR,2.0,False,2024,2.0304658,1.0,False
Alexander Mattison,alexandermattison,RB,1.0,True,2024,1.0,1.0,False
Allen Lazard,allenlazard,WR,2.0,False,2024,2.0304658,1.0,False
Alvin Kamara,alvinkamara,RB,55.0,True,2024,56.64516,46.0,True
Amari Cooper,amaricooper,WR,22.0,True,2024,22.639786,20.0,True
Andrei Iosivas,andreiiosivas,WR,2.0,False,2024,2.0304658,1.0,False
Anthony Richardson,anthonyrichardson,QB,15.0,True,2024,15.426523,17.0,True
Antonio Gibson,antoniogibson,RB,1.0,True,2024,1.0,1.0,True
At Perry,atperry,WR,2.0,False,2024,2.0304658,1.0,False
Austin Ekeler,austinekeler,RB,12.0,True,2024,12.335126,7.0,True
Ben Sinnott,bensinnott,TE,1.0,True,2024,1.0,1.0,False
Bijan Robinson,bijanrobinson,RB,103.0,True,2024,106.10753,96.0,True
Blake Corum,blakecorum,RB,6.0,True,2024,6.15233,9.0,True
Bo Melton,bomelton,WR,2.0,False,2024,2.0304658,1.0,False
Braelon Allen,braelonallen,RB,1.0,True,2024,1.0,1.0,False
Brandin Cooks,brandincooks,WR,1.0,True,2024,1.0,1.0,True
Braxton Berrios,braxtonberrios,WR,2.0,False,2024,2.0304658,1.0,False
Brian Robinson,brianrobinson,RB,18.0,True,2024,18.517921,20.0,True
Brian Thomas,brianthomas,WR,8.0,True,2024,8.213262,3.0,True
Brock Bowers,brockbowers,TE,6.0,True,2024,6.15233,11.0,True
Brock Purdy,brockpurdy,QB,3.0,True,2024,3.060932,3.0,True
Bub Means,bubmeans,WR,2.0,False,2024,2.0304658,1.0,False
Bucky Irving,buckyirving,RB,2.0,False,2024,2.0304658,2.0,True
Cade Otton,cadeotton,TE,2.0,False,2024,2.0304658,1.0,False
Caleb Williams,calebwilliams,QB,4.0,True,2024,4.091398,3.0,True
Calvin Austin,calvinaustin,WR,2.0,False,2024,2.0304658,1.0,False
Calvin Ridley,calvinridley,WR,21.0,True,2024,21.60932,28.0,True
Cedrick Wilson,cedrickwilson,WR,2.0,False,2024,2.0304658,1.0,False
Cedric Tillman,cedrictillman,WR,2.0,False,2024,2.0304658,1.0,False
Ceedee Lamb,ceedeelamb,WR,97.0,True,2024,99.92473,88.0,True
Chase Brown,chasebrown,RB,8.0,True,2024,8.213262,9.0,True
Chigoziem Okonkwo,chigoziemokonkwo,TE,1.0,True,2024,1.0,1.0,False
Chris Godwin,chrisgodwin,WR,18.0,True,2024,18.517921,10.0,True
Chris Olave,chrisolave,WR,60.0,True,2024,61.79749,47.0,True
Christian Kirk,christiankirk,WR,14.0,True,2024,14.396057,11.0,True
Christian Mccaffrey,christianmccaffrey,RB,112.0,True,2024,115.38172,108.0,True
Christian Watson,christianwatson,WR,9.0,True,2024,9.243728,13.0,True
Chuba Hubbard,chubahubbard,RB,2.0,True,2024,2.0304658,3.0,True
Cj Stroud,cjstroud,QB,18.0,True,2024,18.517921,21.0,True
Cole Kmet,colekmet,TE,1.0,True,2024,1.0,2.0,True
Cooper Kupp,cooperkupp,WR,37.0,True,2024,38.096775,62.0,True
Courtland Sutton,courtlandsutton,WR,6.0,True,2024,6.15233,4.0,True
Curtis Samuel,curtissamuel,WR,1.0,True,2024,1.0,2.0,True
Dak Prescott,dakprescott,QB,13.0,True,2024,13.365591,7.0,True
Dallas Goedert,dallasgoedert,TE,2.0,True,2024,2.0304658,1.0,True
Dalton Schultz,daltonschultz,TE,1.0,True,2024,1.0,1.0,True
D'Andre Swift,dandreswift,RB,25.0,True,2024,25.731182,32.0,True
Daniel Jones,danieljones,QB,1.0,True,2024,1.0,1.0,False
Darius Slayton,dariusslayton,WR,2.0,False,2024,2.0304658,1.0,False
Darnell Mooney,darnellmooney,WR,1.0,True,2024,1.0,1.0,True
Davante Adams,davanteadams,WR,59.0,True,2024,60.767025,39.0,True
David Montgomery,davidmontgomery,RB,24.0,True,2024,24.700716,37.0,True
David Njoku,davidnjoku,TE,4.0,True,2024,4.091398,10.0,True
Deandre Hopkins,deandrehopkins,WR,5.0,True,2024,5.121864,9.0,True
Deebo Samuel,deebosamuel,WR,45.0,True,2024,46.340504,55.0,True
Demarcus Robinson,demarcusrobinson,WR,1.0,True,2024,1.0,1.0,False
Demario Douglas,demariodouglas,WR,1.0,True,2024,1.0,1.0,False
Derrick Henry,derrickhenry,RB,67.0,True,2024,69.01075,78.0,True
Deshaun Watson,deshaunwatson,QB,1.0,True,2024,1.0,1.0,False
Devin Duvernay,devinduvernay,WR,2.0,False,2024,2.0304658,1.0,False
Devin Singletary,devinsingletary,RB,13.0,True,2024,13.365591,16.0,True
Devon Achane,devonachane,RB,51.0,True,2024,52.523296,72.0,True
Devonta Smith,devontasmith,WR,34.0,True,2024,35.005375,40.0,True
Devontez Walker,devontezwalker,WR,2.0,False,2024,2.0304658,1.0,False
Diontae Johnson,diontaejohnson,WR,12.0,True,2024,12.335126,8.0,True
Dj Chark,djchark,WR,1.0,True,2024,1.0,1.0,False
Dj Moore,djmoore,WR,40.0,True,2024,41.18817,30.0,True
Dk Metcalf,dkmetcalf,WR,42.0,True,2024,43.249104,48.0,True
Donovan Peoples Jones,donovanpeoplesjones,WR,2.0,False,2024,2.0304658,1.0,False
Dontayvion Wicks,dontayvionwicks,WR,1.0,True,2024,1.0,1.0,True
Drake London,drakelondon,WR,53.0,True,2024,54.58423,49.0,True
Drake Maye,drakemaye,QB,2.0,False,2024,2.0304658,1.0,False
Dyami Brown,dyamibrown,WR,2.0,False,2024,2.0304658,1.0,False
Elijah Moore,elijahmoore,WR,2.0,False,2024,2.0304658,1.0,False
Evan Engram,evanengram,TE,16.0,True,2024,16.45699,9.0,True
Ezekiel Elliott,ezekielelliott,RB,9.0,True,2024,9.243728,8.0,True
Gabriel Davis,gabrieldavis,WR,1.0,True,2024,1.0,1.0,False
George Kittle,georgekittle,TE,15.0,True,2024,15.426523,16.0,True
Greg Dortch,gregdortch,WR,2.0,False,2024,2.0304658,1.0,False
Gus Edwards,gusedwards,RB,8.0,True,2024,8.213262,7.0,True
Hunter Henry,hunterhenry,TE,1.0,True,2024,1.0,1.0,False
Isiah Pacheco,isiahpacheco,RB,74.0,True,2024,76.224014,61.0,True
Jahan Dotson,jahandotson,WR,1.0,True,2024,1.0,1.0,False
Jake Bobo,jakebobo,WR,2.0,False,2024,2.0304658,1.0,False
Jake Ferguson,jakeferguson,TE,6.0,True,2024,6.15233,8.0,True
Jakobi Meyers,jakobimeyers,WR,3.0,True,2024,3.060932,3.0,True
Jaleel Mclaughlin,jaleelmclaughlin,RB,1.0,True,2024,1.0,1.0,True
Jalen Hurts,jalenhurts,QB,38.0,True,2024,39.12724,27.0,True
Jalen Mcmillan,jalenmcmillan,WR,2.0,False,2024,2.0304658,1.0,False
Jalen Nailor,jalennailor,WR,2.0,False,2024,2.0304658,1.0,False
Jalen Reagor,jalenreagor,WR,2.0,False,2024,2.0304658,1.0,False
Jalen Tolbert,jalentolbert,WR,1.0,True,2024,1.0,1.0,False
Jalin Hyatt,jalinhyatt,WR,2.0,False,2024,2.0304658,1.0,False
Ja'Lynn Polk,jalynnpolk,WR,1.0,True,2024,1.0,1.0,False
James Cook,jamescook,RB,53.0,True,2024,54.58423,44.0,True
Jameson Williams,jamesonwilliams,WR,4.0,True,2024,4.091398,7.0,True
Jared Goff,jaredgoff,QB,1.0,True,2024,1.0,1.0,False
Ja'Tavion Sanders,jatavionsanders,TE,2.0,False,2024,2.0304658,1.0,False
Jauan Jennings,jauanjennings,WR,2.0,False,2024,2.0304658,1.0,False
Javonte Williams,javontewilliams,RB,17.0,True,2024,17.487455,17.0,True
Jaxon Smith Njigba,jaxonsmithnjigba,WR,11.0,True,2024,11.30466,17.0,True
Jayden Daniels,jaydendaniels,QB,5.0,True,2024,5.121864,3.0,True
Jayden Reed,jaydenreed,WR,12.0,True,2024,12.335126,8.0,True
Jaylen Waddle,jaylenwaddle,WR,32.0,True,2024,32.944443,40.0,True
Jaylen Warren,jaylenwarren,RB,15.0,True,2024,15.426523,11.0,True
Jermaine Burton,jermaineburton,WR,2.0,False,2024,2.0304658,1.0,False
Jerome Ford,jeromeford,RB,5.0,True,2024,5.121864,14.0,True
Jerry Jeudy,jerryjeudy,WR,1.0,True,2024,1.0,3.0,True
Jk Dobbins,jkdobbins,RB,2.0,True,2024,2.0304658,7.0,True
Joe Burrow,joeburrow,QB,13.0,True,2024,13.365591,17.0,True
Joe Mixon,joemixon,RB,52.0,True,2024,53.553764,52.0,True
Jonathan Mingo,jonathanmingo,WR,2.0,False,2024,2.0304658,1.0,False
Jonathan Taylor,jonathantaylor,RB,91.0,True,2024,93.741936,102.0,True
Jonathon Brooks,jonathonbrooks,RB,16.0,True,2024,16.45699,3.0,True
Jordan Addison,jordanaddison,WR,8.0,True,2024,8.213262,5.0,True
Jordan Love,jordanlove,QB,5.0,True,2024,5.121864,6.0,True
Jordan Whittington,jordanwhittington,WR,2.0,False,2024,2.0304658,1.0,False
Josh Allen,joshallen,QB,38.0,True,2024,39.12724,36.0,True
Josh Downs,joshdowns,WR,1.0,True,2024,1.0,1.0,False
Josh Jacobs,joshjacobs,RB,49.0,True,2024,50.462364,47.0,True
Josh Reynolds,joshreynolds,WR,2.0,False,2024,2.0304658,1.0,False
Joshua Palmer,joshuapalmer,WR,1.0,True,2024,1.0,2.0,True
Justin Fields,justinfields,QB,2.0,False,2024,2.0304658,1.0,False
Justin Herbert,justinherbert,QB,1.0,True,2024,1.0,1.0,True
Justin Jefferson,justinjefferson,WR,86.0,True,2024,88.58961,74.0,True
Justin Watson,justinwatson,WR,2.0,False,2024,2.0304658,1.0,False
Kalif Raymond,kalifraymond,WR,2.0,False,2024,2.0304658,1.0,False
Kavontae Turpin,kavontaeturpin,WR,2.0,False,2024,2.0304658,1.0,False
Keenan Allen,keenanallen,WR,15.0,True,2024,15.426523,19.0,True
Kendre Miller,kendremiller,RB,1.0,True,2024,1.0,1.0,False
Kendrick Bourne,kendrickbourne,WR,1.0,True,2024,1.0,1.0,False
Keon Coleman,keoncoleman,WR,12.0,True,2024,12.335126,11.0,True
Khalil Herbert,khalilherbert,RB,1.0,True,2024,1.0,1.0,True
Khalil Shakir,khalilshakir,WR,2.0,True,2024,2.0304658,4.0,True
Kimani Vidal,kimanividal,RB,1.0,True,2024,1.0,1.0,False
Kirk Cousins,kirkcousins,QB,1.0,True,2024,1.0,1.0,True
Kj Osborn,kjosborn,WR,2.0,False,2024,2.0304658,1.0,False
Kyle Pitts,kylepitts,TE,12.0,True,2024,12.335126,10.0,True
Kyler Murray,kylermurray,QB,7.0,True,2024,7.1827955,13.0,True
Ladd Mcconkey,laddmcconkey,WR,9.0,True,2024,9.243728,9.0,True
Lamar Jackson,lamarjackson,QB,22.0,True,2024,22.639786,39.0,True
Luke Mccaffrey,lukemccaffrey,WR,2.0,False,2024,2.0304658,1.0,False
Luke Musgrave,lukemusgrave,TE,2.0,False,2024,2.0304658,1.0,False
Mack Hollins,mackhollins,WR,2.0,False,2024,2.0304658,1.0,False
Malachi Corley,malachicorley,WR,2.0,False,2024,2.0304658,1.0,False
Malik Nabers,maliknabers,WR,52.0,True,2024,53.553764,40.0,True
Malik Washington,malikwashington,WR,2.0,False,2024,2.0304658,1.0,False
Mark Andrews,markandrews,TE,21.0,True,2024,21.60932,28.0,True
Marquez Valdes Scantling,marquezvaldesscantling,WR,2.0,False,2024,2.0304658,1.0,False
Marquise Brown,marquisebrown,WR,4.0,True,2024,4.091398,2.0,True
Marshawn Lloyd,marshawnlloyd,RB,1.0,True,2024,1.0,1.0,True
Marvin Harrison,marvinharrison,WR,69.0,True,2024,71.071686,63.0,True
Marvin Mims,marvinmims,WR,1.0,True,2024,1.0,1.0,False
Michael Wilson,michaelwilson,WR,1.0,True,2024,1.0,1.0,False
Mike Evans,mikeevans,WR,53.0,True,2024,54.58423,44.0,True
Mike Williams,mikewilliams,WR,1.0,True,2024,1.0,1.0,True
Najee Harris,najeeharris,RB,22.0,True,2024,22.639786,28.0,True
Nathaniel Dell,nathanieldell,WR,20.0,True,2024,20.578854,21.0,True
Nelson Agholor,nelsonagholor,WR,2.0,False,2024,2.0304658,1.0,False
Nick Chubb,nickchubb,RB,7.0,True,2024,7.1827955,10.0,True
Nick Westbrook Ikhine,nickwestbrookikhine,WR,2.0,False,2024,2.0304658,1.0,False
Noah Brown,noahbrown,WR,2.0,False,2024,2.0304658,1.0,False
Noah Fant,noahfant,TE,1.0,True,2024,1.0,1.0,False
Odell Beckham,odellbeckham,WR,2.0,False,2024,2.0304658,1.0,False
Parker Washington,parkerwashington,WR,2.0,False,2024,2.0304658,1.0,False
Parris Campbell,parriscampbell,WR,2.0,False,2024,2.0304658,1.0,False
Pat Freiermuth,patfreiermuth,TE,1.0,True,2024,1.0,2.0,True
Patrick Mahomes,patrickmahomes,QB,27.0,True,2024,27.792114,33.0,True
Puka Nacua,pukanacua,WR,75.0,True,2024,77.25448,57.0,True
Quentin Johnston,quentinjohnston,WR,2.0,False,2024,2.0304658,1.0,False
Rachaad White,rachaadwhite,RB,60.0,True,2024,61.79749,40.0,True
Rashee Rice,rasheerice,WR,16.0,True,2024,16.45699,26.0,True
