pos,raw_year_exp,outcome,events,n,rate,ci95_low,ci95_high,avg_pred_ppg,avg_raw_year_exp
WR,0.0,current_any_bust,90,231,0.38961038961038963,0.32901836447365573,0.4538139786887142,6.7207028490890055,0.0
WR,0.0,next_no_appearance,12,215,0.05581395348837209,0.032212487490585806,0.09501012466359327,6.7207621376607465,0.0
WR,0.0,next_ppg_cliff_30,21,215,0.09767441860465116,0.06477436382326704,0.14469952048392135,6.7207621376607465,0.0
WR,0.0,next_no_useful,49,215,0.22790697674418606,0.17690026633376782,0.2884664646716717,6.7207621376607465,0.0
WR,1.0,current_ppg_cliff_30,48,261,0.1839080459770115,0.14160958443204572,0.23537650838720928,8.077681386476991,1.0
WR,1.0,current_ppg_cliff_50,18,261,0.06896551724137931,0.04406551856656396,0.10637006255060191,8.077681386476991,1.0
WR,1.0,extended_absence_8,59,320,0.184375,0.14571718497892308,0.23052107471346975,7.671664794774776,1.0
WR,1.0,current_any_bust,107,320,0.334375,0.28491895459011873,0.3877605282187606,7.671664794774776,1.0
WR,1.0,next_no_appearance,34,302,0.11258278145695365,0.0816915356277243,0.15320652925291983,7.646633640233362,1.0
WR,1.0,next_ppg_cliff_30,34,302,0.11258278145695365,0.0816915356277243,0.15320652925291983,7.646633640233362,1.0
WR,1.0,next_no_useful,111,302,0.3675496688741722,0.3151522582413925,0.423274430606691,7.646633640233362,1.0
WR,2.0,current_ppg_cliff_30,43,235,0.1829787234042553,0.13877704534946095,0.23737853223836292,8.529899594021362,2.0
WR,2.0,current_ppg_cliff_50,16,235,0.06808510638297872,0.04233960725814577,0.10772470314674183,8.529899594021362,2.0
WR,2.0,extended_absence_8,59,294,0.20068027210884354,0.15889157484257488,0.2501902995497196,8.117394907525192,2.0
WR,2.0,current_any_bust,102,294,0.3469387755102041,0.29481809769093104,0.40300786080512874,8.117394907525192,2.0
WR,2.0,next_no_appearance,29,275,0.10545454545454545,0.07443222150503534,0.14734817281202495,8.167867964626813,2.0
WR,2.0,next_ppg_cliff_30,37,275,0.13454545454545455,0.09921220911953241,0.1799484326211548,8.167867964626813,2.0
WR,2.0,next_no_useful,91,275,0.33090909090909093,0.277959654862961,0.3885176569872077,8.167867964626813,2.0
WR,3.0,current_ppg_cliff_30,36,202,0.1782178217821782,0.13159848249936945,0.23684793455141134,9.03297336973634,3.0
WR,3.0,current_ppg_cliff_50,10,202,0.04950495049504951,0.02710900995263599,0.08871597391845713,9.03297336973634,3.0
WR,3.0,extended_absence_8,38,240,0.15833333333333333,0.1175806760699225,0.20985155862670019,8.736453882768842,3.0
WR,3.0,current_any_bust,74,240,0.30833333333333335,0.2533100131284181,0.3693958746282238,8.736453882768842,3.0
WR,3.0,next_no_appearance,26,224,0.11607142857142858,0.0804519495917167,0.16463762140848695,8.83174238417735,3.0
WR,3.0,next_ppg_cliff_30,36,224,0.16071428571428573,0.11840365434309055,0.2144661990989499,8.83174238417735,3.0
WR,3.0,next_no_useful,77,224,0.34375,0.28465519126865146,0.4081138201849198,8.83174238417735,3.0
WR,4.0,current_ppg_cliff_30,32,191,0.16753926701570682,0.12124701378054892,0.22694146342349786,8.899361136761435,4.0
WR,4.0,current_ppg_cliff_50,8,191,0.041884816753926704,0.02137375216179106,0.08046076367055685,8.899361136761435,4.0
WR,4.0,extended_absence_8,36,227,0.15859030837004406,0.11680678656396219,0.2117371154017147,8.442367998730456,4.0
WR,4.0,current_any_bust,68,227,0.29955947136563876,0.24370941170959834,0.3620808791218636,8.442367998730456,4.0
WR,4.0,next_no_appearance,29,213,0.13615023474178403,0.0964962783628765,0.1886962308235527,8.488102783458691,4.0
WR,4.0,next_ppg_cliff_30,22,213,0.10328638497652583,0.06920213731653324,0.15142711463512182,8.488102783458691,4.0
WR,4.0,next_no_useful,71,213,0.3333333333333333,0.2734716780320935,0.3991003745629804,8.488102783458691,4.0
WR,5.0,current_ppg_cliff_30,24,158,0.1518987341772152,0.10424930622012754,0.21607377511371992,9.515965500080688,5.0
WR,5.0,current_ppg_cliff_50,7,158,0.04430379746835443,0.02162368008397879,0.08861744457123964,9.515965500080688,5.0
WR,5.0,extended_absence_8,27,185,0.14594594594594595,0.10228057965247506,0.20401633797584412,8.870591549955016,5.0
WR,5.0,current_any_bust,51,185,0.2756756756756757,0.21634166945068978,0.34413653026801627,8.870591549955016,5.0
WR,5.0,next_no_appearance,25,177,0.14124293785310735,0.09753461840774348,0.20019333799166905,8.801884840157545,5.0
WR,5.0,next_ppg_cliff_30,30,177,0.1694915254237288,0.12138052794207302,0.23164443976447233,8.801884840157545,5.0
WR,5.0,next_no_useful,72,177,0.4067796610169492,0.3371355991270897,0.4803842635593718,8.801884840157545,5.0
WR,6.0,current_ppg_cliff_30,16,118,0.13559322033898305,0.08521593420077392,0.20894960531938991,9.397436317349259,6.0
WR,6.0,current_ppg_cliff_50,5,118,0.0423728813559322,0.01823255465383118,0.09537068102265368,9.397436317349259,6.0
WR,6.0,extended_absence_8,28,146,0.1917808219178082,0.13615085695136858,0.26321487325973436,8.882896284487568,6.0
WR,6.0,current_any_bust,44,146,0.3013698630136986,0.23281544289288028,0.38010913879871944,8.882896284487568,6.0
WR,6.0,next_no_appearance,16,137,0.11678832116788321,0.07317839887053718,0.18130323155683659,8.949281167447198,6.0
WR,6.0,next_ppg_cliff_30,21,137,0.15328467153284672,0.10249594347336069,0.22298743643712035,8.949281167447198,6.0
WR,6.0,next_no_useful,50,137,0.36496350364963503,0.2890527943145695,0.4482407325979337,8.949281167447198,6.0
WR,7.0,current_ppg_cliff_30,12,99,0.12121212121212122,0.0707148172409798,0.20000831425444618,9.432981736974487,7.0
WR,7.0,current_ppg_cliff_50,4,99,0.04040404040404041,0.015822382974672186,0.09932168323977801,9.432981736974487,7.0
WR,7.0,extended_absence_8,19,118,0.16101694915254236,0.10557198487865982,0.23783781932614373,8.776791900815427,7.0
WR,7.0,current_any_bust,31,118,0.2627118644067797,0.19168832306387246,0.34869853987949,8.776791900815427,7.0
WR,7.0,next_no_appearance,27,111,0.24324324324324326,0.17289320485810217,0.33077097258282523,8.889404731796516,7.0
WR,7.0,next_ppg_cliff_30,13,111,0.11711711711711711,0.06973426421068199,0.1901158249556131,8.889404731796516,7.0
WR,7.0,next_no_useful,43,111,0.38738738738738737,0.3019759641051255,0.48033288564966714,8.889404731796516,7.0
WR,8.0,current_ppg_cliff_30,8,69,0.11594202898550725,0.05993426545958408,0.21245953149160868,9.928767994021682,8.0
WR,8.0,current_ppg_cliff_50,0,69,0.0,0.0,0.05273909414400562,9.928767994021682,8.0
WR,8.0,extended_absence_8,16,85,0.18823529411764706,0.11932042110303412,0.2841122050540815,9.295744345377846,8.0
WR,8.0,current_any_bust,24,85,0.2823529411764706,0.19768719505480054,0.38584124207375187,9.295744345377846,8.0
WR,8.0,next_no_appearance,18,77,0.23376623376623376,0.1532949838383708,0.33954038804937015,9.756163944148302,8.0
WR,8.0,next_ppg_cliff_30,10,77,0.12987012987012986,0.07209751490940192,0.22281995332477456,9.756163944148302,8.0
WR,8.0,next_no_useful,32,77,0.4155844155844156,0.31209010264563286,0.5271016006358461,9.756163944148302,8.0
WR,9.0,current_ppg_cliff_30,9,53,0.16981132075471697,0.09199841772223752,0.29225536823734133,9.077541317232862,9.0
WR,9.0,current_ppg_cliff_50,2,53,0.03773584905660377,0.010410068833819265,0.12754523150959116,9.077541317232862,9.0
WR,9.0,extended_absence_8,7,60,0.11666666666666667,0.05767647403450049,0.2217902059985814,9.130016707088172,9.0
WR,9.0,current_any_bust,16,60,0.26666666666666666,0.17132496487078852,0.3900895360189135,9.130016707088172,9.0
WR,9.0,next_no_appearance,12,56,0.21428571428571427,0.127057803147445,0.33819713656004946,9.386503399161413,9.0
WR,9.0,next_ppg_cliff_30,10,56,0.17857142857142858,0.09999749741344179,0.2984143097574895,9.386503399161413,9.0
WR,9.0,next_no_useful,26,56,0.4642857142857143,0.34019643403583766,0.5929604334275992,9.386503399161413,9.0
WR,10.0,current_ppg_cliff_30,8,34,0.23529411764705882,0.12436838109244344,0.3999646280826443,9.943423515675988,10.0
WR,10.0,current_ppg_cliff_50,3,34,0.08823529411764706,0.030465390304310128,0.22960817952360413,9.943423515675988,10.0
WR,10.0,extended_absence_8,5,39,0.1282051282051282,0.05602734948028318,0.26706049037630475,9.517718989579691,10.0
WR,10.0,current_any_bust,13,39,0.3333333333333333,0.20632766106915157,0.4902289567975947,9.517718989579691,10.0
WR,10.0,next_no_appearance,9,37,0.24324324324324326,0.13361203432663304,0.4011760249070895,9.649929456925214,10.0
WR,10.0,next_ppg_cliff_30,8,37,0.21621621621621623,0.11386376851955585,0.37195461273876906,9.649929456925214,10.0
WR,10.0,next_no_useful,19,37,0.5135135135135135,0.3589463722598092,0.6655384667278896,9.649929456925214,10.0
WR,11.0,current_ppg_cliff_30,5,22,0.22727272727272727,0.10122890794820358,0.4344035606295935,9.336346673720744,11.0
WR,11.0,current_ppg_cliff_50,2,22,0.09090909090909091,0.025294896282837792,0.2781538065838578,9.336346673720744,11.0
WR,11.0,extended_absence_8,7,29,0.2413793103448276,0.12218268185062131,0.4210795221832869,9.0993369887442,11.0
WR,11.0,current_any_bust,12,29,0.41379310344827586,0.2551293527964552,0.5926247152148476,9.0993369887442,11.0
WR,11.0,next_no_appearance,8,25,0.32,0.17204987516891143,0.5159008626542329,9.239678933578547,11.0
WR,11.0,next_ppg_cliff_30,6,25,0.24,0.11496157730326725,0.43430059955238565,9.239678933578547,11.0
WR,11.0,next_no_useful,15,25,0.6,0.40739127785127344,0.7659694233580909,9.239678933578547,11.0
WR,12.0,current_ppg_cliff_30,4,16,0.25,0.10181901984237346,0.49498768929398645,10.311629321569745,12.0
WR,12.0,current_ppg_cliff_50,2,16,0.125,0.034976749337057134,0.3602333143674828,10.311629321569745,12.0
WR,12.0,extended_absence_8,4,20,0.2,0.0806563532712,0.41602172202575993,9.72556854405764,12.0
WR,12.0,current_any_bust,8,20,0.4,0.21880396741419272,0.613422057684794,9.72556854405764,12.0
WR,12.0,next_no_appearance,5,18,0.2777777777777778,0.12499569146355474,0.5087307754619452,10.150228100059183,12.0
WR,12.0,next_ppg_cliff_30,4,18,0.2222222222222222,0.09000781913382,0.4521502645230549,10.150228100059183,12.0
WR,12.0,next_no_useful,12,18,0.6666666666666666,0.4374906934425036,0.8372144563633714,10.150228100059183,12.0
WR,13.0,current_ppg_cliff_30,3,10,0.3,0.10778928748621183,0.6032267800204347,8.759412696165173,13.0
WR,13.0,current_ppg_cliff_50,0,10,0.0,0.0,0.2775401687666166,8.759412696165173,13.0
WR,13.0,extended_absence_8,2,12,0.16666666666666666,0.04696414761482223,0.44803635738467273,8.56195849680431,13.0
WR,13.0,current_any_bust,5,12,0.4166666666666667,0.19325746190524656,0.6804926643446272,8.56195849680431,13.0
WR,13.0,next_no_appearance,6,12,0.5,0.2537781703934222,0.7462218296065778,8.56195849680431,13.0
WR,13.0,next_ppg_cliff_30,3,12,0.25,0.08894003962896138,0.53231033912066,8.56195849680431,13.0
WR,13.0,next_no_useful,10,12,0.8333333333333334,0.5519636426153274,0.9530358523851776,8.56195849680431,13.0
WR,14.0,current_ppg_cliff_30,1,5,0.2,0.03622316096978745,0.6244717358814613,8.771741456050828,14.0
WR,14.0,current_ppg_cliff_50,1,5,0.2,0.03622316096978745,0.6244717358814613,8.771741456050828,14.0
WR,14.0,extended_absence_8,0,5,0.0,0.0,0.43449149475208104,8.771741456050828,14.0
WR,14.0,current_any_bust,1,5,0.2,0.03622316096978745,0.6244717358814613,8.771741456050828,14.0
WR,14.0,next_no_appearance,3,5,0.6,0.23071993220883708,0.8823817688407467,8.771741456050828,14.0
WR,14.0,next_ppg_cliff_30,1,5,0.2,0.03622316096978745,0.6244717358814613,8.771741456050828,14.0
WR,14.0,next_no_useful,4,5,0.8,0.3755282641185388,0.9637768390302125,8.771741456050828,14.0
WR,15.0,current_ppg_cliff_30,2,3,0.6666666666666666,0.2076549551264879,0.9385096847238394,6.680322026708374,15.0
WR,15.0,current_ppg_cliff_50,1,3,0.3333333333333333,0.0614903152761605,0.7923450448735121,6.680322026708374,15.0
WR,15.0,extended_absence_8,0,3,0.0,0.0,0.5615060804490177,6.680322026708374,15.0
WR,15.0,current_any_bust,2,3,0.6666666666666666,0.2076549551264879,0.9385096847238394,6.680322026708374,15.0
WR,15.0,next_no_appearance,2,3,0.6666666666666666,0.2076549551264879,0.9385096847238394,6.680322026708374,15.0
WR,15.0,next_ppg_cliff_30,0,3,0.0,0.0,0.5615060804490177,6.680322026708374,15.0
WR,15.0,next_no_useful,2,3,0.6666666666666666,0.2076549551264879,0.9385096847238394,6.680322026708374,15.0
WR,16.0,current_ppg_cliff_30,0,1,0.0,0.0,0.7934567085261071,6.3973849922090436,16.0
WR,16.0,current_ppg_cliff_50,0,1,0.0,0.0,0.7934567085261071,6.3973849922090436,16.0
WR,16.0,extended_absence_8,0,1,0.0,0.0,0.7934567085261071,6.3973849922090436,16.0
WR,16.0,current_any_bust,0,1,0.0,0.0,0.7934567085261071,6.3973849922090436,16.0
WR,16.0,next_no_appearance,1,1,1.0,0.20654329147389294,1.0,6.3973849922090436,16.0
WR,16.0,next_ppg_cliff_30,0,1,0.0,0.0,0.7934567085261071,6.3973849922090436,16.0
WR,16.0,next_no_useful,1,1,1.0,0.20654329147389294,1.0,6.3973849922090436,16.0
