,player,pos,team,year,age,avg_pick,new_team,tgt,receptions,yds,td,catch_pct,games,games_started,long,rec_per_game,yd_per_game,yd_per_rec,fmb,adjust_line_yds,rb_yds,power_success_pct,stuffed_pct,second_level_yds,open_field_yds,pass_block_rank,sacks_allowed,adjusted_sack_rate,qb_age,qb_games_started,qb_att,qb_rating,qb_complete,qb_complete_pct,qb_yds,qb_yd_per_game,qb_tds,qb_td_pct,int,int_pct,qb_long,yd_per_att,yd_per_comp,net_yd_per_att,adj_net_yd_per_att,adj_yd_per_att,qb_sacks,sack_pct,qb_avg_pick,overall_dvoa,last_year,pass_off,rush_off,variance,schedule_diff,tm_pass_att,tm_pass_complete,tm_pass_complete_pct,tm_pass_yds,tm_pass_td,tm_pass_int,tm_sack,tm_loss_sack_yds,tm_qb_rate,tm_net_pass_yds,tm_pass_yperg,tm_rush_att,tm_rush_yds,team_rush_avg_att,tm_rush_td,tm_rush_first_downs,tm_rush_yperg,tm_rush_fd,tm_pass_fd,tm_pen_fd,tm_tot_fd,tm_third_down_att,tm_third_down_made,tm_third_down_pct,total_tm_td,total_tm_yds,tgt_on_team,available_tgt,available_tgt_2,yds_on_team,available_yds,available_yds_2,ms_rec_yd,ms_tgts,ms_yds_per_tgts,avail_tgt_x_newteam,avail_yds_x_newteam,min_teammate,teammate_diff,max_teammate,avg_teammate
375,A.J. Green,WR,CIN,2013.0,25.0,15.02,0.0,178.0,98.0,1426.0,11.0,55.1,16.0,16.0,82.0,6.1,89.1,14.6,1.0,4.03,3.7,63.0,18.0,0.96,0.37,3,29.0,5.2,26.0,16.0,586.0,88.8,363.0,61.90000000000001,4293.0,268.3,33.0,5.6,20.0,3.4,82.0,7.300000000000002,11.8,6.68,6.29,6.9,29.0,4.7,109.01,0.4,17,13.5,-5.7,9.5,2.9,587.0,364.0,62.0,4318.0,33.0,20.0,29.0,182.0,89.0,4136.0,258.5,481.0,1755.0,3.65,14.0,101.0,109.7,109.0,203.0,30.0,342.0,196.0,84.0,42.9,47.0,6073.0,255.0,0.565587734241908,0.868824531516184,1881.0,0.5643816581750811,0.8946271421954608,0.3302454840203798,0.303236797274276,1.0890679725840613,0.0,0.0,15.02,75.31,165.64,90.33
376,Mohamed Sanu,WR,CIN,2013.0,24.0,165.64,0.0,77.0,47.0,455.0,2.0,61.0,16.0,14.0,32.0,2.9,28.4,9.7,1.0,4.03,3.7,63.0,18.0,0.96,0.37,3,29.0,5.2,26.0,16.0,586.0,88.8,363.0,61.90000000000001,4293.0,268.3,33.0,5.6,20.0,3.4,82.0,7.300000000000002,11.8,6.68,6.29,6.9,29.0,4.7,109.01,0.4,17,13.5,-5.7,9.5,2.9,587.0,364.0,62.0,4318.0,33.0,20.0,29.0,182.0,89.0,4136.0,258.5,481.0,1755.0,3.65,14.0,101.0,109.7,109.0,203.0,30.0,342.0,196.0,84.0,42.9,47.0,6073.0,255.0,0.565587734241908,0.696763202725724,1881.0,0.5643816581750811,0.6697545159796202,0.10537285780453914,0.131175468483816,0.8032969809255127,0.0,0.0,15.02,75.31,165.64,90.33
377,Kendall Wright,WR,TEN,2013.0,24.0,136.15,0.0,139.0,94.0,1079.0,2.0,67.6,16.0,12.0,45.0,5.9,67.4,11.5,2.0,3.82,3.83,55.0,20.0,1.05,0.6,12,37.0,6.7,28.93996247654784,8.313320825515948,533.0,83.61369606003753,328.0,61.55365853658536,3710.0,208.09606003752347,22.0,4.1373358348968114,16.0,2.987992495309568,73.22326454033771,6.9656660412757985,11.3,6.1345966228893065,5.640600375234523,6.471669793621013,37.0,6.489681050656659,182.18215759849903,1.4,29,5.6,2.8,5.7,-0.3,533.0,328.0,61.5,3710.0,22.0,16.0,37.0,214.0,83.6,3496.0,218.5,462.0,1894.0,4.1,16.0,103.0,118.4,72.0,191.0,16.0,279.0,218.0,75.0,34.4,38.0,5604.0,321.0,0.3977485928705441,0.6585365853658536,2448.0,0.3401617250673854,0.6309973045822103,0.2908355795148248,0.2607879924953096,1.1152184451899396,0.0,0.0,98.96,64.02750000000002,211.25,162.9875
378,Nate Washington,WR,TEN,2013.0,30.0,211.25,0.0,105.0,58.0,919.0,3.0,55.2,16.0,15.0,77.0,3.6,57.4,15.8,0.0,3.82,3.83,55.0,20.0,1.05,0.6,12,37.0,6.7,28.93996247654784,8.313320825515948,533.0,83.61369606003753,328.0,61.55365853658536,3710.0,208.09606003752347,22.0,4.1373358348968114,16.0,2.987992495309568,73.22326454033771,6.9656660412757985,11.3,6.1345966228893065,5.640600375234523,6.471669793621013,37.0,6.489681050656659,182.18215759849903,1.4,29,5.6,2.8,5.7,-0.3,533.0,328.0,61.5,3710.0,22.0,16.0,37.0,214.0,83.6,3496.0,218.5,462.0,1894.0,4.1,16.0,103.0,118.4,72.0,191.0,16.0,279.0,218.0,75.0,34.4,38.0,5604.0,321.0,0.3977485928705441,0.5947467166979362,2448.0,0.3401617250673854,0.5878706199460917,0.2477088948787062,0.19699812382739212,1.2574175330509563,0.0,0.0,98.96,64.02750000000002,211.25,162.9875
379,Justin Hunter,WR,TEN,2013.0,22.0,205.59,0.0,42.0,18.0,354.0,4.0,42.9,14.0,0.0,57.0,1.3,25.3,19.7,0.0,3.82,3.83,55.0,20.0,1.05,0.6,12,37.0,6.7,28.93996247654784,8.313320825515948,533.0,83.61369606003753,328.0,61.55365853658536,3710.0,208.09606003752347,22.0,4.1373358348968114,16.0,2.987992495309568,73.22326454033771,6.9656660412757985,11.3,6.1345966228893065,5.640600375234523,6.471669793621013,37.0,6.489681050656659,182.18215759849903,1.4,29,5.6,2.8,5.7,-0.3,533.0,328.0,61.5,3710.0,22.0,16.0,37.0,214.0,83.6,3496.0,218.5,462.0,1894.0,4.1,16.0,103.0,118.4,72.0,191.0,16.0,279.0,218.0,75.0,34.4,38.0,5604.0,321.0,0.3977485928705441,0.47654784240150094,2448.0,0.3401617250673854,0.43557951482479784,0.0954177897574124,0.07879924953095685,1.210897189064305,0.0,0.0,98.96,64.02750000000002,211.25,162.9875
380,Kenny Britt,WR,TEN,2013.0,25.0,98.96,0.0,35.0,11.0,96.0,0.0,31.4,12.0,3.0,15.0,0.9,8.0,8.7,0.0,3.82,3.83,55.0,20.0,1.05,0.6,12,37.0,6.7,28.93996247654784,8.313320825515948,533.0,83.61369606003753,328.0,61.55365853658536,3710.0,208.09606003752347,22.0,4.1373358348968114,16.0,2.987992495309568,73.22326454033771,6.9656660412757985,11.3,6.1345966228893065,5.640600375234523,6.471669793621013,37.0,6.489681050656659,182.18215759849903,1.4,29,5.6,2.8,5.7,-0.3,533.0,328.0,61.5,3710.0,22.0,16.0,37.0,214.0,83.6,3496.0,218.5,462.0,1894.0,4.1,16.0,103.0,118.4,72.0,191.0,16.0,279.0,218.0,75.0,34.4,38.0,5604.0,321.0,0.3977485928705441,0.46341463414634143,2448.0,0.3401617250673854,0.36603773584905663,0.02587601078167116,0.06566604127579738,0.3940546784751636,0.0,0.0,98.96,64.02750000000002,211.25,162.9875
381,Dez Bryant,WR,DAL,2013.0,25.0,15.24,0.0,159.0,93.0,1233.0,13.0,58.5,16.0,16.0,79.0,5.8,77.1,13.3,3.0,4.23,4.66,68.0,15.0,1.29,1.02,10,35.0,6.2,32.8259385665529,13.781569965870306,586.0,95.70784982935156,375.0,63.96962457337884,4226.0,244.5387372013652,33.0,5.634641638225256,12.0,2.074061433447099,78.25767918088738,7.252218430034129,11.278327645051196,6.375767918088738,6.564368600682593,7.439078498293517,35.0,5.569112627986348,97.84786689419796,7.5,11,15.9,7.7,4.7,2.3,586.0,375.0,64.0,4226.0,33.0,12.0,35.0,272.0,95.7,3954.0,247.1,336.0,1504.0,4.48,12.0,80.0,94.0,97.0,177.0,44.0,318.0,232.0,94.0,40.5,45.0,5730.0,282.0,0.5187713310580204,0.7901023890784983,2213.0,0.4763369616658779,0.7681022243256034,0.2917652626597255,0.2713310580204778,1.0753109680415043,0.0,0.0,15.24,91.19666666666667,216.72,106.43666666666667
382,Terrance Williams,WR,DAL,2013.0,24.0,216.72,0.0,74.0,44.0,736.0,5.0,59.5,16.0,8.0,82.0,2.8,46.0,16.7,2.0,4.23,4.66,68.0,15.0,1.29,1.02,10,35.0,6.2,32.8259385665529,13.781569965870306,586.0,95.70784982935156,375.0,63.96962457337884,4226.0,244.5387372013652,33.0,5.634641638225256,12.0,2.074061433447099,78.25767918088738,7.252218430034129,11.278327645051196,6.375767918088738,6.564368600682593,7.439078498293517,35.0,5.569112627986348,97.84786689419796,7.5,11,15.9,7.7,4.7,2.3,586.0,375.0,64.0,4226.0,33.0,12.0,35.0,272.0,95.7,3954.0,247.1,336.0,1504.0,4.48,12.0,80.0,94.0,97.0,177.0,44.0,318.0,232.0,94.0,40.5,45.0,5730.0,282.0,0.5187713310580204,0.6450511945392492,2213.0,0.4763369616658779,0.6504969238050166,0.17415996213913867,0.12627986348122866,1.379158619101828,0.0,0.0,15.24,91.19666666666667,216.72,106.43666666666667
383,Miles Austin,WR,DAL,2013.0,29.0,87.35,0.0,49.0,24.0,244.0,0.0,49.0,11.0,8.0,20.0,2.2,22.2,10.2,0.0,4.23,4.66,68.0,15.0,1.29,1.02,10,35.0,6.2,32.8259385665529,13.781569965870306,586.0,95.70784982935156,375.0,63.96962457337884,4226.0,244.5387372013652,33.0,5.634641638225256,12.0,2.074061433447099,78.25767918088738,7.252218430034129,11.278327645051196,6.375767918088738,6.564368600682593,7.439078498293517,35.0,5.569112627986348,97.84786689419796,7.5,11,15.9,7.7,4.7,2.3,586.0,375.0,64.0,4226.0,33.0,12.0,35.0,272.0,95.7,3954.0,247.1,336.0,1504.0,4.48,12.0,80.0,94.0,97.0,177.0,44.0,318.0,232.0,94.0,40.5,45.0,5730.0,282.0,0.5187713310580204,0.6023890784982935,2213.0,0.4763369616658779,0.5340747752011359,0.05773781353525793,0.08361774744027303,0.6904971169726765,0.0,0.0,15.24,91.19666666666667,216.72,106.43666666666667
384,Demaryius Thomas,WR,DEN,2013.0,26.0,22.74,0.0,142.0,92.0,1430.0,14.0,64.8,16.0,16.0,78.0,5.8,89.4,15.5,2.0,4.07,4.38,64.0,16.0,1.3,0.63,1,20.0,3.6,37.0,16.0,659.0,115.1,450.0,68.3,5477.0,342.3,55.0,8.3,10.0,1.5,78.0,8.3,12.2,7.910000000000001,8.87,9.3,18.0,2.7,11.06,33.5,2,60.3,4.2,5.4,4.2,675.0,461.0,68.3,5572.0,55.0,10.0,20.0,128.0,114.4,5444.0,340.2,461.0,1873.0,4.06,16.0,107.0,117.1,145.0,162.0,23.0,330.0,210.0,76.0,36.2,71.0,7445.0,389.0,0.4237037037037037,0.634074074074074,3496.0,0.3725771715721464,0.6292175161521896,0.2566403445800431,0.21037037037037037,1.2199452999403457,0.0,0.0,22.74,18.7,60.68,41.44
385,Eric Decker,WR,DEN,2013.0,26.0,60.68,0.0,136.0,87.0,1288.0,11.0,64.0,16.0,16.0,61.0,5.4,80.5,14.8,2.0,4.07,4.38,64.0,16.0,1.3,0.63,1,20.0,3.6,37.0,16.0,659.0,115.1,450.0,68.3,5477.0,342.3,55.0,8.3,10.0,1.5,78.0,8.3,12.2,7.910000000000001,8.87,9.3,18.0,2.7,11.06,33.5,2,60.3,4.2,5.4,4.2,675.0,461.0,68.3,5572.0,55.0,10.0,20.0,128.0,114.4,5444.0,340.2,461.0,1873.0,4.06,16.0,107.0,117.1,145.0,162.0,23.0,330.0,210.0,76.0,36.2,71.0,7445.0,389.0,0.4237037037037037,0.6251851851851852,3496.0,0.3725771715721464,0.6037329504666188,0.23115577889447236,0.20148148148148148,1.1472805202483003,0.0,0.0,22.74,18.7,60.68,41.44
386,Wes Welker,WR,DEN,2013.0,32.0,40.9,0.0,111.0,73.0,778.0,10.0,65.8,13.0,13.0,33.0,5.6,59.8,10.7,1.0,4.07,4.38,64.0,16.0,1.3,0.63,1,20.0,3.6,37.0,16.0,659.0,115.1,450.0,68.3,5477.0,342.3,55.0,8.3,10.0,1.5,78.0,8.3,12.2,7.910000000000001,8.87,9.3,18.0,2.7,11.06,33.5,2,60.3,4.2,5.4,4.2,675.0,461.0,68.3,5572.0,55.0,10.0,20.0,128.0,114.4,5444.0,340.2,461.0,1873.0,4.06,16.0,107.0,117.1,145.0,162.0,23.0,330.0,210.0,76.0,36.2,71.0,7445.0,389.0,0.4237037037037037,0.5881481481481481,3496.0,0.3725771715721464,0.5122038765254846,0.13962670495333812,0.16444444444444445,0.8490813139054345,0.0,0.0,22.74,18.7,60.68,41.44
387,Josh Gordon,WR,CLE,2013.0,22.0,91.2,0.0,159.0,87.0,1646.0,9.0,54.7,14.0,14.0,95.0,6.2,117.6,18.9,0.0,3.83,3.53,70.0,20.0,0.95,0.36,17,49.0,7.5,30.65,6.116176470588236,680.0,75.11323529411764,378.0,55.59647058823529,4361.0,218.28691176470588,25.0,3.700735294117647,20.0,2.938088235294118,81.2308823529412,6.439264705882354,11.575441176470587,5.533970588235293,4.9878382352941175,5.796323529411764,49.0,6.682941176470589,199.4183529411765,-14.4,27,-9.2,-7.0,7.8,-0.6,681.0,379.0,55.7,4372.0,26.0,20.0,49.0,325.0,75.7,4047.0,252.9,348.0,1383.0,3.97,4.0,77.0,86.4,76.0,149.0,16.0,241.0,203.0,67.0,33.0,30.0,5755.0,258.0,0.6211453744493391,0.8546255506607929,2111.0,0.5171546203110704,0.8936413540713632,0.3764867337602928,0.23348017621145375,1.6124997842186124,0.0,0.0,91.2,35.175,161.55,126.375
388,Greg Little,WR,CLE,2013.0,24.0,161.55,0.0,99.0,41.0,465.0,2.0,41.4,16.0,13.0,47.0,2.6,29.1,11.3,0.0,3.83,3.53,70.0,20.0,0.95,0.36,17,49.0,7.5,30.65,6.116176470588236,680.0,75.11323529411764,378.0,55.59647058823529,4361.0,218.28691176470588,25.0,3.700735294117647,20.0,2.938088235294118,81.2308823529412,6.439264705882354,11.575441176470587,5.533970588235293,4.9878382352941175,5.796323529411764,49.0,6.682941176470589,199.4183529411765,-14.4,27,-9.2,-7.0,7.8,-0.6,681.0,379.0,55.7,4372.0,26.0,20.0,49.0,325.0,75.7,4047.0,252.9,348.0,1383.0,3.97,4.0,77.0,86.4,76.0,149.0,16.0,241.0,203.0,67.0,33.0,30.0,5755.0,258.0,0.6211453744493391,0.7665198237885462,2111.0,0.5171546203110704,0.6235132662397072,0.10635864592863678,0.14537444933920704,0.7316185644181985,0.0,0.0,91.2,35.175,161.55,126.375
389,Anquan Boldin,WR,SFO,2013.0,33.0,89.28,0.0,129.0,85.0,1179.0,7.0,65.9,16.0,16.0,63.0,5.3,73.7,13.9,0.0,3.57,4.05,55.0,24.0,1.12,0.98,22,39.0,7.8,26.0,16.0,416.0,91.6,243.0,58.39999999999999,3197.0,199.8,21.0,5.0,8.0,1.9,64.0,7.700000000000001,13.2,6.52,6.65,7.799999999999999,39.0,8.6,81.38000000000002,9.1,5,31.8,2.3,8.9,-4.6,417.0,244.0,58.5,3210.0,21.0,8.0,39.0,231.0,91.7,2979.0,186.2,505.0,2201.0,4.36,18.0,115.0,137.6,70.0,96.0,25.0,191.0,204.0,49.0,24.0,39.0,5411.0,167.0,0.5995203836930456,0.9088729016786571,1497.0,0.5336448598130841,0.9009345794392524,0.36728971962616824,0.30935251798561153,1.1872853727450554,0.0,0.0,89.28,58.92666666666668,195.07,148.20666666666668
390,Michael Crabtree,WR,SFO,2013.0,26.0,160.27,0.0,33.0,19.0,284.0,1.0,57.6,5.0,5.0,60.0,3.8,56.8,14.9,1.0,3.57,4.05,55.0,24.0,1.12,0.98,22,39.0,7.8,26.0,16.0,416.0,91.6,243.0,58.39999999999999,3197.0,199.8,21.0,5.0,8.0,1.9,64.0,7.700000000000001,13.2,6.52,6.65,7.799999999999999,39.0,8.6,81.38000000000002,9.1,5,31.8,2.3,8.9,-4.6,417.0,244.0,58.5,3210.0,21.0,8.0,39.0,231.0,91.7,2979.0,186.2,505.0,2201.0,4.36,18.0,115.0,137.6,70.0,96.0,25.0,191.0,204.0,49.0,24.0,39.0,5411.0,167.0,0.5995203836930456,0.6786570743405276,1497.0,0.5336448598130841,0.6221183800623054,0.08847352024922119,0.07913669064748201,1.1179835740583406,0.0,0.0,89.28,58.92666666666668,195.07,148.20666666666668
391,Quinton Patton,WR,SFO,2013.0,23.0,195.07,0.0,5.0,3.0,34.0,0.0,60.0,6.0,0.0,29.0,0.5,5.7,11.3,0.0,3.57,4.05,55.0,24.0,1.12,0.98,22,39.0,7.8,26.0,16.0,416.0,91.6,243.0,58.39999999999999,3197.0,199.8,21.0,5.0,8.0,1.9,64.0,7.700000000000001,13.2,6.52,6.65,7.799999999999999,39.0,8.6,81.38000000000002,9.1,5,31.8,2.3,8.9,-4.6,417.0,244.0,58.5,3210.0,21.0,8.0,39.0,231.0,91.7,2979.0,186.2,505.0,2201.0,4.36,18.0,115.0,137.6,70.0,96.0,25.0,191.0,204.0,49.0,24.0,39.0,5411.0,167.0,0.5995203836930456,0.6115107913669064,1497.0,0.5336448598130841,0.5442367601246105,0.01059190031152648,0.011990407673860911,0.8833644859813083,0.0,0.0,89.28,58.92666666666668,195.07,148.20666666666668
392,Jordy Nelson,WR,GNB,2013.0,28.0,54.29,0.0,127.0,85.0,1314.0,8.0,66.9,16.0,16.0,76.0,5.3,82.1,15.5,0.0,4.11,4.52,83.0,16.0,1.24,0.95,26,45.0,8.3,29.052631578947373,7.342105263157895,380.0,95.87631578947368,248.0,65.29736842105264,3253.0,271.66315789473686,18.0,4.7631578947368425,11.0,2.9289473684210527,75.65789473684211,8.534210526315789,13.076315789473686,7.697105263157894,7.343947368421053,8.218421052631577,24.0,5.947368421052633,59.3728947368421,8.6,3,12.2,11.0,14.6,3.0,570.0,366.0,64.2,4538.0,25.0,16.0,45.0,270.0,91.7,4268.0,266.8,459.0,2136.0,4.65,17.0,119.0,133.5,76.0,206.0,36.0,318.0,221.0,91.0,41.2,42.0,6674.0,267.0,0.531578947368421,0.7543859649122807,2564.0,0.4349933891582195,0.7245482591449979,0.2895548699867783,0.22280701754385965,1.2995769755312099,0.0,0.0,30.08,22.673333333333332,73.89,52.75333333333333
393,James Jones,WR,GNB,2013.0,29.0,73.89,0.0,93.0,59.0,817.0,3.0,63.4,14.0,14.0,83.0,4.2,58.4,13.8,2.0,4.11,4.52,83.0,16.0,1.24,0.95,26,45.0,8.3,29.052631578947373,7.342105263157895,380.0,95.87631578947368,248.0,65.29736842105264,3253.0,271.66315789473686,18.0,4.7631578947368425,11.0,2.9289473684210527,75.65789473684211,8.534210526315789,13.076315789473686,7.697105263157894,7.343947368421053,8.218421052631577,24.0,5.947368421052633,59.3728947368421,8.6,3,12.2,11.0,14.6,3.0,570.0,366.0,64.2,4538.0,25.0,16.0,45.0,270.0,91.7,4268.0,266.8,459.0,2136.0,4.65,17.0,119.0,133.5,76.0,206.0,36.0,318.0,221.0,91.0,41.2,42.0,6674.0,267.0,0.531578947368421,0.6947368421052631,2564.0,0.4349933891582195,0.6150286469810489,0.18003525782282945,0.1631578947368421,1.1034419027850837,0.0,0.0,30.08,22.673333333333332,73.89,52.75333333333333
394,Randall Cobb,WR,GNB,2013.0,23.0,30.08,0.0,47.0,31.0,433.0,4.0,66.0,6.0,4.0,48.0,5.2,72.2,14.0,0.0,4.11,4.52,83.0,16.0,1.24,0.95,26,45.0,8.3,29.052631578947373,7.342105263157895,380.0,95.87631578947368,248.0,65.29736842105264,3253.0,271.66315789473686,18.0,4.7631578947368425,11.0,2.9289473684210527,75.65789473684211,8.534210526315789,13.076315789473686,7.697105263157894,7.343947368421053,8.218421052631577,24.0,5.947368421052633,59.3728947368421,8.6,3,12.2,11.0,14.6,3.0,570.0,366.0,64.2,4538.0,25.0,16.0,45.0,270.0,91.7,4268.0,266.8,459.0,2136.0,4.65,17.0,119.0,133.5,76.0,206.0,36.0,318.0,221.0,91.0,41.2,42.0,6674.0,267.0,0.531578947368421,0.6140350877192983,2564.0,0.4349933891582195,0.5304098721903923,0.09541648303217276,0.0824561403508772,1.1571786240072015,0.0,0.0,30.08,22.673333333333332,73.89,52.75333333333333
395,Calvin Johnson,WR,DET,2013.0,28.0,6.53,0.0,156.0,84.0,1492.0,12.0,53.8,14.0,14.0,87.0,6.0,106.6,17.8,1.0,3.94,4.23,76.0,19.0,1.26,0.68,2,23.0,4.5,25.0,16.0,634.0,84.2,371.0,58.5,4650.0,290.6,29.0,4.6,19.0,3.0,87.0,7.3,12.5,6.82,6.4,6.9,23.0,3.5,37.59,-1.9,8,9.9,-11.9,4.5,2.9,634.0,371.0,58.5,4650.0,29.0,19.0,23.0,168.0,84.2,4482.0,280.1,445.0,1792.0,4.03,15.0,106.0,112.0,69.0,151.0,38.0,258.0,224.0,87.0,38.8,44.0,6442.0,225.0,0.6451104100946372,0.8911671924290221,2038.0,0.5617204301075269,0.8825806451612903,0.32086021505376344,0.24605678233438485,1.3040088227185003,0.0,0.0,6.53,113.30333333333333,212.44,119.83333333333333
396,Nate Burleson,WR,DET,2013.0,32.0,212.44,0.0,55.0,39.0,461.0,1.0,70.9,9.0,8.0,47.0,4.3,51.2,11.8,1.0,3.94,4.23,76.0,19.0,1.26,0.68,2,23.0,4.5,25.0,16.0,634.0,84.2,371.0,58.5,4650.0,290.6,29.0,4.6,19.0,3.0,87.0,7.3,12.5,6.82,6.4,6.9,23.0,3.5,37.59,-1.9,8,9.9,-11.9,4.5,2.9,634.0,371.0,58.5,4650.0,29.0,19.0,23.0,168.0,84.2,4482.0,280.1,445.0,1792.0,4.03,15.0,106.0,112.0,69.0,151.0,38.0,258.0,224.0,87.0,38.8,44.0,6442.0,225.0,0.6451104100946372,0.7318611987381703,2038.0,0.5617204301075269,0.6608602150537635,0.09913978494623656,0.08675078864353312,1.1428113391984358,0.0,0.0,6.53,113.30333333333333,212.44,119.83333333333333
397,Ryan Broyles,WR,DET,2013.0,25.0,140.53,0.0,14.0,8.0,85.0,0.0,57.1,6.0,3.0,22.0,1.3,14.2,10.6,0.0,3.94,4.23,76.0,19.0,1.26,0.68,2,23.0,4.5,25.0,16.0,634.0,84.2,371.0,58.5,4650.0,290.6,29.0,4.6,19.0,3.0,87.0,7.3,12.5,6.82,6.4,6.9,23.0,3.5,37.59,-1.9,8,9.9,-11.9,4.5,2.9,634.0,371.0,58.5,4650.0,29.0,19.0,23.0,168.0,84.2,4482.0,280.1,445.0,1792.0,4.03,15.0,106.0,112.0,69.0,151.0,38.0,258.0,224.0,87.0,38.8,44.0,6442.0,225.0,0.6451104100946372,0.6671924290220821,2038.0,0.5617204301075269,0.5800000000000001,0.01827956989247312,0.022082018927444796,0.8278033794162826,0.0,0.0,6.53,113.30333333333333,212.44,119.83333333333333
398,Larry Fitzgerald,WR,ARI,2013.0,30.0,26.94,0.0,135.0,82.0,954.0,10.0,60.7,16.0,16.0,75.0,5.1,59.6,11.6,1.0,3.84,3.89,73.0,19.0,1.0,0.71,13,41.0,6.8,34.0,16.0,572.0,83.9,362.0,63.3,4274.0,267.1,24.0,4.2,22.0,3.8,91.0,7.5,11.8,6.5,5.67,6.6,41.0,6.7,135.8,-2.4,32,10.8,-9.2,3.7,-4.0,574.0,363.0,63.2,4291.0,24.0,22.0,41.0,289.0,83.9,4002.0,250.1,422.0,1540.0,3.65,12.0,84.0,96.2,58.0,224.0,22.0,304.0,239.0,91.0,38.1,36.0,5831.0,324.0,0.4355400696864111,0.6707317073170731,2466.0,0.42530878583080867,0.6476345840130506,0.2223257981822419,0.23519163763066203,0.9452963567156063,0.0,0.0,26.94,81.10666666666667,180.11,108.04666666666667
399,Michael Floyd,WR,ARI,2013.0,24.0,117.09,0.0,113.0,65.0,1041.0,5.0,57.5,16.0,16.0,91.0,4.1,65.1,16.0,0.0,3.84,3.89,73.0,19.0,1.0,0.71,13,41.0,6.8,34.0,16.0,572.0,83.9,362.0,63.3,4274.0,267.1,24.0,4.2,22.0,3.8,91.0,7.5,11.8,6.5,5.67,6.6,41.0,6.7,135.8,-2.4,32,10.8,-9.2,3.7,-4.0,574.0,363.0,63.2,4291.0,24.0,22.0,41.0,289.0,83.9,4002.0,250.1,422.0,1540.0,3.65,12.0,84.0,96.2,58.0,224.0,22.0,304.0,239.0,91.0,38.1,36.0,5831.0,324.0,0.4355400696864111,0.632404181184669,2466.0,0.42530878583080867,0.6679095781869029,0.24260079235609416,0.19686411149825783,1.2323261487822836,0.0,0.0,26.94,81.10666666666667,180.11,108.04666666666667
400,Andre Roberts,WR,ARI,2013.0,25.0,180.11,0.0,76.0,43.0,471.0,2.0,56.6,16.0,2.0,34.0,2.7,29.4,11.0,0.0,3.84,3.89,73.0,19.0,1.0,0.71,13,41.0,6.8,34.0,16.0,572.0,83.9,362.0,63.3,4274.0,267.1,24.0,4.2,22.0,3.8,91.0,7.5,11.8,6.5,5.67,6.6,41.0,6.7,135.8,-2.4,32,10.8,-9.2,3.7,-4.0,574.0,363.0,63.2,4291.0,24.0,22.0,41.0,289.0,83.9,4002.0,250.1,422.0,1540.0,3.65,12.0,84.0,96.2,58.0,224.0,22.0,304.0,239.0,91.0,38.1,36.0,5831.0,324.0,0.4355400696864111,0.5679442508710801,2466.0,0.42530878583080867,0.5350734094616639,0.10976462363085528,0.13240418118466898,0.8290117626856701,0.0,0.0,26.94,81.10666666666667,180.11,108.04666666666667
401,T.Y. Hilton,WR,IND,2013.0,24.0,76.56,0.0,139.0,82.0,1083.0,5.0,59.0,16.0,10.0,73.0,5.1,67.7,13.2,1.0,3.89,3.96,65.0,18.0,1.09,0.63,6,32.0,5.6,24.0,16.0,570.0,87.0,343.0,60.2,3822.0,238.9,23.0,4.0,9.0,1.6,73.0,6.7,11.1,5.97,6.06,6.8,32.0,5.3,36.49,4.3,18,8.3,3.1,11.2,-0.4,582.0,350.0,60.1,3952.0,23.0,10.0,32.0,227.0,86.5,3725.0,232.8,409.0,1743.0,4.26,15.0,88.0,108.9,116.0,217.0,30.0,363.0,187.0,91.0,48.7,38.0,5695.0,261.0,0.5515463917525774,0.7903780068728522,1895.0,0.520495951417004,0.7945344129554656,0.27403846153846156,0.23883161512027493,1.1474128389596017,0.0,0.0,47.15,46.49666666666666,157.23,93.64666666666666
402,Reggie Wayne,WR,IND,2013.0,35.0,47.15,0.0,58.0,38.0,503.0,2.0,65.5,7.0,7.0,35.0,5.4,71.9,13.2,0.0,3.89,3.96,65.0,18.0,1.09,0.63,6,32.0,5.6,24.0,16.0,570.0,87.0,343.0,60.2,3822.0,238.9,23.0,4.0,9.0,1.6,73.0,6.7,11.1,5.97,6.06,6.8,32.0,5.3,36.49,4.3,18,8.3,3.1,11.2,-0.4,582.0,350.0,60.1,3952.0,23.0,10.0,32.0,227.0,86.5,3725.0,232.8,409.0,1743.0,4.26,15.0,88.0,108.9,116.0,217.0,30.0,363.0,187.0,91.0,48.7,38.0,5695.0,261.0,0.5515463917525774,0.6512027491408935,1895.0,0.520495951417004,0.6477732793522267,0.12727732793522267,0.09965635738831616,1.2771621527293033,0.0,0.0,47.15,46.49666666666666,157.23,93.64666666666666
