player,player_key,pos,point_salary,selection_rate,predicted_salary_residual,surcharge_full,surcharge_half,year
Devontez Walker,devontezwalker,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Diontae Johnson,diontaejohnson,WR,15.334696,0.045,-1.1987547309853088,0.0,0.0,2024
Dj Chark,djchark,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Dj Moore,djmoore,WR,41.03538,0.024,-1.9424935856246917,0.0,0.0,2024
Dk Metcalf,dkmetcalf,WR,43.87555,0.099,-0.6905150787768197,0.0,0.0,2024
Donovan Peoples Jones,donovanpeoplesjones,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Dontayvion Wicks,dontayvionwicks,WR,1.4501592,0.033,-1.1675364172976852,0.0,0.0,2024
Drake London,drakelondon,WR,55.142426,0.019,-2.4876335198627,0.0,0.0,2024
Drake Maye,drakemaye,QB,1.0,0.0,-1.0494574833073553,0.0,0.0,2024
Dyami Brown,dyamibrown,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Elijah Moore,elijahmoore,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Evan Engram,evanengram,TE,16.334702,0.01,-1.262254787485315,0.0,0.0,2024
Ezekiel Elliott,ezekielelliott,RB,11.237591,0.193,1.8225485899797407,1.8225485899797407,0.9112742949898703,2024
Gabriel Davis,gabrieldavis,WR,1.2371304,0.025,-1.199949542169508,0.0,0.0,2024
George Kittle,georgekittle,TE,14.800437,0.361,1.9865737234651177,1.9865737234651177,0.9932868617325589,2024
Greg Dortch,gregdortch,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Gus Edwards,gusedwards,RB,12.052279,0.054,-0.20857393874252303,0.0,0.0,2024
Hunter Henry,hunterhenry,TE,1.0,0.0,-1.0462402172254393,0.0,0.0,2024
Isiah Pacheco,isiahpacheco,RB,71.55287,0.019,-2.4978620863579066,0.0,0.0,2024
Jahan Dotson,jahandotson,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jake Bobo,jakebobo,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jake Ferguson,jakeferguson,TE,5.705464,0.162,-0.11361361017012944,0.0,0.0,2024
Jakobi Meyers,jakobimeyers,WR,3.6274428,0.007,-1.3124709815656186,0.0,0.0,2024
Jaleel Mclaughlin,jaleelmclaughlin,RB,1.8463255,0.006,-0.7406772309617062,0.0,0.0,2024
Jalen Hurts,jalenhurts,QB,34.510796,0.348,0.689097293624714,0.689097293624714,0.344548646812357,2024
Jalen Mcmillan,jalenmcmillan,WR,1.0,0.005,-1.280816664166645,0.0,0.0,2024
Jalen Nailor,jalennailor,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jalen Reagor,jalenreagor,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jalen Tolbert,jalentolbert,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jalin Hyatt,jalinhyatt,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Ja'Lynn Polk,jalynnpolk,WR,2.8080509,0.024,-1.2193646747856328,0.0,0.0,2024
James Cook,jamescook,RB,55.351105,0.018,-1.8815785570404095,0.0,0.0,2024
Jameson Williams,jamesonwilliams,WR,5.683289,0.034,-1.1937666251799577,0.0,0.0,2024
Jared Goff,jaredgoff,QB,1.2642816,0.0,-1.053918770141592,0.0,0.0,2024
Ja'Tavion Sanders,jatavionsanders,TE,1.0,0.0,-1.0462402172254393,0.0,0.0,2024
Jauan Jennings,jauanjennings,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Javonte Williams,javontewilliams,RB,21.557549,0.156,1.5469416373645382,1.5469416373645382,0.7734708186822691,2024
Jaxon Smith Njigba,jaxonsmithnjigba,WR,12.004047,0.15,-0.36799517116006814,0.0,0.0,2024
Jayden Daniels,jaydendaniels,QB,4.7634077,0.01,-1.1369009941640114,0.0,0.0,2024
Jayden Reed,jaydenreed,WR,13.36077,0.258,0.5387094904567531,0.5387094904567531,0.26935474522837655,2024
Jaylen Waddle,jaylenwaddle,WR,36.615616,0.225,1.284146064566689,1.284146064566689,0.6420730322833444,2024
Jaylen Warren,jaylenwarren,RB,15.054993,0.096,0.4384421024563065,0.4384421024563065,0.21922105122815325,2024
Jermaine Burton,jermaineburton,WR,1.0,0.008,-1.2683688866671,0.0,0.0,2024
Jerome Ford,jeromeford,RB,9.564592,0.057,-0.15591057766546554,0.0,0.0,2024
Jerry Jeudy,jerryjeudy,WR,2.0734696,0.051,-1.0908806092584606,0.0,0.0,2024
Jk Dobbins,jkdobbins,RB,5.0411267,0.018,-0.640548618805088,0.0,0.0,2024
Joe Burrow,joeburrow,QB,12.381477,0.032,-1.26027074287944,0.0,0.0,2024
Joe Mixon,joemixon,RB,54.300434,0.009,-2.098033270999811,0.0,0.0,2024
Jonathan Mingo,jonathanmingo,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Jonathan Taylor,jonathantaylor,RB,92.758545,0.015,-3.688158436524101,0.0,0.0,2024
Jonathon Brooks,jonathonbrooks,RB,4.0205135,0.537,5.752274581747681,5.752274581747681,2.8761372908738405,2024
Jordan Addison,jordanaddison,WR,8.963299,0.423,1.3750592555189018,1.3750592555189018,0.6875296277594509,2024
Jordan Love,jordanlove,QB,5.3505692,0.0,-1.1270290551817934,0.0,0.0,2024
Jordan Whittington,jordanwhittington,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Josh Allen,joshallen,QB,37.74592,0.093,-1.2006710149040507,0.0,0.0,2024
Josh Downs,joshdowns,WR,1.0,0.022,-1.210279258335889,0.0,0.0,2024
Josh Jacobs,joshjacobs,RB,52.61924,0.0,-2.2831712671126487,0.0,0.0,2024
Josh Reynolds,joshreynolds,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Joshua Palmer,joshuapalmer,WR,2.9372435,0.02,-1.2397238455919921,0.0,0.0,2024
Justin Fields,justinfields,QB,1.0,0.0,-1.0494574833073553,0.0,0.0,2024
Justin Herbert,justinherbert,QB,1.0,0.004,-1.0625818128034457,0.0,0.0,2024
Justin Jefferson,justinjefferson,WR,85.8862,0.055,-2.6920020259136215,0.0,0.0,2024
Justin Watson,justinwatson,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Kalif Raymond,kalifraymond,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Kavontae Turpin,kavontaeturpin,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Keenan Allen,keenanallen,WR,17.091728,0.092,-0.7803150839205684,0.0,0.0,2024
Kendre Miller,kendremiller,RB,1.0,0.018,-0.5918944374622501,0.0,0.0,2024
Kendrick Bourne,kendrickbourne,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Keon Coleman,keoncoleman,WR,10.3895445,0.227,0.1390579408865686,0.1390579408865686,0.0695289704432843,2024
Khalil Herbert,khalilherbert,RB,1.1624969,0.003,-0.7644724753596057,0.0,0.0,2024
Khalil Shakir,khalilshakir,WR,3.6436942,0.034,-1.1780208981698748,0.0,0.0,2024
Kimani Vidal,kimanividal,RB,1.0,0.004,-0.7505552021670712,0.0,0.0,2024
Kirk Cousins,kirkcousins,QB,1.0,0.0,-1.0494574833073553,0.0,0.0,2024
Kj Osborn,kjosborn,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Kyle Pitts,kylepitts,TE,13.759158,0.291,1.2725777159987894,1.2725777159987894,0.6362888579993947,2024
Kyler Murray,kylermurray,QB,7.8548255,0.023,-1.2010452224353088,0.0,0.0,2024
Ladd Mcconkey,laddmcconkey,WR,11.103771,0.097,-0.7813781549491972,0.0,0.0,2024
Lamar Jackson,lamarjackson,QB,24.600977,0.072,-1.2722099222289798,0.0,0.0,2024
Luke Mccaffrey,lukemccaffrey,WR,1.0,0.001,-1.2974137008327051,0.0,0.0,2024
Luke Musgrave,lukemusgrave,TE,1.0,0.01,-0.9984169008393227,0.0,0.0,2024
Mack Hollins,mackhollins,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Malachi Corley,malachicorley,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Malik Nabers,maliknabers,WR,48.63627,0.154,0.33960723671821175,0.33960723671821175,0.16980361835910587,2024
Malik Washington,malikwashington,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Mark Andrews,markandrews,TE,23.790682,0.27,1.6959311557395964,1.6959311557395964,0.8479655778697982,2024
Marquez Valdes Scantling,marquezvaldesscantling,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Marquise Brown,marquisebrown,WR,3.0136757,0.011,-1.2836948993214832,0.0,0.0,2024
Marshawn Lloyd,marshawnlloyd,RB,1.0,0.011,-0.6712248198146606,0.0,0.0,2024
Marvin Harrison,marvinharrison,WR,62.220314,0.417,6.638662702574696,6.638662702574696,3.319331351287348,2024
Marvin Mims,marvinmims,WR,1.0,0.002,-1.2932644416661903,0.0,0.0,2024
Michael Wilson,michaelwilson,WR,1.0,0.006,-1.27666740500013,0.0,0.0,2024
Mike Evans,mikeevans,WR,51.902824,0.056,-1.6217581429984997,0.0,0.0,2024
Mike Williams,mikewilliams,WR,2.4775858,0.0,-1.3269223277057252,0.0,0.0,2024
Najee Harris,najeeharris,RB,24.826162,0.206,2.565376061360596,2.565376061360596,1.282688030680298,2024
Nathaniel Dell,nathanieldell,WR,23.0865,0.215,0.614326491735784,0.614326491735784,0.307163245867892,2024
Nelson Agholor,nelsonagholor,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Nick Chubb,nickchubb,RB,10.743702,0.078,0.14359185209780106,0.14359185209780106,0.07179592604890053,2024
Nick Westbrook Ikhine,nickwestbrookikhine,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Noah Brown,noahbrown,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Noah Fant,noahfant,TE,1.0,0.0,-1.0462402172254393,0.0,0.0,2024
Odell Beckham,odellbeckham,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Parker Washington,parkerwashington,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Parris Campbell,parriscampbell,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Pat Freiermuth,patfreiermuth,TE,1.0,0.04,-0.8549469516809731,0.0,0.0,2024
Patrick Mahomes,patrickmahomes,QB,25.710163,0.108,-1.1134500068457385,0.0,0.0,2024
Puka Nacua,pukanacua,WR,74.167015,0.11,-0.7626297813248184,0.0,0.0,2024
Quentin Johnston,quentinjohnston,WR,1.0,0.003,-1.2891151824996752,0.0,0.0,2024
Rachaad White,rachaadwhite,RB,58.512814,0.052,-0.9922937840117634,0.0,0.0,2024
Rashee Rice,rasheerice,WR,9.054703,0.693,3.19668463232274,3.19668463232274,1.59834231616137,2024
Rashid Shaheed,rashidshaheed,WR,1.8964758,0.042,-1.130597035031155,0.0,0.0,2024
Rashod Bateman,rashodbateman,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Ray Davis,raydavis,RB,2.7389581,0.006,-0.7545254255316645,0.0,0.0,2024
Ray Ray Mccloud,rayraymccloud,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Ricky Pearsall,rickypearsall,WR,1.0,0.025,-1.197831480836344,0.0,0.0,2024
Rico Dowdle,ricodowdle,RB,5.2483997,0.053,-0.19935706696439198,0.0,0.0,2024
Roman Wilson,romanwilson,WR,1.0,0.012,-1.2517718500010395,0.0,0.0,2024
Romeo Doubs,romeodoubs,WR,3.410053,0.035,-1.171425655044274,0.0,0.0,2024
Rome Odunze,romeodunze,WR,13.6633,0.255,0.5321422397599729,0.5321422397599729,0.26607111987998644,2024
Roschon Johnson,roschonjohnson,RB,1.0,0.0,-0.7958868492255917,0.0,0.0,2024
Sam Darnold,samdarnold,QB,1.0,0.0,-1.0494574833073553,0.0,0.0,2024
Saquon Barkley,saquonbarkley,RB,89.00415,0.003,-3.957596947198244,0.0,0.0,2024
Skyy Moore,skyymoore,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Stefon Diggs,stefondiggs,WR,34.79703,0.105,-0.5723136822240873,0.0,0.0,2024
Tank Bigsby,tankbigsby,RB,1.0,0.0,-0.7958868492255917,0.0,0.0,2024
Tee Higgins,teehiggins,WR,26.655128,0.328,2.148356843621504,2.148356843621504,1.074178421810752,2024
Terry Mclaurin,terrymclaurin,WR,18.881811,0.028,-1.4013694801625038,0.0,0.0,2024
Tim Patrick,timpatrick,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Tj Hockenson,tjhockenson,TE,1.3294423,0.126,-0.436045121900674,0.0,0.0,2024
Tony Pollard,tonypollard,RB,17.653961,0.038,-0.5087310952643493,0.0,0.0,2024
Travis Kelce,traviskelce,TE,38.454235,0.176,0.9338080691484818,0.9338080691484818,0.4669040345742409,2024
Trenton Irwin,trentonirwin,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Trent Sherfield,trentsherfield,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Tre Tucker,tretucker,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Trevor Lawrence,trevorlawrence,QB,1.0,0.0,-1.0494574833073553,0.0,0.0,2024
Trey Benson,treybenson,RB,6.279318,0.025,-0.5659039226668164,0.0,0.0,2024
Treylon Burks,treylonburks,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Trey Palmer,treypalmer,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Troy Franklin,troyfranklin,WR,1.0,0.001,-1.2974137008327051,0.0,0.0,2024
Tua Tagovailoa,tuatagovailoa,QB,1.0,0.002,-1.0560196480554005,0.0,0.0,2024
Tutu Atwell,tutuatwell,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Ty Chandler,tychandler,RB,3.2591283,0.014,-0.6663609752121871,0.0,0.0,2024
Tyjae Spears,tyjaespears,RB,13.810685,0.278,3.2325039158033007,3.2325039158033007,1.6162519579016503,2024
Tyler Allgeier,tylerallgeier,RB,1.6519815,0.012,-0.668471012997977,0.0,0.0,2024
Tyler Boyd,tylerboyd,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Tyler Conklin,tylerconklin,TE,1.0,0.0,-1.0462402172254393,0.0,0.0,2024
Tyler Lockett,tylerlockett,WR,3.4948232,0.0,-1.3449705108789418,0.0,0.0,2024
Tyler Scott,tylerscott,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Tyreek Hill,tyreekhill,WR,93.94115,0.107,-1.268359654315928,0.0,0.0,2024
Tyrone Tracy,tyronetracy,RB,1.9829302,0.0,-0.8126436228226837,0.0,0.0,2024
Van Jefferson,vanjefferson,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Wan'Dale Robinson,wandalerobinson,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Xavier Gipson,xaviergipson,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Xavier Legette,xavierlegette,WR,2.2690284,0.089,-0.918115453564186,0.0,0.0,2024
Xavier Worthy,xavierworthy,WR,14.860576,0.259,0.6358322752471333,0.6358322752471333,0.31791613762356663,2024
Zach Charbonnet,zachcharbonnet,RB,2.7311728,0.014,-0.6593398324614983,0.0,0.0,2024
Zack Moss,zackmoss,RB,12.206762,0.035,-0.49229314824415316,0.0,0.0,2024
Zamir White,zamirwhite,RB,25.460066,0.076,0.10559222292845305,0.10559222292845305,0.052796111464226525,2024
Zay Flowers,zayflowers,WR,27.327839,0.338,2.324152717846285,2.324152717846285,1.1620763589231424,2024
Zay Jones,zayjones,WR,1.0,0.0,-1.3015629599992202,0.0,0.0,2024
Aaron Jones,aaronjones,RB,25.4209,0.034,-0.5917033917292018,0.0,0.0,2025
Adam Thielen,adamthielen,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Aj Brown,ajbrown,WR,65.61007,0.0,-4.053084609635803,0.0,0.0,2025
Alvin Kamara,alvinkamara,RB,50.354187,0.006,-2.1552400592924394,0.0,0.0,2025
Amon Ra St Brown,amonrastbrown,WR,80.29101,0.095,-1.874716294728118,0.0,0.0,2025
Anthony Richardson,anthonyrichardson,QB,1.0,0.0,-0.4396374687857383,0.0,0.0,2025
Ashton Jeanty,ashtonjeanty,RB,93.068825,0.069,-2.1537652392164666,0.0,0.0,2025
Austin Ekeler,austinekeler,RB,5.0678387,0.086,0.4072870641470576,0.4072870641470576,0.2036435320735288,2025
Baker Mayfield,bakermayfield,QB,10.872529,0.031,-0.8099414213299676,0.0,0.0,2025
Bhayshul Tuten,bhayshultuten,RB,4.928857,0.04,-0.08863203392658303,0.0,0.0,2025
Bijan Robinson,bijanrobinson,RB,107.931076,0.057,-3.5033817203465714,0.0,0.0,2025
Bo Nix,bonix,QB,3.3732195,0.035,-0.6952076182045495,0.0,0.0,2025
Braelon Allen,braelonallen,RB,3.4710608,0.006,-0.41817041653012377,0.0,0.0,2025
Brandon Aiyuk,brandonaiyuk,WR,1.2517618,0.0,-1.3190030344695929,0.0,0.0,2025
Breece Hall,breecehall,RB,42.63145,0.048,-0.7969320694410206,0.0,0.0,2025
Brenton Strange,brentonstrange,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Brian Robinson,brianrobinson,RB,5.1800995,0.0,-0.5266418673893984,0.0,0.0,2025
Brock Purdy,brockpurdy,QB,3.8573275,0.075,-0.9166877695177307,0.0,0.0,2025
Cade Otton,cadeotton,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Caleb Williams,calebwilliams,QB,1.3425131,0.005,-0.479528569718277,0.0,0.0,2025
Calvin Ridley,calvinridley,WR,21.896526,0.085,-0.8819675519496085,0.0,0.0,2025
Cam Skattebo,camskattebo,RB,10.3675,0.12,0.8381534935693622,0.8381534935693622,0.4190767467846811,2025
Cedric Tillman,cedrictillman,WR,1.0,0.004,-1.290265539809976,0.0,0.0,2025
Ceedee Lamb,ceedeelamb,WR,89.91533,0.045,-4.026626039611772,0.0,0.0,2025
Chigoziem Okonkwo,chigoziemokonkwo,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Chris Godwin,chrisgodwin,WR,9.852265,0.018,-1.405390351424696,0.0,0.0,2025
Chris Olave,chrisolave,WR,14.251862,0.208,0.4013874417239186,0.4013874417239186,0.2006937208619593,2025
Christian Kirk,christiankirk,WR,1.5657611,0.0,-1.3271275414663704,0.0,0.0,2025
Cj Stroud,cjstroud,QB,1.0,0.01,-0.5029500235864814,0.0,0.0,2025
Colston Loveland,colstonloveland,TE,3.6581948,0.06,-0.4203935310744473,0.0,0.0,2025
Cooper Kupp,cooperkupp,WR,9.040404,0.161,-0.19725406058872264,0.0,0.0,2025
Dak Prescott,dakprescott,QB,3.5367737,0.082,-0.9544796157705362,0.0,0.0,2025
Dallas Goedert,dallasgoedert,TE,1.0,0.022,-0.6112017244728277,0.0,0.0,2025
Dalton Kincaid,daltonkincaid,TE,1.0,0.056,-0.4265729275297195,0.0,0.0,2025
D'Andre Swift,dandreswift,RB,34.54504,0.009,-1.3794116804168572,0.0,0.0,2025
Daniel Jones,danieljones,QB,1.0,0.0,-0.4396374687857383,0.0,0.0,2025
Darnell Mooney,darnellmooney,WR,2.6930087,0.021,-1.2276988711858143,0.0,0.0,2025
David Montgomery,davidmontgomery,RB,24.223436,0.068,0.030478569147553536,0.030478569147553536,0.015239284573776768,2025
David Njoku,davidnjoku,TE,6.2686996,0.054,-0.4826079812118908,0.0,0.0,2025
Deebo Samuel,deebosamuel,WR,10.771782,0.343,1.466210776599521,1.466210776599521,0.7331053882997605,2025
Demario Douglas,demariodouglas,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Devon Achane,devonachane,RB,83.083984,0.131,0.642031955897159,0.642031955897159,0.3210159779485795,2025
Devonta Smith,devontasmith,WR,23.627628,0.284,1.7506640260998299,1.7506640260998299,0.8753320130499149,2025
Dj Moore,djmoore,WR,28.098827,0.05,-1.4570708368908687,0.0,0.0,2025
Dk Metcalf,dkmetcalf,WR,28.248724,0.105,-0.6422182029614775,0.0,0.0,2025
Drake London,drakelondon,WR,65.33932,0.002,-3.9819769027559304,0.0,0.0,2025
Drake Maye,drakemaye,QB,1.0,0.004,-0.46496249070603557,0.0,0.0,2025
Dylan Sampson,dylansampson,RB,5.6767263,0.07,0.23167336584576503,0.23167336584576503,0.11583668292288252,2025
Emeka Egbuka,emekaegbuka,WR,12.948682,0.475,2.926864669720467,2.926864669720467,1.4634323348602336,2025
Evan Engram,evanengram,TE,5.991453,0.02,-0.7224987213571543,0.0,0.0,2025
Garrett Wilson,garrettwilson,WR,41.479836,0.079,-1.2437346461371381,0.0,0.0,2025
Geno Smith,genosmith,QB,1.0,0.0,-0.4396374687857383,0.0,0.0,2025
George Kittle,georgekittle,TE,35.141586,0.089,-0.387362392404904,0.0,0.0,2025
George Pickens,georgepickens,WR,20.705307,0.272,1.4265153936033717,1.4265153936033717,0.7132576968016858,2025
Hunter Henry,hunterhenry,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Isaac Guerendo,isaacguerendo,RB,1.0,0.0,-0.4148398236473372,0.0,0.0,2025
Isaiah Likely,isaiahlikely,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Isiah Pacheco,isiahpacheco,RB,27.559938,0.055,-0.2613104320401573,0.0,0.0,2025
Jack Bech,jackbech,WR,1.0,0.001,-1.306960746143046,0.0,0.0,2025
Jacory Croskey Merritt,jacorycroskeymerritt,RB,15.098838,0.184,1.794067870346233,1.794067870346233,0.8970339351731165,2025
Jahmyr Gibbs,jahmyrgibbs,RB,100.782486,0.133,0.23257416476990833,0.23257416476990833,0.11628708238495417,2025
Jake Ferguson,jakeferguson,TE,1.0,0.027,-0.5840504308047232,0.0,0.0,2025
Jakobi Meyers,jakobimeyers,WR,13.180522,0.15,-0.2044179611247996,0.0,0.0,2025
Jalen Hurts,jalenhurts,QB,36.843166,0.073,-1.2605894575608017,0.0,0.0,2025
Jalen Milroe,jalenmilroe,QB,1.0,0.0,-0.4396374687857383,0.0,0.0,2025
Ja'Marr Chase,jamarrchase,WR,103.12789,0.025,-5.626406842089861,0.0,0.0,2025
James Conner,jamesconner,RB,33.54271,0.39,6.491706119063023,6.491706119063023,3.2458530595315116,2025
James Cook,jamescook,RB,53.560352,0.012,-2.151303468508234,0.0,0.0,2025
Jameson Williams,jamesonwilliams,WR,21.631334,0.077,-0.9809361337455947,0.0,0.0,2025
Jared Goff,jaredgoff,QB,2.5113137,0.052,-0.7813813728335705,0.0,0.0,2025
Jauan Jennings,jauanjennings,WR,8.640735,0.053,-1.0904009843966245,0.0,0.0,2025
Javonte Williams,javontewilliams,RB,10.604761,0.124,0.8914899081757865,0.8914899081757865,0.4457449540878933,2025
Jayden Daniels,jaydendaniels,QB,37.547985,0.088,-1.1819397728968115,0.0,0.0,2025
Jayden Higgins,jaydenhiggins,WR,4.9841084,0.054,-1.0448451991957346,0.0,0.0,2025
Jayden Reed,jaydenreed,WR,6.086593,0.156,-0.3104377280875118,0.0,0.0,2025
Jaydon Blue,jaydonblue,RB,7.2259464,0.022,-0.3303243317195438,0.0,0.0,2025
Jaylen Waddle,jaylenwaddle,WR,19.822311,0.216,0.7040538575332975,0.7040538575332975,0.35202692876664876,2025
Jaylen Warren,jaylenwarren,RB,15.419524,0.037,-0.30743822972368345,0.0,0.0,2025
Jaylen Wright,jaylenwright,RB,1.0,0.0,-0.4148398236473372,0.0,0.0,2025
Jerome Ford,jeromeford,RB,2.7698889,0.024,-0.22015888235195094,0.0,0.0,2025
Jj Mccarthy,jjmccarthy,QB,1.0,0.009,-0.49661876810640715,0.0,0.0,2025
Jk Dobbins,jkdobbins,RB,9.78719,0.053,-0.0012448997574846243,0.0,0.0,2025
Joe Burrow,joeburrow,QB,30.288078,0.027,-1.314374676251602,0.0,0.0,2025
Joe Mixon,joemixon,RB,18.37921,0.063,0.02931296507927783,0.02931296507927783,0.014656482539638915,2025
Jonathan Taylor,jonathantaylor,RB,74.603615,0.189,2.8284271511002896,2.8284271511002896,1.4142135755501448,2025
Jonnu Smith,jonnusmith,TE,1.0,0.003,-0.7143766404116231,0.0,0.0,2025
Jordan Addison,jordanaddison,WR,10.297868,0.123,-0.49820850224499474,0.0,0.0,2025
Jordan Love,jordanlove,QB,1.0,0.006,-0.4776250016661841,0.0,0.0,2025
Jordan Mason,jordanmason,RB,11.646822,0.046,-0.11615814838082492,0.0,0.0,2025
Josh Allen,joshallen,QB,44.35436,0.055,-1.5729483766719452,0.0,0.0,2025
Josh Downs,joshdowns,WR,5.4840536,0.039,-1.156008908390786,0.0,0.0,2025
Josh Jacobs,joshjacobs,RB,73.52512,0.007,-3.400460561256386,0.0,0.0,2025
Joshua Palmer,joshuapalmer,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Justin Fields,justinfields,QB,2.4001517,0.074,-0.909180849842063,0.0,0.0,2025
Justin Herbert,justinherbert,QB,1.0,0.011,-0.5092812790665556,0.0,0.0,2025
Justin Jefferson,justinjefferson,WR,90.59634,0.07,-3.160541795056767,0.0,0.0,2025
Kaleb Johnson,kalebjohnson,RB,23.605194,0.13,1.1031488702136873,1.1031488702136873,0.5515744351068437,2025
Kareem Hunt,kareemhunt,RB,1.0,0.0,-0.4148398236473372,0.0,0.0,2025
Keenan Allen,keenanallen,WR,2.4576511,0.037,-1.1261443571536836,0.0,0.0,2025
Kenneth Walker,kennethwalker,RB,46.25869,0.028,-1.410249542536564,0.0,0.0,2025
Keon Coleman,keoncoleman,WR,4.7495246,0.051,-1.0632232893713114,0.0,0.0,2025
Khalil Shakir,khalilshakir,WR,7.738216,0.099,-0.7183012147469318,0.0,0.0,2025
Kyle Pitts,kylepitts,TE,1.0,0.026,-0.5894806895383444,0.0,0.0,2025
Kyler Murray,kylermurray,QB,4.6900487,0.082,-0.9536188490616619,0.0,0.0,2025
Lamar Jackson,lamarjackson,QB,43.539394,0.045,-1.6312655411408907,0.0,0.0,2025
Luther Burden,lutherburden,WR,3.0093837,0.009,-1.308872267921347,0.0,0.0,2025
Malik Nabers,maliknabers,WR,80.21205,0.122,-0.9908449572630779,0.0,0.0,2025
Mark Andrews,markandrews,TE,9.111056,0.25,1.0946741698290412,1.0946741698290412,0.5473370849145206,2025
Marquise Brown,marquisebrown,WR,1.0,0.01,-1.2568751271438368,0.0,0.0,2025
Marvin Harrison,marvinharrison,WR,34.618427,0.192,0.8060574893401515,0.8060574893401515,0.40302874467007577,2025
Marvin Mims,marvinmims,WR,1.6890359,0.033,-1.1389131547604454,0.0,0.0,2025
Mason Taylor,masontaylor,TE,1.0,0.0,-0.7306674166124856,0.0,0.0,2025
Matthew Golden,matthewgolden,WR,14.1004095,0.446,2.7855667006530145,2.7855667006530145,1.3927833503265072,2025
Michael Pittman,michaelpittman,WR,8.364203,0.133,-0.440695279728036,0.0,0.0,2025
Michael Wilson,michaelwilson,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
Mike Evans,mikeevans,WR,36.118053,0.089,-0.9701188913767291,0.0,0.0,2025
Najee Harris,najeeharris,RB,1.0,0.036,-0.07524569899275688,0.0,0.0,2025
Nick Chubb,nickchubb,RB,4.456877,0.004,-0.46419184103109895,0.0,0.0,2025
Omarion Hampton,omarionhampton,RB,58.466553,0.083,-0.33293942366894935,0.0,0.0,2025
Patrick Mahomes,patrickmahomes,QB,14.648767,0.221,-1.2065688852038803,0.0,0.0,2025
Puka Nacua,pukanacua,WR,79.36184,0.068,-2.7163697079384685,0.0,0.0,2025
Quentin Johnston,quentinjohnston,WR,1.0,0.0,-1.312525814920736,0.0,0.0,2025
