year,policy,player,bench_rosters_candidate,predicted_best_rosters_candidate,realized_hit_rosters_candidate,bench_rosters_control,predicted_best_rosters_control,realized_hit_rosters_control,bench_rosters_effect,predicted_best_rosters_effect,realized_hit_rosters_effect
2023,best1_lex0,Christian Kirk,27.0,1.0,0.0,39.0,7.0,0.0,-12,-6,0
2023,best1_lex0,Jerick Mckinnon,11.0,0.0,0.0,23.0,0.0,0.0,-12,0,0
2023,best1_lex0,Evan Engram,7.0,0.0,0.0,20.0,0.0,0.0,-13,0,0
2023,best1_lex0,Greg Dulcich,11.0,0.0,0.0,24.0,0.0,0.0,-13,0,0
2023,best1_lex0,David Njoku,27.0,0.0,27.0,44.0,0.0,44.0,-17,0,-17
2023,best1_lex0,Pat Freiermuth,30.0,0.0,0.0,69.0,0.0,0.0,-39,0,0
2023,best1_lex0,Adam Thielen,2.0,0.0,2.0,63.0,0.0,63.0,-61,0,-61
2023,best1_lex2,Tyjae Spears,125.0,5.0,0.0,,,,125,5,0
2023,best1_lex2,Kendre Miller,148.0,39.0,0.0,42.0,25.0,0.0,106,14,0
2023,best1_lex2,Devon Achane,140.0,137.0,140.0,81.0,81.0,81.0,59,56,59
2023,best1_lex2,Tyler Allgeier,35.0,0.0,0.0,,,,35,0,0
2023,best1_lex2,Zach Charbonnet,63.0,25.0,62.0,35.0,27.0,34.0,28,-2,28
2023,best1_lex2,Brian Robinson,22.0,9.0,22.0,5.0,3.0,5.0,17,6,17
2023,best1_lex2,Jordan Addison,16.0,5.0,16.0,5.0,3.0,5.0,11,2,11
2023,best1_lex2,Gabriel Davis,22.0,0.0,0.0,12.0,5.0,0.0,10,-5,0
2023,best1_lex2,Clyde Edwards Helaire,10.0,0.0,0.0,1.0,0.0,0.0,9,0,0
2023,best1_lex2,Kenneth Gainwell,18.0,0.0,0.0,9.0,0.0,0.0,9,0,0
2023,best1_lex2,Rashaad Penny,31.0,1.0,0.0,22.0,7.0,0.0,9,-6,0
2023,best1_lex2,Zay Flowers,73.0,23.0,73.0,68.0,42.0,68.0,5,-19,5
2023,best1_lex2,Dandre Swift,5.0,0.0,5.0,1.0,1.0,1.0,4,-1,4
2023,best1_lex2,Kyren Williams,4.0,0.0,4.0,,,,4,0,4
2023,best1_lex2,Michael Carter,6.0,0.0,0.0,2.0,0.0,0.0,4,0,0
2023,best1_lex2,Rashod Bateman,20.0,0.0,20.0,16.0,3.0,16.0,4,-3,4
2023,best1_lex2,Tank Bigsby,4.0,1.0,0.0,,,,4,1,0
2023,best1_lex2,Deon Jackson,4.0,0.0,0.0,2.0,0.0,0.0,2,0,0
2023,best1_lex2,Kenyan Drake,14.0,0.0,0.0,12.0,1.0,0.0,2,-1,0
2023,best1_lex2,Malik Davis,2.0,0.0,0.0,,,,2,0,0
2023,best1_lex2,Treylon Burks,17.0,0.0,0.0,15.0,3.0,0.0,2,-3,0
2023,best1_lex2,Jayden Reed,1.0,0.0,1.0,,,,1,0,1
2023,best1_lex2,Zach Evans,1.0,0.0,0.0,,,,1,0,0
2023,best1_lex2,Alexander Mattison,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Chuba Hubbard,2.0,0.0,2.0,2.0,0.0,2.0,0,0,0
2023,best1_lex2,Cordarrelle Patterson,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0
2023,best1_lex2,Darius Slayton,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Isiah Pacheco,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Jahan Dotson,5.0,0.0,0.0,5.0,2.0,0.0,0,-2,0
2023,best1_lex2,Jaxon Smith Njigba,5.0,0.0,5.0,5.0,0.0,5.0,0,0,0
2023,best1_lex2,Jonathan Mingo,2.0,0.0,0.0,2.0,1.0,0.0,0,-1,0
2023,best1_lex2,Joshua Palmer,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2023,best1_lex2,Marvin Mims,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Mike Evans,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0
2023,best1_lex2,Mike Williams,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2023,best1_lex2,Miles Sanders,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2023,best1_lex2,Mohamed Ibrahim,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Raheem Mostert,14.0,1.0,0.0,14.0,2.0,0.0,0,-1,0
2023,best1_lex2,Richie James,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Robert Woods,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Terry Mclaurin,5.0,0.0,5.0,5.0,0.0,5.0,0,0,0
2023,best1_lex2,Tyler Boyd,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2023,best1_lex2,Brandon Aiyuk,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2023,best1_lex2,Jerry Jeudy,4.0,0.0,4.0,5.0,1.0,5.0,-1,-1,-1
2023,best1_lex2,Kadarius Toney,19.0,0.0,0.0,20.0,3.0,0.0,-1,-3,0
2023,best1_lex2,Rashid Shaheed,2.0,0.0,2.0,3.0,0.0,3.0,-1,0,-1
2023,best1_lex2,Courtland Sutton,3.0,0.0,3.0,5.0,1.0,5.0,-2,-1,-2
2023,best1_lex2,Dj Chark,3.0,0.0,0.0,5.0,0.0,0.0,-2,0,0
2023,best1_lex2,Elijah Higgins,1.0,0.0,0.0,3.0,0.0,0.0,-2,0,0
2023,best1_lex2,Jalin Hyatt,6.0,0.0,0.0,8.0,0.0,0.0,-2,0,0
2023,best1_lex2,Juju Smith Schuster,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2023,best1_lex2,Kj Osborn,1.0,0.0,0.0,3.0,0.0,0.0,-2,0,0
2023,best1_lex2,Michael Thomas,8.0,0.0,0.0,10.0,0.0,0.0,-2,0,0
2023,best1_lex2,Nico Collins,5.0,0.0,5.0,7.0,1.0,7.0,-2,-1,-2
2023,best1_lex2,Samaje Perine,5.0,0.0,0.0,7.0,1.0,0.0,-2,-1,0
2023,best1_lex2,Sean Tucker,4.0,0.0,0.0,6.0,0.0,0.0,-2,0,0
2023,best1_lex2,Tyler Lockett,3.0,0.0,0.0,5.0,1.0,0.0,-2,-1,0
2023,best1_lex2,Dalton Schultz,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2023,best1_lex2,David Montgomery,6.0,0.0,6.0,9.0,0.0,9.0,-3,0,-3
2023,best1_lex2,Jameson Williams,25.0,0.0,25.0,28.0,1.0,28.0,-3,-1,-3
2023,best1_lex2,Jaylen Warren,15.0,0.0,0.0,18.0,1.0,0.0,-3,-1,0
2023,best1_lex2,Jeff Wilson,2.0,0.0,0.0,5.0,0.0,0.0,-3,0,0
2023,best1_lex2,Tj Hockenson,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2023,best1_lex2,Gus Edwards,3.0,0.0,0.0,7.0,0.0,0.0,-4,0,0
2023,best1_lex2,Alec Pierce,3.0,0.0,0.0,8.0,0.0,0.0,-5,0,0
2023,best1_lex2,Allen Lazard,2.0,0.0,2.0,7.0,0.0,7.0,-5,0,-5
2023,best1_lex2,George Pickens,9.0,0.0,9.0,14.0,0.0,14.0,-5,0,-5
2023,best1_lex2,Marquez Valdes Scantling,2.0,0.0,0.0,7.0,0.0,0.0,-5,0,0
2023,best1_lex2,Quentin Johnston,11.0,0.0,0.0,16.0,0.0,0.0,-5,0,0
2023,best1_lex2,Rondale Moore,9.0,0.0,0.0,14.0,0.0,0.0,-5,0,0
2023,best1_lex2,Tyler Higbee,1.0,0.0,0.0,6.0,0.0,0.0,-5,0,0
2023,best1_lex2,Antonio Gibson,38.0,1.0,0.0,44.0,10.0,0.0,-6,-9,0
2023,best1_lex2,Chigoziem Okonkwo,4.0,0.0,0.0,10.0,0.0,0.0,-6,0,0
2023,best1_lex2,Romeo Doubs,8.0,0.0,0.0,14.0,0.0,0.0,-6,0,0
2023,best1_lex2,Dj Moore,2.0,0.0,2.0,9.0,0.0,9.0,-7,0,-7
2023,best1_lex2,Jamaal Williams,4.0,0.0,0.0,11.0,1.0,0.0,-7,-1,0
2023,best1_lex2,Khalil Herbert,4.0,0.0,0.0,11.0,1.0,0.0,-7,-1,0
2023,best1_lex2,Marquise Brown,10.0,2.0,0.0,17.0,6.0,0.0,-7,-4,0
2023,best1_lex2,Michael Pittman,11.0,0.0,0.0,18.0,1.0,0.0,-7,-1,0
2023,best1_lex2,Jakobi Meyers,5.0,0.0,5.0,13.0,0.0,13.0,-8,0,-8
2023,best1_lex2,Juwan Johnson,4.0,0.0,0.0,12.0,0.0,0.0,-8,0,0
2023,best1_lex2,Kyle Pitts,9.0,0.0,0.0,17.0,0.0,0.0,-8,0,0
2023,best1_lex2,Zay Jones,1.0,0.0,0.0,9.0,0.0,0.0,-8,0,0
2023,best1_lex2,Damien Harris,12.0,0.0,0.0,21.0,1.0,0.0,-9,-1,0
2023,best1_lex2,Devin Singletary,7.0,0.0,0.0,16.0,0.0,0.0,-9,0,0
2023,best1_lex2,Donta Foreman,6.0,0.0,0.0,15.0,0.0,0.0,-9,0,0
2023,best1_lex2,Elijah Moore,2.0,0.0,0.0,11.0,0.0,0.0,-9,0,0
2023,best1_lex2,Ezekiel Elliott,5.0,0.0,0.0,14.0,0.0,0.0,-9,0,0
2023,best1_lex2,Evan Engram,9.0,0.0,0.0,20.0,0.0,0.0,-11,0,0
2023,best1_lex2,George Kittle,4.0,0.0,4.0,15.0,0.0,15.0,-11,0,-11
2023,best1_lex2,Aj Dillon,10.0,0.0,0.0,22.0,6.0,0.0,-12,-6,0
2023,best1_lex2,Christian Kirk,27.0,1.0,0.0,39.0,7.0,0.0,-12,-6,0
2023,best1_lex2,Jerick Mckinnon,11.0,0.0,0.0,23.0,0.0,0.0,-12,0,0
2023,best1_lex2,Josh Downs,3.0,0.0,3.0,15.0,0.0,15.0,-12,0,-12
2023,best1_lex2,Greg Dulcich,11.0,0.0,0.0,24.0,0.0,0.0,-13,0,0
2023,best1_lex2,David Njoku,24.0,0.0,24.0,44.0,0.0,44.0,-20,0,-20
2023,best1_lex2,Pat Freiermuth,26.0,0.0,0.0,69.0,0.0,0.0,-43,0,0
2023,best1_lex2,Adam Thielen,2.0,0.0,2.0,63.0,0.0,63.0,-61,0,-61
2023,not_selected_by_candidate,Brandin Cooks,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Chase Claypool,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Dalvin Cook,,,,1.0,1.0,0.0,-1,-1,0
2023,not_selected_by_candidate,Darnell Mooney,,,,1.0,0.0,1.0,-1,0,-1
2023,not_selected_by_candidate,Darren Waller,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Diontae Johnson,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Khalil Shakir,,,,1.0,0.0,1.0,-1,0,-1
2023,not_selected_by_candidate,Michael Gallup,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Parris Campbell,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Sam Laporta,,,,1.0,0.0,1.0,-1,0,-1
2023,not_selected_by_candidate,Terrace Marshall,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Tiyon Evans,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Tyquan Thornton,,,,1.0,0.0,0.0,-1,0,0
2023,not_selected_by_candidate,Latavius Murray,,,,2.0,0.0,0.0,-2,0,0
2023,not_selected_by_candidate,Cole Kmet,,,,4.0,0.0,0.0,-4,0,0
2023,not_selected_by_candidate,Chase Edmonds,,,,5.0,0.0,0.0,-5,0,0
2024,best1_lex0,Zach Charbonnet,180.0,174.0,180.0,11.0,10.0,11.0,169,164,169
2024,best1_lex0,Trey Benson,93.0,23.0,0.0,13.0,11.0,0.0,80,12,0
2024,best1_lex0,Blake Corum,38.0,5.0,0.0,5.0,3.0,0.0,33,2,0
2024,best1_lex0,Ray Davis,32.0,4.0,0.0,,,,32,4,0
2024,best1_lex0,Chase Brown,117.0,21.0,117.0,86.0,77.0,86.0,31,-56,31
2024,best1_lex0,Bucky Irving,27.0,3.0,27.0,3.0,3.0,3.0,24,0,24
2024,best1_lex0,Tyjae Spears,35.0,10.0,0.0,20.0,16.0,0.0,15,-6,0
2024,best1_lex0,Kendre Miller,24.0,2.0,0.0,14.0,6.0,0.0,10,-4,0
2024,best1_lex0,Tyrone Tracy,10.0,1.0,0.0,1.0,1.0,0.0,9,0,0
2024,best1_lex0,Braelon Allen,8.0,1.0,0.0,,,,8,1,0
2024,best1_lex0,Jerome Ford,19.0,3.0,0.0,15.0,9.0,0.0,4,-6,0
2024,best1_lex0,Jonathon Brooks,14.0,0.0,0.0,10.0,5.0,0.0,4,-5,0
2024,best1_lex0,Austin Ekeler,13.0,1.0,0.0,12.0,6.0,0.0,1,-5,0
2024,best1_lex0,Jaleel Mclaughlin,5.0,0.0,0.0,4.0,0.0,0.0,1,0,0
2024,best1_lex0,Javonte Williams,8.0,0.0,8.0,7.0,0.0,7.0,1,0,1
2024,best1_lex0,Khalil Herbert,1.0,0.0,0.0,,,,1,0,0
2024,best1_lex0,Kimani Vidal,2.0,0.0,2.0,1.0,1.0,1.0,1,-1,1
2024,best1_lex0,Nathaniel Dell,3.0,0.0,0.0,2.0,1.0,0.0,1,-1,0
2024,best1_lex0,Rashee Rice,2.0,0.0,2.0,1.0,0.0,1.0,1,0,1
2024,best1_lex0,Aaron Jones,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2024,best1_lex0,Devin Singletary,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0
2024,best1_lex0,Ricky Pearsall,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2024,best1_lex0,Rico Dowdle,12.0,0.0,12.0,12.0,7.0,12.0,0,-7,0
2024,best1_lex0,Zamir White,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2024,best1_lex0,Chris Godwin,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2024,best1_lex0,George Kittle,2.0,0.0,2.0,3.0,0.0,3.0,-1,0,-1
2024,best1_lex0,Marshawn Lloyd,2.0,0.0,0.0,3.0,0.0,0.0,-1,0,0
2024,best1_lex0,Roschon Johnson,2.0,0.0,0.0,3.0,0.0,0.0,-1,0,0
2024,best1_lex0,Tony Pollard,8.0,0.0,4.0,9.0,1.0,5.0,-1,-1,-1
2024,best1_lex0,Alexander Mattison,1.0,0.0,0.0,3.0,0.0,0.0,-2,0,0
2024,best1_lex0,Brian Thomas,41.0,0.0,0.0,43.0,17.0,0.0,-2,-17,0
2024,best1_lex0,Diontae Johnson,5.0,0.0,0.0,7.0,0.0,0.0,-2,0,0
2024,best1_lex0,Ezekiel Elliott,16.0,0.0,0.0,18.0,2.0,0.0,-2,-2,0
2024,best1_lex0,Gus Edwards,9.0,0.0,0.0,11.0,0.0,0.0,-2,0,0
2024,best1_lex0,Marquise Brown,3.0,0.0,0.0,5.0,0.0,0.0,-2,0,0
2024,best1_lex0,Christian Kirk,2.0,0.0,0.0,5.0,1.0,0.0,-3,-1,0
2024,best1_lex0,Jk Dobbins,13.0,0.0,13.0,16.0,0.0,16.0,-3,0,-3
2024,best1_lex0,Keenan Allen,4.0,0.0,0.0,7.0,0.0,0.0,-3,0,0
2024,best1_lex0,Ty Chandler,10.0,0.0,0.0,13.0,0.0,0.0,-3,0,0
2024,best1_lex0,Chuba Hubbard,27.0,0.0,0.0,31.0,8.0,0.0,-4,-8,0
2024,best1_lex0,Gabriel Davis,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2024,best1_lex0,Jerry Jeudy,2.0,0.0,0.0,6.0,0.0,0.0,-4,0,0
2024,best1_lex0,Pat Freiermuth,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2024,best1_lex0,Courtland Sutton,1.0,0.0,1.0,6.0,0.0,6.0,-5,0,-5
2024,best1_lex0,Jaylen Warren,10.0,0.0,10.0,15.0,0.0,15.0,-5,0,-5
2024,best1_lex0,Khalil Shakir,2.0,0.0,0.0,7.0,0.0,0.0,-5,0,0
2024,best1_lex0,Nick Chubb,28.0,0.0,0.0,33.0,1.0,0.0,-5,-1,0
2024,best1_lex0,Terry Mclaurin,5.0,0.0,0.0,10.0,0.0,0.0,-5,0,0
2024,best1_lex0,Tyler Allgeier,3.0,0.0,0.0,8.0,2.0,0.0,-5,-2,0
2024,best1_lex0,Zack Moss,11.0,0.0,0.0,16.0,2.0,0.0,-5,-2,0
2024,best1_lex0,Adonai Mitchell,7.0,0.0,0.0,14.0,0.0,0.0,-7,0,0
2024,best1_lex0,Deandre Hopkins,1.0,0.0,0.0,8.0,0.0,0.0,-7,0,0
2024,best1_lex0,Rashid Shaheed,2.0,0.0,0.0,9.0,0.0,0.0,-7,0,0
2024,best1_lex0,Rome Odunze,54.0,0.0,0.0,61.0,22.0,0.0,-7,-22,0
2024,best1_lex0,Ja'Lynn Polk,3.0,0.0,0.0,11.0,0.0,0.0,-8,0,0
2024,best1_lex0,Joshua Palmer,2.0,0.0,0.0,10.0,0.0,0.0,-8,0,0
2024,best1_lex0,Ladd Mcconkey,31.0,0.0,0.0,39.0,10.0,0.0,-8,-10,0
2024,best1_lex0,Dallas Goedert,2.0,0.0,2.0,11.0,0.0,11.0,-9,0,-9
2024,best1_lex0,Dalton Schultz,6.0,0.0,0.0,15.0,0.0,0.0,-9,0,0
2024,best1_lex0,Xavier Legette,3.0,0.0,0.0,12.0,0.0,0.0,-9,0,0
2024,best1_lex0,Xavier Worthy,45.0,1.0,0.0,54.0,14.0,0.0,-9,-13,0
2024,best1_lex0,Kyle Pitts,16.0,0.0,7.0,26.0,0.0,13.0,-10,0,-6
2024,best1_lex0,Demario Douglas,3.0,0.0,0.0,15.0,0.0,0.0,-12,0,0
2024,best1_lex0,Jaxon Smith Njigba,26.0,0.0,26.0,38.0,0.0,38.0,-12,0,-12
2024,best1_lex0,Brian Robinson,35.0,1.0,0.0,48.0,8.0,0.0,-13,-7,0
2024,best1_lex0,Christian Watson,14.0,0.0,0.0,31.0,0.0,0.0,-17,0,0
2024,best1_lex0,Keon Coleman,17.0,0.0,0.0,34.0,1.0,0.0,-17,-1,0
2024,best1_lex0,David Njoku,6.0,0.0,0.0,24.0,0.0,0.0,-18,0,0
2024,best1_lex0,Jake Ferguson,5.0,0.0,0.0,23.0,0.0,0.0,-18,0,0
2024,best1_lex0,Jayden Reed,19.0,0.0,0.0,37.0,0.0,0.0,-18,0,0
2024,best1_lex0,Jordan Addison,55.0,0.0,0.0,74.0,5.0,0.0,-19,-5,0
2024,best1_lex0,Tj Hockenson,5.0,0.0,0.0,28.0,0.0,0.0,-23,0,0
2024,best1_lex0,Brock Bowers,32.0,0.0,32.0,70.0,0.0,70.0,-38,0,-38
2024,best1_lex2,Zach Charbonnet,192.0,186.0,192.0,11.0,10.0,11.0,181,176,181
2024,best1_lex2,Trey Benson,99.0,18.0,0.0,13.0,11.0,0.0,86,7,0
2024,best1_lex2,Ray Davis,36.0,4.0,0.0,,,,36,4,0
2024,best1_lex2,Blake Corum,36.0,2.0,0.0,5.0,3.0,0.0,31,-1,0
2024,best1_lex2,Chase Brown,117.0,23.0,117.0,86.0,77.0,86.0,31,-54,31
2024,best1_lex2,Bucky Irving,25.0,1.0,25.0,3.0,3.0,3.0,22,-2,22
2024,best1_lex2,Tyjae Spears,35.0,8.0,0.0,20.0,16.0,0.0,15,-8,0
2024,best1_lex2,Kendre Miller,25.0,1.0,0.0,14.0,6.0,0.0,11,-5,0
2024,best1_lex2,Tyrone Tracy,8.0,1.0,0.0,1.0,1.0,0.0,7,0,0
2024,best1_lex2,Jonathon Brooks,14.0,0.0,0.0,10.0,5.0,0.0,4,-5,0
2024,best1_lex2,Austin Ekeler,15.0,1.0,0.0,12.0,6.0,0.0,3,-5,0
2024,best1_lex2,Braelon Allen,3.0,0.0,0.0,,,,3,0,0
2024,best1_lex2,Rico Dowdle,15.0,1.0,15.0,12.0,7.0,12.0,3,-6,3
2024,best1_lex2,Jerome Ford,17.0,2.0,0.0,15.0,9.0,0.0,2,-7,0
2024,best1_lex2,Kimani Vidal,2.0,0.0,2.0,1.0,1.0,1.0,1,-1,1
2024,best1_lex2,Nathaniel Dell,3.0,0.0,0.0,2.0,1.0,0.0,1,-1,0
2024,best1_lex2,Rashee Rice,2.0,0.0,2.0,1.0,0.0,1.0,1,0,1
2024,best1_lex2,Aaron Jones,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2024,best1_lex2,Calvin Ridley,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2024,best1_lex2,Devin Singletary,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0
2024,best1_lex2,Javonte Williams,7.0,0.0,7.0,7.0,0.0,7.0,0,0,0
2024,best1_lex2,Ricky Pearsall,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0
2024,best1_lex2,Zamir White,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0
2024,best1_lex2,Chris Godwin,1.0,0.0,0.0,2.0,0.0,0.0,-1,0,0
2024,best1_lex2,George Kittle,2.0,0.0,2.0,3.0,0.0,3.0,-1,0,-1
2024,best1_lex2,Jaleel Mclaughlin,3.0,0.0,0.0,4.0,0.0,0.0,-1,0,0
2024,best1_lex2,Marshawn Lloyd,2.0,0.0,0.0,3.0,0.0,0.0,-1,0,0
2024,best1_lex2,Roschon Johnson,2.0,0.0,0.0,3.0,0.0,0.0,-1,0,0
2024,best1_lex2,Ty Chandler,12.0,0.0,0.0,13.0,0.0,0.0,-1,0,0
2024,best1_lex2,Chuba Hubbard,29.0,0.0,0.0,31.0,8.0,0.0,-2,-8,0
2024,best1_lex2,Jk Dobbins,14.0,0.0,14.0,16.0,0.0,16.0,-2,0,-2
2024,best1_lex2,Tony Pollard,7.0,0.0,3.0,9.0,1.0,5.0,-2,-1,-2
2024,best1_lex2,Christian Kirk,2.0,0.0,0.0,5.0,1.0,0.0,-3,-1,0
2024,best1_lex2,Diontae Johnson,4.0,0.0,0.0,7.0,0.0,0.0,-3,0,0
2024,best1_lex2,Gus Edwards,8.0,0.0,0.0,11.0,0.0,0.0,-3,0,0
2024,best1_lex2,Luke Musgrave,1.0,0.0,0.0,4.0,0.0,0.0,-3,0,0
2024,best1_lex2,Brian Thomas,39.0,0.0,0.0,43.0,17.0,0.0,-4,-17,0
2024,best1_lex2,Ezekiel Elliott,14.0,0.0,0.0,18.0,2.0,0.0,-4,-2,0
2024,best1_lex2,Gabriel Davis,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2024,best1_lex2,Jerry Jeudy,2.0,0.0,0.0,6.0,0.0,0.0,-4,0,0
2024,best1_lex2,Keenan Allen,3.0,0.0,0.0,7.0,0.0,0.0,-4,0,0
2024,best1_lex2,Marquise Brown,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2024,best1_lex2,Pat Freiermuth,1.0,0.0,0.0,5.0,0.0,0.0,-4,0,0
2024,best1_lex2,Jameson Williams,1.0,0.0,1.0,6.0,0.0,6.0,-5,0,-5
2024,best1_lex2,Khalil Shakir,2.0,0.0,0.0,7.0,0.0,0.0,-5,0,0
2024,best1_lex2,Ladd Mcconkey,34.0,0.0,0.0,39.0,10.0,0.0,-5,-10,0
2024,best1_lex2,Rome Odunze,56.0,0.0,0.0,61.0,22.0,0.0,-5,-22,0
2024,best1_lex2,Tyler Allgeier,3.0,0.0,0.0,8.0,2.0,0.0,-5,-2,0
2024,best1_lex2,Jaylen Warren,9.0,0.0,9.0,15.0,0.0,15.0,-6,0,-6
2024,best1_lex2,Terry Mclaurin,4.0,0.0,0.0,10.0,0.0,0.0,-6,0,0
2024,best1_lex2,Zack Moss,10.0,0.0,0.0,16.0,2.0,0.0,-6,-2,0
2024,best1_lex2,Adonai Mitchell,7.0,0.0,0.0,14.0,0.0,0.0,-7,0,0
2024,best1_lex2,Deandre Hopkins,1.0,0.0,0.0,8.0,0.0,0.0,-7,0,0
2024,best1_lex2,Nick Chubb,26.0,0.0,0.0,33.0,1.0,0.0,-7,-1,0
2024,best1_lex2,Ja'Lynn Polk,3.0,0.0,0.0,11.0,0.0,0.0,-8,0,0
2024,best1_lex2,Rashid Shaheed,1.0,0.0,0.0,9.0,0.0,0.0,-8,0,0
2024,best1_lex2,Xavier Worthy,46.0,1.0,0.0,54.0,14.0,0.0,-8,-13,0
2024,best1_lex2,Dalton Schultz,6.0,0.0,0.0,15.0,0.0,0.0,-9,0,0
2024,best1_lex2,Joshua Palmer,1.0,0.0,0.0,10.0,0.0,0.0,-9,0,0
2024,best1_lex2,Dallas Goedert,1.0,0.0,1.0,11.0,0.0,11.0,-10,0,-10
2024,best1_lex2,Xavier Legette,2.0,0.0,0.0,12.0,0.0,0.0,-10,0,0
2024,best1_lex2,Jaxon Smith Njigba,27.0,0.0,27.0,38.0,0.0,38.0,-11,0,-11
2024,best1_lex2,Demario Douglas,3.0,0.0,0.0,15.0,0.0,0.0,-12,0,0
2024,best1_lex2,Kyle Pitts,14.0,0.0,6.0,26.0,0.0,13.0,-12,0,-7
2024,best1_lex2,Jordan Addison,61.0,0.0,0.0,74.0,5.0,0.0,-13,-5,0
2024,best1_lex2,Brian Robinson,34.0,1.0,0.0,48.0,8.0,0.0,-14,-7,0
2024,best1_lex2,Christian Watson,14.0,0.0,0.0,31.0,0.0,0.0,-17,0,0
2024,best1_lex2,Keon Coleman,17.0,0.0,0.0,34.0,1.0,0.0,-17,-1,0
2024,best1_lex2,Jake Ferguson,4.0,0.0,0.0,23.0,0.0,0.0,-19,0,0
2024,best1_lex2,David Njoku,4.0,0.0,0.0,24.0,0.0,0.0,-20,0,0
2024,best1_lex2,Jayden Reed,16.0,0.0,0.0,37.0,0.0,0.0,-21,0,0
2024,best1_lex2,Tj Hockenson,4.0,0.0,0.0,28.0,0.0,0.0,-24,0,0
2024,best1_lex2,Brock Bowers,31.0,0.0,31.0,70.0,0.0,70.0,-39,0,-39
2024,not_selected_by_candidate,Antonio Gibson,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Brandin Cooks,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Chigoziem Okonkwo,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Darnell Mooney,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Dontayvion Wicks,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Jakobi Meyers,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Jermaine Burton,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Quentin Johnston,,,,1.0,0.0,1.0,-1,0,-1
2024,not_selected_by_candidate,Troy Franklin,,,,1.0,0.0,0.0,-1,0,0
2024,not_selected_by_candidate,Roman Wilson,,,,2.0,0.0,0.0,-2,0,0
2024,not_selected_by_candidate,Romeo Doubs,,,,2.0,0.0,0.0,-2,0,0
2024,not_selected_by_candidate,Tyler Lockett,,,,2.0,0.0,0.0,-2,0,0
2024,not_selected_by_candidate,Josh Downs,,,,3.0,0.0,0.0,-3,0,0
2024,not_selected_by_candidate,Mike Williams,,,,3.0,0.0,0.0,-3,0,0
2024,not_selected_by_candidate,Michael Wilson,,,,4.0,0.0,4.0,-4,0,-4
2024,not_selected_by_candidate,Adam Thielen,,,,7.0,0.0,0.0,-7,0,0
2025,best1_lex0,Ray Davis,191.0,110.0,0.0,2.0,2.0,0.0,189,108,0
