"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","AVG"
"417","David Bell","CLE","10 ","WR156","","","373","","373.0"
"418","Chris Moore","WAS","14","WR157","","","374","","374.0"
"419","Kyle Juszczyk","SF","9","RB109","","","375","","375.0"
"420","Brevin Jordan","HU","14 O","TE69","","","376","","376.0"
"421","Dallin Holker","NO","12","TE70","","","377","","377.0"
"422","Kayshon Boutte","NE","14","WR158","","","378","","378.0"
"423","Peyton Hendershot","","","TE71","","","379","","379.0"
"424","Adam Trautman","DEN","14","TE72","","","380","","380.0"
"425","Mason Tipton","NO","12","WR159","","","381","","381.0"
"426","David Moore","CAR","11","WR160","","","382","","382.0"
"427","Foster Moreau","NO","12","TE73","","","383","","383.0"
"428","Trenton Irwin","JAC","12","WR161","","","384","","384.0"
"429","Austin Hooper","NE","14","TE74","","","385","","385.0"
"430","Blake Watson","DEN","14","RB110","","","386","","386.0"
"431","Malik Heath","GB","10","WR162","","","387","","387.0"
"432","Tim Jones","MIN","6","WR163","","","388","","388.0"
"433","Jordan Akins","","","TE75","","","389","","389.0"
"434","Jordan Mims","","","RB111","","","390","","390.0"
"435","Laviska Shenault Jr.","BUF","12","WR164","","","391","","391.0"
"436","Tyson Bagent","CHI","7","QB55","","","394","","394.0"
"437","Skylar Thompson","PIT","9","QB56","","","395","","395.0"
"438","Davis Mills","HOU","14","QB57","","","397","","397.0"
"439","Clayton Tune","ARI","11","QB58","","","398","","398.0"
"440","Connor Heyward","PIT","9","TE76","","","399","","399.0"
"441","Tylan Wallace","BAL","14","WR165","","","400","","400.0"
"442","Trayveon Williams","NE","14","RB112","","","401","","401.0"
"443","Hassan Haskins","LAC","5","RB113","","","402","","402.0"
"444","Keilan Robinson","PHI","5","RB114","","","403","","403.0"
"445","Dorian Thompson-Robinson","PHI","5","QB59","","","404","","404.0"
"446","Cody Schrader","LAR","6","RB115","","","405","","405.0"
"447","Tom Brady","","","QB60","","","406","","406.0"
"448","Xavier Weaver","ARI","11","WR166","","","407","","407.0"
"449","Tyreik McAllister","","","RB116","","","408","","408.0"
"450","Terrace Marshall Jr.","PHI","5","WR167","","","409","","409.0"
"451","Nick Foles","","","QB61","","","410","","410.0"
"452","Marquise Goodwin","","","WR168","","","411","","411.0"
"453","Jakob Johnson","HOU","14","RB117","","","414","","414.0"
"454","Julian Hill","MIA","6","TE77","","","415","","415.0"
"455","Jalen Coker","CAR","11","WR169","","","416","","416.0"
"456","KJ Hamler","BUF","12","WR170","","","417","","417.0"
"457","Desmond Ridder","","","QB62","","","418","","418.0"
"458","Donovan Peoples-Jones","NO","12","WR171","","","419","","419.0"
"459","Trishton Jackson","ARI","11","WR172","","","420","","420.0"
"460","Simi Fehoko","ARI","11","WR173","","","421","","421.0"
"461","Justyn Ross","KC","6","WR174","","","422","","422.0"
"462","Jake Tonges","SF","9","TE78","","","423","","423.0"
"463","Donald Parham Jr.","PIT","9","TE79","","","424","","424.0"
"464","Myles Gaskin","","","RB118","","","425","","425.0"
"465","DeWayne McBride","","","RB119","","","426","","426.0"
""
""
