"Rank","Player","Team","Bye","POS","BB10","RTSports","Underdog","Drafters","AVG"
"429","Brycen Hopkins","","","TE64","","","369","","369.0"
"430","Anthony McFarland Jr.","","","RB117","370","","386","","378.0"
"431","Peyton Hendershot","","","TE65","371","","","","371.0"
"432","Xavier Gipson","NYJ","7","WR158","","","372","","372.0"
"433","Foster Moreau","NO","11","TE66","372","","408","","390.0"
"434","Easton Stick","ATL","11","QB61","","","373","","373.0"
"435","C.J. Beathard","","","QB62","","","374","","374.0"
"436","Antoine Green","","","WR159","","","376","","376.0"
"437","Jalen Nailor","MIN","13","WR160","","","378","","378.0"
"438","Blake Bell","","","TE67","","","379","","379.0"
"439","Mike Boone","","","RB118","","","380","","380.0"
"440","Keric Wheatfall","","","WR161","","","382","","382.0"
"441","Devon Allen","","","WR162","","","384","","384.0"
"442","Todd Gurley","II","","RB119","","","387","","387.0"
"443","Josh Hill","","","TE68","","","388","","388.0"
"444","Ihmir Smith-Marsette","NYG","13","WR163","","","389","","389.0"
"445","River Cracraft","","","WR164","","","390","","390.0"
"446","Charlie Jones","CIN","7","WR165","","","391","","391.0"
"447","Lil'Jordan Humphrey","NYG","13","WR166","","","392","","392.0"
"448","Craig Reynolds","DET","9","RB120","","","393","","393.0"
"449","Brenton Strange","JAC","9","TE69","","","395","","395.0"
"450","Jody Fortson Jr.","","","TE70","","","396","","396.0"
"451","Parker Washington","JAC","9","WR167","","","397","","397.0"
"452","Kyle Philips","LV","13","WR168","","","399","","399.0"
"453","Byron Pringle","","","WR169","","","401","","401.0"
"454","Erik Ezukanma","MIA","10","WR170","","","403","","403.0"
"455","DeAndre Carter","CLE","5","WR171","","","405","","405.0"
"456","Justin Shorter","LV","13","WR172","","","406","","406.0"
"457","Will Dissly","LAC","5","TE71","","","407","","407.0"
"458","Chris Moore","WAS","14","WR173","","","410","","410.0"
"459","Charlie Kolar","BAL","13","TE72","","","411","","411.0"
"460","Drew Sample","CIN","7","TE73","","","413","","413.0"
"461","Zonovan Knight","NYJ","7 ","RB121","","","414","","414.0"
"462","Jarrett Stidham","DEN","9","QB63","","","415","","415.0"
"463","Teddy Bridgewater","","","QB64","","","416","","416.0"
"464","Nick Mullens","JAC","9","QB65","","","417","","417.0"
"465","Jake Browning","CIN","7","QB66","","","418","","418.0"
"466","Drew Lock","SEA","5","QB67","","","421","","421.0"
"467","Cooper Rush","BAL","13","QB68","","","422","","422.0"
"468","Patrick Taylor Jr.","SF","9","RB122","","","423","","423.0"
"469","Hunter Luepke","DAL","7","RB123","","","424","","424.0"
"470","Tre","","' McKitty","","","TE74","","","425","","425.0"
"471","Velus Jones Jr.","NO","11","WR174","","","426","","426.0"
"472","Travis Vokolek","ARI","14","TE75","","","427","","427.0"
"473","Sean Clifford","GB","6","QB69","","","429","","429.0"
"474","Tanner McKee","PHI","10","QB70","","","430","","430.0"
"475","Ben Roethlisberger","","","QB71","","","432","","432.0"
"476","Austin Watkins Jr.","","","WR175","","","433","","433.0"
"477","D","","'Eriq King","","","QB72","","","434","","434.0"
"478","Jalen Brooks","DAL","7","WR176","","","435","","435.0"
"479","T.Y. Hilton","","","WR177","","","436","","436.0"
"480","Chandler","Cox","","RB124","","","437","","437.0"
"481","Josh Doctson","","","WR178","","","439","","439.0"
"482","Luke Farrell","SF","9","TE76","","","440","","440.0"
"483","Andy Isabella","","","WR179","","","442","","442.0"
"484","ZaQuandre White","","","RB125","","","443","","443.0"
"485","Tay Martin","","","WR180","","","444","","444.0"
"486","Alec Ingold","MIA","10","RB126","","","445","","445.0"
"487","Antonio Brown","","","WR181","","","446","","446.0"
""
""
